borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,debt_service_ratio,loan_status,credit_score
B00213,NULL,NULL,2.02766667,1.42156667,10.65006667,11.32673333,9.58083333,15.56100000,15.08100000,24.20100000,24.68100000,1.60263333,0.57996667,0.31476667,0.10160000,30056566.9943244,0.00203333,Active,583
B00214,NULL,NULL,2.33986667,1.67096667,6.32253333,6.73023333,5.85550000,16.35600000,12.61200000,32.96100000,36.70500000,0.51036667,0.42503333,0.30856667,0.17200000,116906345.13983627,0.00146667,Paid,714
B00215,NULL,NULL,1.83990000,1.17566667,16.81400000,17.55370000,15.86793333,11.76900000,16.12200000,19.70400000,15.35100000,1.17886667,0.92446667,0.43623333,0.04933333,9836883.263887145,0.00070000,Paid,610
B00216,NULL,NULL,3.07060000,1.80843333,7.14433333,7.59773333,6.66206667,19.09800000,16.82100000,24.57900000,26.85600000,3.02443333,0.35926667,0.31320000,0.07690000,388655510.7898575,0.01293333,Active,694
B00217,NULL,1.4335,0.99430000,0.78183333,6.52986667,6.74836667,9.27430000,15.46500000,12.03000000,20.08800000,23.52300000,0.33436667,0.54850000,0.59476667,0.04605000,417279556.4461007,0.00206667,Paid,738
B00218,NULL,0.7227,2.30470000,1.16393333,13.02776667,13.83693333,12.60743333,8.82300000,11.24700000,27.88800000,25.46400000,0.81290000,0.82693333,0.30446667,0.31310000,17693307.44839275,0.00950000,Paid,621
B00219,NULL,1.4523,1.13706667,0.83943333,34.37500000,35.99273333,33.61120000,11.02500000,18.33900000,26.51400000,19.20000000,1.18293333,2.29853333,0.44750000,0.09663333,133160964.79771572,0.01096667,Active,688
B00220,NULL,2.0757,1.43100000,0.92436667,15.79883333,16.55193333,14.70556667,14.24700000,9.73200000,6.09600000,10.61100000,0.67340000,0.84506667,0.43146667,0.13756667,429345037.9786663,0.00270000,Active,679
B00221,NULL,1.2810,0.55520000,0.46916667,3.33303333,3.52090000,10.20210000,14.09700000,14.02200000,28.47300000,28.54800000,0.16380000,0.65300000,0.35596667,0.07600000,167559528.8144111,0.00273333,Active,635
B00222,NULL,NULL,1.97323333,1.15066667,630.74833333,667.82860000,599.71476667,13.19100000,18.54600000,28.61400000,23.25900000,0.99110000,0.51596667,0.34846667,0.08600000,116747023.96993606,NULL,NULL,640
B00223,NULL,0.9869,0.69223333,0.40686667,21.48310000,22.42420000,20.85490000,16.70400000,16.75200000,14.20200000,14.15400000,0.26836667,2.14463333,0.45856667,0.10236667,10320484.52938661,0.00166667,Paid,809
B00224,NULL,NULL,1.52890000,1.07413333,847.21633333,885.11950000,793.86866667,12.27900000,14.87100000,29.96700000,27.37500000,0.46593333,0.84613333,0.44893333,0.09296667,5512239.176529262,NULL,NULL,644
B00225,NULL,0.3257,1.21800000,0.86363333,301.61216667,313.99376667,291.96513333,18.40200000,7.47300000,24.55200000,35.48100000,0.41366667,22.87816667,0.44013333,1.24116667,70785529.70244539,0.00346667,Active,722
B00226,NULL,NULL,2.27396667,1.14430000,6.67216667,7.04340000,6.28323333,15.75600000,22.71600000,19.89300000,12.93300000,1.48623333,0.47143333,0.35513333,0.04923333,49844633.20025507,0.00166667,Active,627
B00227,NULL,NULL,1.67893333,0.83260000,445.77326667,477.12790000,410.87223333,13.25700000,15.58200000,26.63700000,24.31200000,0.52100000,1.17773333,0.28690000,0.04196667,26604280.28315487,NULL,NULL,630
B00228,NULL,NULL,0.58490000,0.45933333,34.78770000,36.18040000,31.96153333,12.23100000,15.21900000,34.82400000,31.83600000,0.40280000,3.71216667,0.49583333,0.19783333,34522196.480990626,0.00053333,Active,722
B00229,NULL,1.6103,0.43570000,0.17526667,2.77470000,2.88950000,8.43940000,11.40600000,14.82300000,30.55500000,27.13800000,0.09666667,0.49150000,0.48363333,0.18970000,20445895.05314126,0.00476667,"Past due",673
B00230,-4.7265999999999995,NULL,1.79640000,1.20466667,8.31936667,8.59083333,8.02323333,9.74700000,21.03600000,28.18800000,16.89900000,2.60786667,0.53543333,0.61106667,0.08156667,1345035974.8858619,0.00401111,Active,715
B00230,-4.752,NULL,1.79640000,1.20466667,8.31936667,8.59083333,8.02323333,9.74700000,21.03600000,28.18800000,16.89900000,2.60786667,0.53543333,0.61106667,0.08156667,1345035974.8858619,0.00401111,Active,715
B00230,-4.7581999999999995,NULL,1.79640000,1.20466667,8.31936667,8.59083333,8.02323333,9.74700000,21.03600000,28.18800000,16.89900000,2.60786667,0.53543333,0.61106667,0.08156667,1345035974.8858619,0.00401111,Active,715
B00231,NULL,1.2864,0.74073333,0.48220000,23.05600000,24.32030000,20.67290000,13.23300000,19.77900000,24.28500000,17.73900000,0.47363333,1.46703333,0.36013333,0.25203333,50021722.75112421,0.00421667,Active,634
B00232,NULL,0.6530,1.43833333,0.86630000,9.43993333,10.06336667,8.67853333,14.86200000,19.40100000,27.48300000,22.94400000,0.42040000,0.79136667,0.30203333,0.07863333,75390793.12449518,0.00191667,Active,705
B00233,NULL,1.9284,1.34743333,0.98683333,39.21723333,40.59066667,37.84303333,17.17800000,21.78900000,22.52400000,17.91300000,0.66673333,1.92690000,0.57793333,0.07796667,17819437.588667158,0.00090000,Paid,712
B00234,NULL,1.0956,1.37590000,1.04466667,14.90370000,15.72210000,13.81813333,10.15800000,18.28200000,30.72300000,22.59900000,0.22400000,0.75073333,0.36330000,0.13106667,596026490.3248899,0.00573333,Paid,713
B00235,NULL,1.8379,2.06110000,1.39300000,6.33330000,6.61746667,6.10953333,13.30800000,12.96000000,18.11400000,18.46200000,0.72983333,0.61923333,0.44856667,0.09543333,209526893.4101139,0.00406667,Paid,625
B00236,NULL,1.3344,0.74986667,0.58443333,58.29966667,60.85820000,54.05933333,8.38800000,10.90500000,30.30300000,27.78600000,0.23913333,2.60263333,0.45346667,0.38583333,29561825.443052888,0.00265000,Active,648
B00237,NULL,1.5189,1.43190000,1.06770000,11.22230000,11.66510000,10.36520000,15.84000000,8.21100000,34.06500000,41.69400000,0.59576667,0.64413333,0.50700000,0.08480000,50245132.540939234,0.00407778,Default,774
B00238,NULL,NULL,1.76553333,1.28536667,13.76776667,4.60130000,12.63843333,13.20600000,19.00800000,35.01900000,29.21700000,1.04530000,1.15320000,0.40856667,0.19880000,35840169.56270649,0.00086667,Active,731
B00239,NULL,1.1571,1.71910000,1.10260000,9.55580000,7.57526667,9.18580000,13.33800000,20.13300000,33.69600000,26.90100000,0.67316667,0.66163333,0.46320000,0.16313333,812359225.877218,0.00186667,Paid,745
B00240,NULL,NULL,1.53590000,1.01120000,5.09506667,5.38413333,6.61880000,12.44100000,14.57400000,16.77300000,14.64000000,0.33026667,0.44605000,0.33693333,0.14505000,15733473.50227013,0.00156667,Active,624
B00241,NULL,NULL,1.34806667,0.89806667,12.56770000,9.13043333,12.18030000,14.82300000,13.23000000,30.06900000,31.66200000,0.41640000,0.53646667,0.49670000,0.07673333,6888328.708635523,0.00326667,Active,670
B00242,NULL,1.0546,2.39550000,1.55630000,12.95030000,9.81116667,12.17226667,17.06100000,13.30200000,31.33800000,35.09700000,1.42313333,0.48800000,0.36690000,0.05280000,5857259.072561613,0.00656667,Active,719
B00243,NULL,NULL,2.74936667,1.28716667,4.55330000,3.52500000,3.97026667,10.18500000,9.89400000,21.58800000,21.87900000,0.76963333,0.38063333,0.27173333,0.11673333,25767261.264102835,0.00423333,Active,762
B00244,NULL,1.7735,1.59233333,0.81213333,12.81000000,13.38083333,11.65820000,12.45300000,15.02400000,24.60900000,22.03800000,0.81680000,1.08886667,0.44610000,0.11676667,43062074.80148238,0.00200000,Active,654
B00245,NULL,NULL,1.26356667,0.92683333,1211.81106667,1251.80780000,1150.08766667,15.86100000,14.89500000,36.16200000,37.12800000,0.81430000,0.50420000,0.60806667,0.05260000,34323972.00261805,NULL,NULL,731
B00246,NULL,NULL,1.52456667,0.96320000,1036.13140000,764.61036667,936.42286667,18.40200000,17.88000000,22.80300000,23.32500000,0.87383333,0.61060000,0.43013333,0.14393333,2213172.8882826427,NULL,NULL,785
B00247,NULL,NULL,1.74183333,0.92076667,14.04606667,14.87346667,12.64973333,18.59100000,10.05300000,20.27100000,28.80900000,0.70133333,0.56766667,0.34310000,0.17923333,35749625.70349914,0.00123333,Active,714
B00248,NULL,1.1008,0.86680000,0.58640000,24.85623333,25.98640000,23.21480000,14.28900000,17.64900000,30.13200000,26.77200000,0.69903333,1.21593333,0.44370000,0.04666667,21940074.521110293,0.00683333,Active,717
B00249,NULL,NULL,1.47680000,1.20960000,1207.87740000,1256.73690000,1182.64790000,17.40000000,10.27200000,26.02800000,33.15600000,0.91716667,1.74840000,0.49416667,0.38723333,38076936.3460429,NULL,NULL,705
B00250,NULL,0.8186,2.58803333,1.64606667,6.60846667,6.96390000,6.13623333,6.52200000,13.88400000,22.39800000,15.03600000,1.00293333,0.45920000,0.37320000,0.03780000,794617473.0958954,0.00400000,Active,739
B00251,NULL,1.1220,1.85503333,1.05333333,19.43236667,15.51613333,16.66353333,10.15800000,11.43300000,25.52700000,24.25200000,1.33770000,0.90060000,0.26470000,0.03786667,22040707.768244248,0.00475556,Active,686
B00252,NULL,1.3759,1.56006667,0.89860000,12.59916667,8.30583333,11.66456667,20.31300000,22.54800000,34.81200000,32.57700000,1.27980000,0.56460000,0.47156667,0.04520000,19583815.82402195,0.00538889,Active,718
B00253,NULL,1.2408,0.57300000,0.32083333,50.93870000,52.65373333,48.93136667,14.29800000,18.58200000,35.43000000,31.14600000,0.23273333,1.78800000,0.60136667,0.02790000,30362818.28673272,0.00040000,Paid,668
B00254,NULL,1.4005,1.83240000,1.05676667,11.57580000,12.22386667,11.18700000,13.37700000,18.82200000,14.52000000,9.07500000,0.87166667,0.68856667,0.36086667,0.04796667,163282596.2160799,0.00536667,Active,708
B00255,NULL,1.9241,1.13073333,0.68250000,7.07713333,7.43693333,9.68290000,15.95700000,16.30200000,26.03400000,25.68900000,0.44453333,0.78150000,0.41176667,0.09945000,4096204.4512517103,0.00163333,Active,673
B00256,NULL,2.1868,2.31213333,1.60430000,11.18466667,11.91083333,9.65280000,15.12600000,18.73500000,29.76600000,26.15700000,0.53260000,0.55300000,0.30383333,0.16076667,51470878.58349959,0.00468333,"Past due",753
B00257,NULL,1.3123,1.66896667,1.07156667,16.59776667,17.29283333,15.58010000,15.64200000,16.82100000,27.04800000,25.86900000,0.71200000,0.93410000,0.48180000,0.08270000,230247635.7595815,0.00234444,Paid,763
B00258,NULL,NULL,1.49226667,0.83493333,409.05796667,434.51903333,359.14586667,10.90200000,15.79800000,10.19100000,5.29500000,0.48786667,0.78316667,0.31790000,0.05806667,31701041.189381782,NULL,NULL,659
B00259,NULL,0.3324,0.88486667,0.50363333,35.33890000,36.97906667,35.36633333,9.23400000,10.57200000,25.23300000,23.89500000,0.24873333,3.99346667,0.42960000,0.06073333,45870663.916257605,0.00306667,Paid,650
B00260,NULL,NULL,1.39853333,1.13080000,761.95543333,816.03460000,674.24196667,16.70100000,17.45400000,21.42600000,20.67300000,0.15470000,2365.06990000,0.28343333,442.37560000,969117.4689026787,NULL,NULL,646
B00261,NULL,NULL,1.46483333,0.88233333,10.43186667,5.04360000,9.77500000,7.58100000,22.51500000,32.29500000,17.36100000,1.04613333,0.60960000,0.43170000,0.18326667,25695544.60959991,0.00231667,Active,564
B00262,-4.9559,0.7923,0.04220000,0.01743333,54.95566667,58.43803333,152.47140000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,0.00453333,Paid,793
B00262,-4.957,0.7923,0.04220000,0.01743333,54.95566667,58.43803333,152.47140000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,0.00453333,Paid,793
B00262,-4.9457,0.7923,0.04220000,0.01743333,54.95566667,58.43803333,152.47140000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,0.00453333,Paid,793
B00263,NULL,1.4748,2.40850000,1.74116667,10.23333333,10.81323333,8.99650000,5.92200000,16.57200000,36.69900000,26.04900000,1.28420000,0.47613333,0.34993333,0.03000000,696717742.5906146,0.00256667,Active,695
B00264,NULL,1.3636,1.97720000,1.26383333,30.53773333,11.66190000,26.83910000,9.11700000,14.38800000,19.09500000,13.82400000,0.60350000,0.65646667,0.32416667,0.03240000,82666105.29735169,0.00286667,Active,767
B00265,NULL,NULL,0.76920000,0.53710000,28.67990000,24.88603333,28.48363333,14.83800000,16.83900000,32.34300000,30.34200000,0.51383333,1.53753333,0.44443333,0.36086667,57401082.20252349,0.00405000,Default,624
B00266,NULL,1.1547,1.60656667,1.03783333,11.05940000,11.69380000,10.02586667,17.83800000,19.18200000,31.48500000,30.14100000,0.35976667,0.77066667,0.34243333,0.04980000,24756774.00800557,0.00266667,Paid,707
B00267,NULL,1.9235,0.98473333,0.74693333,11.59233333,12.23650000,11.00780000,9.90300000,20.93400000,27.47100000,16.44000000,0.28706667,1.01450000,0.36123333,0.15783333,31183986.29596775,0.00176667,Paid,703
B00268,NULL,0.2098,0.97623333,0.63030000,23.89303333,24.98066667,22.90240000,16.62300000,15.86700000,12.93300000,13.68900000,0.36916667,1.07643333,0.44756667,0.23486667,2229430.540134035,0.00413333,"Past due",792
B00269,NULL,1.7280,1.32656667,0.87306667,46.73160000,48.68400000,45.62610000,21.30900000,14.05200000,26.06700000,33.32400000,0.43686667,2.49210000,0.47593333,0.04873333,492094472.28823125,0.00246667,Active,780
B00270,NULL,1.1200,1.62910000,1.30090000,11.90680000,12.62783333,11.05113333,13.34100000,16.15800000,38.21100000,35.39400000,0.99096667,0.58610000,0.33020000,0.11390000,6893388.891737238,0.00121667,Paid,726
B00271,NULL,0.7613,1.05753333,0.60140000,7.19500000,7.43553333,10.62455000,17.46600000,11.70000000,20.81400000,26.58000000,0.57663333,0.68320000,0.59206667,0.07710000,100365188.44424534,0.00260000,Active,715
B00272,NULL,NULL,2.08130000,1.10493333,1902.66410000,1984.45300000,1773.30636667,15.77700000,17.82600000,20.13300000,18.08400000,0.86013333,0.45503333,0.48570000,0.00473333,38231491.85638269,NULL,NULL,716
B00273,NULL,NULL,1.23263333,0.74043333,7.28083333,7.68220000,9.94460000,18.15000000,11.32800000,30.32700000,37.14900000,0.25270000,0.69390000,0.34976667,0.10280000,140716316.092749,0.00326667,Active,621
B00274,NULL,1.5048,2.15940000,1.53500000,7.02520000,7.38833333,6.54280000,15.67500000,24.96000000,40.74600000,31.46100000,0.58313333,0.53450000,0.38793333,0.03206667,27345107.320427936,0.00205000,Default,671
B00275,NULL,1.7372,0.55253333,0.36163333,21.56813333,23.11510000,32.49780000,13.52700000,12.69300000,27.92100000,28.75500000,0.14076667,2.00570000,0.28180000,0.11515000,307007624.2466761,0.00268333,Active,667
B00276,-5.0211,NULL,1.71673333,0.83270000,8.19960000,8.77286667,7.11546667,10.26900000,11.46600000,23.28900000,22.09200000,0.51383333,0.81090000,0.30006667,0.25483333,247932176.29741782,0.00893333,Paid,669
B00277,NULL,1.0105,1.53036667,0.83846667,12.61790000,13.23020000,11.27106667,13.87500000,11.95500000,24.61800000,26.53800000,1.06026667,0.61613333,0.41543333,0.21626667,9345651.369149951,0.00217778,Active,730
B00278,NULL,1.3140,0.84460000,0.50423333,27.17646667,23.64600000,25.42030000,13.63800000,19.85400000,30.23100000,24.01500000,0.85200000,1.61646667,0.60866667,0.05226667,400933960.56953293,0.00390000,Active,584
B00279,NULL,1.1314,2.20673333,1.70386667,11.50113333,10.97666667,11.33390000,16.65600000,16.45800000,22.07100000,22.26900000,0.59880000,0.86216667,0.28230000,0.12173333,14684538.794070823,0.00226667,Paid,612
B00280,NULL,NULL,2.46163333,1.75913333,6.28326667,6.56773333,5.90676667,11.40000000,8.76900000,14.38500000,17.01600000,1.38896667,0.42953333,0.43933333,0.09320000,15039334.15847089,0.00421667,Active,724
B00281,NULL,1.8617,0.80283333,0.65746667,889.75423333,924.22796667,805.23786667,13.05600000,17.88600000,24.53100000,19.70100000,0.62173333,41.51226667,0.51296667,2.63830000,5322746.27882509,0.00181667,Active,719
B00282,NULL,0.9000,1.55986667,1.03646667,13.44520000,14.22833333,12.54083333,11.89200000,16.13400000,18.62400000,14.38200000,0.56433333,0.67043333,0.34373333,0.05723333,29342970.77579096,0.00538889,Active,668
B00283,NULL,0.7392,3.59256667,2.43643333,7.29946667,7.81456667,6.06876667,14.32800000,20.30400000,26.68200000,20.70600000,1.01480000,0.26880000,0.28393333,0.05653333,1558085.3808386112,0.00350000,Active,628
B00284,NULL,1.5137,3.22953333,2.06216667,6.28293333,6.68943333,5.85673333,10.71600000,22.08600000,22.08900000,10.71900000,1.53836667,0.29730000,0.31033333,0.09830000,21440011.539228715,0.00115000,Active,746
B00285,NULL,NULL,0.40536667,0.28796667,37.28206667,39.54436667,33.94353333,16.73100000,17.53200000,21.35400000,20.55300000,0.13386667,2.13760000,0.33896667,0.65740000,359752976.92009735,0.00588333,Paid,769
B00286,NULL,1.2184,0.91353333,0.59100000,7.86260000,8.13520000,11.18795000,15.39900000,14.54100000,23.43000000,24.28800000,0.37156667,0.99080000,0.59093333,0.03185000,29640818.20801093,0.00258333,Paid,708
B00287,NULL,NULL,1.61060000,1.21776667,27.86836667,29.27406667,26.99586667,11.64600000,19.09500000,30.89700000,23.44800000,0.30746667,1.40946667,0.38466667,0.02223333,3731333195.492788,0.00450000,Active,718
B00288,NULL,0.4562,0.80340000,0.45260000,51.66656667,53.82450000,47.88153333,12.39300000,15.43800000,21.84300000,18.79800000,0.44786667,2.05626667,0.48673333,0.39206667,102935832.33127302,0.00216667,Default,648
B00289,NULL,0.6254,1.74930000,0.88280000,10.45016667,11.08226667,9.99910000,12.93000000,16.73100000,25.92300000,22.12200000,0.27616667,0.70213333,0.32986667,0.09263333,18976634.549676195,0.00168333,Paid,729
B00290,NULL,NULL,1.66693333,1.08436667,356.83116667,378.44023333,527.53830000,12.28200000,11.50200000,16.38600000,17.16600000,0.66433333,0.65316667,0.32143333,0.08786667,7608994.836022453,NULL,NULL,646
B00291,NULL,NULL,2.94206667,2.35036667,434.85366667,465.80136667,399.68206667,15.21300000,17.24100000,22.82700000,20.79900000,0.92776667,0.35203333,0.28593333,0.06663333,33957150.229256146,NULL,NULL,639
B00292,NULL,NULL,1.05586667,0.83663333,8.28863333,8.76816667,10.86615000,14.68500000,14.35200000,37.35900000,37.69200000,0.85346667,0.93635000,0.32403333,0.10765000,105865761.46569629,0.00173333,Paid,764
B00293,NULL,0.7443,1.19366667,0.66880000,17.21310000,17.92576667,16.93193333,14.44200000,19.94700000,17.89200000,12.38700000,0.25876667,1.49550000,0.47490000,0.07786667,430047300.18774843,0.00150000,Active,701
B00294,NULL,NULL,1.38270000,0.74033333,1144.83383333,1199.35496667,1042.70573333,17.40300000,17.22300000,35.95500000,36.13500000,2.28113333,0.48905000,0.40713333,0.10300000,24565856.818256155,NULL,NULL,642
B00295,NULL,1.4938,1.45213333,1.13820000,12.73913333,13.29370000,11.77966667,16.24200000,15.95100000,23.51700000,23.80800000,0.31820000,0.75203333,0.46166667,0.08723333,68529618.84624551,0.00086667,Active,644
B00296,NULL,NULL,1.37900000,1.08526667,894.42836667,933.57393333,906.26313333,9.16800000,10.91700000,26.33700000,24.58800000,0.75496667,0.77243333,0.45123333,0.16410000,11040349.67546234,NULL,NULL,707
B00297,-5.122,1.1023,1.66000000,1.21613333,10.54543333,11.10080000,9.82233333,7.44300000,11.68500000,32.98500000,28.74300000,0.76066667,0.75940000,0.37913333,0.12776667,26494190.13220937,0.00265000,Active,673
B00297,-5.1613,1.1023,1.66000000,1.21613333,10.54543333,11.10080000,9.82233333,7.44300000,11.68500000,32.98500000,28.74300000,0.76066667,0.75940000,0.37913333,0.12776667,26494190.13220937,0.00265000,Active,673
B00298,-4.9517,0.8043,3.02680000,1.71186667,6.51170000,5.00953333,5.72163333,8.94900000,15.69000000,18.38700000,11.64600000,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,0.00653333,Active,652
B00298,-4.9453,0.8043,3.02680000,1.71186667,6.51170000,5.00953333,5.72163333,8.94900000,15.69000000,18.38700000,11.64600000,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,0.00653333,Active,652
B00299,NULL,NULL,0.55923333,0.36470000,1549.10463333,1602.31533333,1535.00733333,10.62000000,11.23500000,36.22500000,35.61000000,0.75993333,2.17223333,0.58313333,0.15320000,34938541.78243297,NULL,NULL,815
B00300,NULL,1.4833,1.49910000,0.94970000,11.26050000,11.74136667,10.80736667,17.54100000,11.50800000,31.53600000,37.56900000,0.34763333,1.02746667,0.45913333,0.13800000,163613165.83394408,0.00120000,Active,629
B00301,NULL,NULL,0.77766667,0.54860000,14.13143333,14.57373333,20.13720000,14.07000000,12.96300000,38.27400000,39.38100000,0.37860000,1.45270000,0.60266667,0.04705000,8838821.862361427,0.00173333,Active,740
B00302,NULL,NULL,1.08213333,0.64360000,25.05286667,26.10356667,24.54216667,20.31600000,19.61700000,32.94300000,33.64200000,0.49973333,1.14076667,0.47703333,0.01830000,85675823.18635367,0.00175556,Active,704
B00303,NULL,2.0655,1.35653333,0.84006667,13.28906667,7.90610000,12.12886667,20.89200000,12.30600000,23.78700000,32.37300000,0.84746667,0.82766667,0.44730000,0.06736667,56840800.668304905,0.00680000,"Past due",715
B00304,NULL,1.0207,2.25980000,1.34436667,6.53026667,6.89000000,6.28286667,7.15500000,12.10800000,20.94900000,15.99600000,0.87376667,0.66306667,0.36243333,0.10320000,46336865.679166354,0.00351667,Active,694
B00305,NULL,NULL,2.00146667,1.58603333,1085.94743333,1134.17573333,1031.54883333,10.57500000,21.57000000,24.28200000,13.28700000,0.65166667,0.46346667,0.44583333,0.09076667,2934400020.720765,NULL,NULL,639
B00306,NULL,2.2128,1.96430000,1.18680000,10.48173333,11.01260000,9.74650000,9.34500000,17.22000000,25.65900000,17.78400000,0.66436667,0.55766667,0.39236667,0.11736667,1655354790.5375144,0.00341667,Active,668
B00307,NULL,NULL,2.13373333,1.25596667,469.85690000,498.98576667,444.52403333,13.49700000,17.55600000,25.76100000,21.70200000,0.56563333,0.31845000,0.32073333,0.11070000,67908714.6987199,NULL,NULL,762
B00308,-4.7282,1.1885,1.30920000,0.93280000,15.01993333,15.54166667,14.97326667,14.82000000,11.81100000,14.25000000,17.25900000,0.43473333,1.14386667,0.58520000,0.05410000,6773572.945446074,0.00158333,Paid,709
B00308,-4.7396,1.1885,1.30920000,0.93280000,15.01993333,15.54166667,14.97326667,14.82000000,11.81100000,14.25000000,17.25900000,0.43473333,1.14386667,0.58520000,0.05410000,6773572.945446074,0.00158333,Paid,709
B00309,NULL,NULL,1.73506667,1.11533333,3.32170000,3.48850000,4.67015000,15.50400000,19.55100000,23.37000000,19.32300000,0.48810000,0.43105000,0.38940000,0.03035000,23550776.668668147,0.00170000,Paid,679
B00310,NULL,2.7296,1.16556667,0.82960000,14.01046667,14.48080000,13.49900000,10.60500000,12.97200000,29.35500000,26.98800000,0.67196667,0.69190000,0.59473333,0.13176667,79867223.89054105,0.00211667,Active,625
B00311,NULL,1.4906,2.53806667,1.70926667,5.43073333,5.74683333,4.98276667,11.66400000,14.63400000,32.64600000,29.67600000,0.79300000,0.39346667,0.33940000,0.03443333,8766680.228627102,0.00557778,Active,774
B00312,NULL,0.9787,0.75146667,0.54366667,26.47126667,27.64980000,24.72576667,15.07800000,12.81600000,35.97600000,38.23800000,0.30136667,1.53223333,0.44703333,0.20683333,283188208.4122848,0.00633333,Active,723
B00313,NULL,1.0184,0.81303333,0.54213333,40.94023333,42.58366667,41.10433333,17.55300000,21.38400000,31.62000000,27.78900000,0.45030000,2.73823333,0.49093333,0.06733333,25302131.18515126,0.00130667,Paid,791
B00314,NULL,1.1451,1.05463333,0.85983333,33.04230000,31.76583333,32.25556667,14.05500000,11.85000000,23.65800000,25.86300000,0.77053333,2.14410000,0.40763333,0.39466667,16617990.653497523,0.00238000,Active,803
B00315,NULL,1.7631,0.34033333,0.28440000,4.12300000,4.36920000,10.54040000,16.04400000,14.91900000,33.91500000,35.04000000,0.20450000,0.84680000,0.33263333,0.25900000,127762202.17700222,0.00300000,Paid,591
B00316,NULL,NULL,1.14553333,0.63956667,688.49243333,716.03660000,636.67113333,10.04100000,15.22500000,17.82000000,12.63600000,0.96850000,1.26140000,0.49666667,0.08096667,151790482.0312415,NULL,NULL,697
B00317,-5.28,1.1745,2.58553333,1.53250000,9.58340000,10.21853333,9.35756667,10.37400000,14.95200000,27.24900000,22.67100000,1.89726667,0.42533333,0.31430000,0.10473333,21237228.815963358,0.00440000,Active,696
B00317,-5.239199999999999,1.1745,2.58553333,1.53250000,9.58340000,10.21853333,9.35756667,10.37400000,14.95200000,27.24900000,22.67100000,1.89726667,0.42533333,0.31430000,0.10473333,21237228.815963358,0.00440000,Active,696
B00318,-4.7755,2.2210,1.58006667,1.05220000,25.92046667,26.79783333,24.48356667,15.46200000,15.91200000,21.51000000,21.06000000,0.50873333,0.67986667,0.59143333,0.09403333,87774940.71012615,0.00043333,Active,720
B00319,NULL,0.5277,0.94456667,0.51460000,43.59286667,46.03043333,41.83373333,13.23900000,14.51400000,17.82000000,16.54500000,0.18110000,2.52550000,0.33870000,0.41926667,79733301.91581985,0.00286667,Active,716
B00320,NULL,NULL,2.15960000,1.24310000,7.20756667,7.66383333,6.78673333,14.75700000,14.74800000,26.35800000,26.36700000,0.37443333,0.61366667,0.31723333,0.01796667,28722443.44234376,0.00153333,Active,718
B00321,NULL,1.1061,1.12500000,0.61136667,14.85803333,15.46336667,14.47223333,17.91000000,16.01400000,29.00100000,30.89700000,0.64646667,0.76926667,0.49123333,0.01370000,73478146.83662868,0.00780000,Active,844
B00322,NULL,0.9252,1.62733333,0.91710000,13.93576667,12.73103333,13.30896667,13.13100000,14.89500000,17.94000000,16.17600000,0.60916667,0.97806667,0.44880000,0.13520000,90948127.05299093,0.00377778,Paid,608
B00323,NULL,1.3634,1.56310000,1.12456667,8.84513333,9.14723333,8.38236667,13.39200000,16.77600000,14.96100000,11.57700000,0.39650000,0.78273333,0.58286667,0.06470000,460288797.1258514,0.00330000,Active,728
B00324,NULL,NULL,1.90806667,1.30906667,583.74700000,621.76833333,554.37183333,14.21100000,19.40700000,15.02100000,9.82500000,0.29750000,0.55900000,0.29576667,0.20076667,7946963.143893542,NULL,NULL,697
B00325,NULL,0.4324,0.56833333,0.45076667,10.11180000,10.54193333,15.25405000,14.28600000,14.15700000,35.80500000,35.93400000,0.27176667,0.85685000,0.47323333,0.11340000,26067089.423136428,0.00208889,Paid,805
B00326,NULL,NULL,1.82636667,1.19183333,400.97750000,429.70290000,346.27776667,13.36800000,16.79700000,22.06800000,18.63900000,0.24403333,3.81270000,0.27616667,1.08706667,45474861.332006305,NULL,NULL,616
B00327,NULL,NULL,1.73083333,1.06673333,932.27643333,985.76683333,835.88100000,16.04700000,9.84300000,32.61600000,38.82000000,0.39913333,0.62363333,0.34476667,0.15353333,405757218.76719785,NULL,NULL,710
B00328,NULL,NULL,0.38590000,0.20603333,944.05446667,975.49573333,922.67980000,6.59100000,15.94800000,23.77800000,14.42100000,0.70206667,2.18805000,0.59986667,0.22435000,26525433.69222728,NULL,NULL,676
B00329,NULL,1.4283,1.03256667,0.65830000,17.32836667,18.11480000,16.32020000,16.47000000,11.08200000,27.59400000,32.98200000,0.39723333,1.05626667,0.45240000,0.13140000,4073948.646621891,0.00653333,Paid,640
