borrower_id,year,revenue,cogs,ebitda,ebit,interest_expense,total_debt,senior_debt,cash,equity,accounts_receivable,accounts_payable,inventory,capex,operating_cash_flow
B00261,2023,428472375,217329294,184091344.0,175521897,123617.0,376010521,292979938,36437728,312950652,29814155,36882006,90397590,15827996.0,114707117
B00261,2024,409593863,216446292,,183573162,291637.0,145742310,65366856,57297722,632392772,47475851,62059885,59786891,17636547.0,162495485
B00262,2022,426606302,282754183,136364124.0,127831998,228365.0,0,0,8160779,745028091,23530489,45947256,84134869,14412860.0,163617066
B00262,2023,598857077,397690216,200989739.0,189012598,284100.0,25449998,10521800,0,864057413,60483654,81629515,99984141,26188167.0,272157333
B00262,2024,697500619,439394400,245661408.0,231711396,542659.0,0,0,50952564,1476411252,74415339,112172057,57462080,44217311.0,196290253
B00263,2022,7953287452,4793769747,3013002873.0,2853937124,4732513.0,4374006559,3351473899,0,1688834726,639214108,264084879,2381521030,502995535.0,2708229431
B00263,2023,8605546859,5167829522,3008183501.0,2836072564,3260156.0,10091558424,6563806798,431775030,20805315826,458437650,1189845110,1716870029,498890143.0,3178006503
B00263,2024,8943345831,5361293634,3411041802.0,3232174886,5448815.0,8251778019,6580735990,389823900,10612350195,569857426,1431873628,2113786352,584460516.0,4079220500
B00264,2022,721355421,425719108,,238817387,438328.0,273624921,199108482,7600858,922099405,102203442,103070060,108781719,24810451.0,346935040
B00264,2023,857184067,522183277,,252533632,689863.0,847686987,429810964,58798369,663331902,43146154,55295632,33409601,23523760.0,234084132
B00264,2024,833461179,505650376,305706405.0,289037182,,436901575,383911441,0,1852083118,93224045,66555003,160290274,61884825.0,185869444
B00265,2022,1051334450,550868866,438219739.0,417193050,,212576314,132817096,93444353,1579345561,203004888,140800654,215924039,12596881.0,498041235
B00265,2023,1431517830,713602178,694402529.0,665772173,1270180.0,370697555,273183433,163541373,621808481,157759928,124011644,343508225,21526359.0,603895486
B00265,2024,1514894231,748184348,,714083123,1144358.0,920216721,653252116,185654882,1135106130,289851951,98703678,153187895,82678688.0,589449666
B00266,2022,197405421,115967701,65805136.0,61857028,146223.0,172033851,127225903,21677900,255035574,39318731,6190341,21746642,11358633.0,91458369
B00266,2023,203393644,121526858,75963209.0,71895337,123109.0,87409692,35151243,2042589,398826160,48602674,35731480,54972678,4940440.0,57403888
B00266,2024,234122274,143676972,89064333.0,84381888,242104.0,93936904,63894285,0,506032774,36616463,41960852,58846274,17961025.0,105558493
B00267,2022,157761709,98133462,59249396.0,56094162,,74486138,47958264,10511845,205660455,18102255,27408213,33748384,12402140.0,38714323
B00267,2023,183940184,109181747,73063401.0,69384598,52162.0,72569801,65233267,10653435,274426107,9449484,32235762,45073808,2312322.0,54144667
B00267,2024,212844919,128954140,78942965.0,74686067,150122.0,55560415,42516113,10312648,236851666,34916299,15906186,20499865,6960196.0,98762576
B00268,2022,61267151,30200763,30113544.0,28888201,35933.0,39902874,18052583,6620554,52894133,15115252,5987734,5470330,2441140.0,24294999
B00268,2023,69126407,34042451,31845044.0,30462516,22906.0,38964434,31207953,9549282,146937042,16769868,2432456,1830595,3345009.0,25838838
B00268,2024,63991245,31243205,28829048.0,27549224,,10955917,8976115,3216996,124579412,4147574,8094726,6130895,2220507.0,21444281
B00269,2022,2597933761,1300177325,1288631489.0,1236672814,1549727.0,2463374367,1803460382,48520034,5665968555,637074662,348279697,301185196,174101164.0,1506823408
B00269,2023,2330834175,1161813880,1163484923.0,1116868240,2281997.0,120093487,82440943,0,3858033165,539548409,170980357,387768310,63116869.0,743030345
B00269,2024,2535066237,1246097634,1248848645.0,1198147321,1575195.0,2453813992,1434653046,310390514,2905102889,592070264,66396326,378173836,189205375.0,1662454575
B00270,2022,59178169,35740014,22613700.0,21430137,46802.0,24754706,19556061,3286062,137046031,14335561,8342248,15567330,3121620.0,21863715
B00270,2023,54203340,33238642,17125444.0,16041378,35530.0,23554559,20706657,770877,77463604,7897038,5336466,15827113,2362367.0,11386398
B00270,2024,73043098,43084659,25757954.0,24297093,63991.0,62262789,47107405,10975091,25023550,4146997,6231567,15593404,1874123.0,24385585
B00271,2022,487098886,180757189,293099719.0,283357742,300132.0,0,0,51949879,480089985,45637047,43263489,87496925,34459334.0,226962448
B00271,2023,569781920,197067331,347438837.0,336043199,407277.0,633140683,334089133,19004664,781995657,140105154,12991035,27595811,30716693.0,293061711
B00271,2024,556509739,200899585,347661350.0,336531156,268532.0,469451927,292949945,58327809,510127614,135004580,17039412,14000556,5920783.0,424154331
B00272,2022,382824917,167134886,215031816.0,207375318,201095.0,326776840,196460805,0,304744274,90040497,47256151,39651505,14379711.0,181897141
B00272,2023,404093169,187927663,188917296.0,180835433,47681.0,403458312,229540534,5729754,555999179,65105486,17284118,45525417,22306843.0,156273985
B00272,2024,435182634,191162894,212315851.0,203612199,230291.0,549595469,251859142,0,702386523,56381671,41968965,36641461,21669896.0,231475717
B00273,2022,1055806693,637546641,416486823.0,395370690,882401.0,523433164,218346624,107600758,1976651913,251988147,57674806,216602184,70675477.0,551450894
B00273,2023,1005355648,596152791,354716410.0,334609298,697918.0,0,0,97063427,1981641592,170586627,33056450,119161461,14097266.0,304273565
B00273,2024,1053924899,640508065,381468343.0,360389846,88779.0,931191515,647347869,0,1887631369,207152244,148424988,301874817,28040118.0,311325665
B00274,2022,436497438,239421200,169579899.0,160849951,43844.0,343460445,243688510,0,353128252,62455510,65499710,95307490,11299203.0,220976833
B00274,2023,442360744,238232611,200201066.0,191353852,279458.0,407288903,324851180,20892966,1090096730,73415875,62517167,115209711,25636059.0,172594213
B00274,2024,440986329,239208936,168752311.0,159932585,246553.0,408110166,260795134,18306071,1012190758,94119000,70817034,113974177,26218325.0,218867331
B00275,2022,8396792010,5620697595,2571164070.0,2403228230,6666220.0,1011596548,553379303,0,4542658801,1189730376,1545620581,1928287766,116989355.0,3211280962
B00275,2023,7930644760,5226590444,2551690811.0,2393077916,6085735.0,0,0,0,7557339100,1006286687,359421247,1999848469,177474988.0,3174548381
B00275,2024,9071041001,5967484342,2516124918.0,2334704098,7269901.0,3180863561,2188337086,732534135,15934539161,1653760680,473355594,1223167845,297100417.0,2662114255
B00276,2022,5373385185,3187165180,1902114637.0,1794646934,3484316.0,3441179971,1440991808,605038555,9024008845,824650401,334946813,1255715850,404883378.0,1632293518
B00276,2023,4832995292,2898248297,1570856568.0,1474196663,2701825.0,3838940838,1909459773,68407976,3777105252,307047668,237200722,291189608,343478060.0,2111777694
B00276,2024,4961620310,3178773714,1395005926.0,1295773520,2538936.0,1251577055,732304285,714570830,8701733085,621903893,620663132,895895299,231768408.0,1762571978
B00277,2022,228787088,117280055,93246255.0,88670514,192681.0,110823947,47790827,41529258,546438504,50421228,20137221,14233275,15491879.0,88074564
B00277,2023,279600903,135339456,124540327.0,118948309,210770.0,266141818,184863385,0,121934465,14046237,13752524,31818527,,105508478
B00277,2024,272151413,129667111,123359942.0,117916914,114470.0,156125400,63958889,42789292,196312865,52234469,16238553,60173811,16298191.0,102628265
B00278,2022,2883407364,990755560,,1819902855,1305777.0,2660145483,1521617004,146509466,3243544236,254097512,196468981,379526588,117772654.0,2253459784
B00278,2023,3344182230,1134241217,2171300393.0,2104416749,2561860.0,1050130073,856192879,45081101,6008738702,527404550,336313009,241263960,213986177.0,1945620844
B00278,2024,3700092219,1260041969,2166493413.0,2092491569,2043342.0,1275039575,611509337,75013809,816751006,772417020,210405341,518980297,195655432.0,2740766103
B00279,2022,144819022,98496886,,34216446,116294.0,156549883,119878013,11627455,173066643,30965309,21959549,10259931,6921060.0,43898707
B00279,2023,160106810,104302739,53348912.0,50146776,105496.0,62248367,50559705,0,173972815,26788030,15569740,46668419,2833112.0,59288026
B00279,2024,194171975,126669052,61628125.0,57744686,73774.0,54116515,40696518,15739913,101348852,33807428,22342933,23324044,3457894.0,73256323
B00280,2022,170997191,83634547,82242915.0,78822972,127981.0,133162101,66216786,25253287,64249317,28838642,4708872,6645518,10115396.0,84800593
B00280,2023,185312603,87146388,89277893.0,85571641,163709.0,258648762,186557404,7575940,165418970,10690124,7561540,8523998,6204468.0,97133685
B00280,2024,204249675,103487657,84798165.0,80713172,,243256843,202046851,14775321,458407041,31391612,15438872,31277255,7791089.0,67208649
B00281,2022,118237348,52483998,63440157.0,61075411,64867.0,418501,261221,2973170,239082531,16513320,15149661,6115781,8219688.0,50663721
B00281,2023,103959606,47595399,55980012.0,53900820,,121641554,104836522,0,67075356,18867649,3764398,20124884,2839492.0,57061944
B00281,2024,128861506,55005181,67505741.0,64928511,108146.0,15458592,6451060,12530531,310081477,14691392,12561288,15312899,7323187.0,46494526
B00282,2022,318107462,193761318,119533759.0,113171610,187540.0,241163822,136298894,5131275,276061090,33132635,26583159,40826028,9209939.0,135550627
B00282,2023,322621687,191509776,117291615.0,110839182,255298.0,85650491,40534032,0,277262778,65235698,32384529,23586166,,91948764
B00282,2024,312274646,182692603,109856583.0,103611091,14867.0,212227566,178352551,31918911,415709358,28110814,42290002,52410304,17734317.0,79732230
B00283,2022,105370057,71004913,31602926.0,29495525,37955.0,136608027,120579333,12078081,191009768,18774814,14441565,16290047,7243497.0,28592775
B00283,2023,95031589,63685731,30940955.0,29040324,29769.0,99643016,53560576,2680787,72824512,11224129,14462609,18803247,6644532.0,26844530
B00283,2024,98686346,64150176,28254887.0,26281161,71790.0,91395707,49806923,4963092,95118252,17888828,15799802,23394916,6435364.0,29952622
B00284,2022,420277780,253954279,136976294.0,128570739,123250.0,410016585,213827085,53844649,123763368,42236299,75173137,33778409,17864337.0,152136369
B00284,2023,449328447,273441730,145278368.0,136291800,287894.0,412970460,343863737,9662695,961866933,51723425,73229209,58352952,15923134.0,123083658
B00284,2024,375714391,218194396,128413121.0,120898834,235601.0,494742718,290025770,69378674,566758052,53210125,37618623,85074337,17589902.0,110297429
B00285,2022,2259289493,1401326216,697854789.0,652669000,2053022.0,222781338,138807690,260242253,3926699789,453831858,222161398,300444031,135809926.0,542748567
B00285,2023,2322865825,1382694534,901288826.0,854831510,1198840.0,347809578,189770844,20919900,3887442136,429224999,226918938,119582434,137108446.0,594971696
B00285,2024,2705756405,1660058189,1028076663.0,973961535,1365627.0,525301945,467158229,390756519,2057148300,465289657,434609089,682134776,44162117.0,1190327083
B00286,2022,166206122,60738549,99209350.0,95885228,,71548658,30748102,3112410,387363292,18917029,5724238,20470433,,119307907
B00286,2023,170583802,59730921,101798262.0,98386586,102693.0,205569173,148943707,4148721,221035563,40917100,11687627,5743956,10444400.0,64574859
B00286,2024,184650359,65683299,118008753.0,114315746,123619.0,0,0,0,409362100,29462242,12796090,22842570,5727146.0,111663310
B00287,2022,23360830340,12904713638,9505585436.0,9038368830,13470276.0,13370859668,8151385354,0,40441527520,1423121163,2770481261,2705321452,1747922015.0,12158688091
B00287,2023,18915078272,9834876104,7943318140.0,7565016575,11568662.0,1611919649,713047564,0,35317732999,3243412045,2326944001,3809872972,449604471.0,4770278556
B00287,2024,20888759725,11723438725,8087341407.0,7669566213,11622284.0,26059850242,21884675733,1739187936,47708547922,3254573866,2171597282,5075340150,1389603443.0,9373931318
B00288,2022,1799382705,834739156,891349866.0,855362212,930596.0,134684285,70025274,150352505,3925689732,315146602,124940444,112018106,94854671.0,666237945
B00288,2023,2283829127,1017393050,1175340934.0,1129664352,1728566.0,1481343767,621957884,88700768,1478984285,170822807,237220864,219979884,170723304.0,727185994
B00288,2024,2326997403,1053275531,1187293972.0,1140754024,1425696.0,1185788027,890461525,0,3854013584,379778602,138704834,397811613,129678607.0,867009821
B00289,2022,383795041,238534124,135379787.0,127703887,236985.0,133742489,87373257,23967928,765813853,72919531,69817073,14601228,10855768.0,140703619
B00289,2023,328576612,201684040,117064747.0,110493215,173111.0,243947538,97682584,13960427,789315458,34693195,13283346,80196395,22509918.0,116323670
B00289,2024,359028729,216795875,122284939.0,115104365,173065.0,266105119,142901525,11034307,771812925,48607071,43168819,87868047,4606606.0,153703951
B00290,2022,249891953,154260645,81324496.0,76326657,,154748091,111613801,6671066,231934545,27012658,26628054,20701036,10687460.0,98566936
B00290,2023,246726851,152785274,84175298.0,79240761,168904.0,152458237,84786982,33612212,394897661,32987378,13467088,39520298,7558451.0,97368616
B00290,2024,269504715,167311755,96407546.0,91017452,151356.0,124055925,84203267,0,132012506,45164143,20534230,25647508,5372240.0,84829533
B00291,2022,264224415,174766859,80982376.0,75697888,307508.0,188826905,162579377,24309002,609354278,60315724,47417551,17990641,5296668.0,56219871
B00291,2023,264126766,168048915,76613077.0,71330542,101480.0,302788075,230164405,21544295,335372549,28817151,13628908,45733390,15945841.0,79569925
B00291,2024,304183784,192261827,97710913.0,91627238,257747.0,248413609,199264075,0,158161272,51619666,42748184,74201316,6186083.0,123124830
B00292,2022,3769742151,2341955331,1416747661.0,1341352818,2035775.0,965017222,591423443,73667755,1061842623,858683383,212817775,1050854070,265579910.0,1361978698
B00292,2023,3012348186,1956728545,1002716473.0,942469510,1742739.0,2493258960,2098098083,346618900,1509581320,534302864,429846062,675612997,124385680.0,1150249043
B00292,2024,3047400799,2012286725,985624163.0,924676148,950911.0,0,0,255390889,1176314232,256859112,337636578,908107799,153165926.0,1255343645
B00293,2022,1604037482,743533582,749739560.0,717658811,784578.0,1762246878,859872055,0,3716548358,305235218,196823529,106725552,23640151.0,652099035
B00293,2023,1924349536,867984476,995417065.0,956930075,571981.0,636551696,373192789,0,4718660820,163561662,206818160,273522415,50642514.0,1197378138
B00293,2024,2271971549,1080409914,1135943946.0,1090504516,1115953.0,671344184,550496532,156845253,4015464986,468292737,174963157,148856473,74600064.0,1500781177
B00294,2022,350119176,180605775,144621077.0,137618694,145468.0,303909188,126287003,29374184,77862270,42515365,15915731,74453256,16560311.0,182262834
B00294,2023,379213043,183214792,178664562.0,171080302,90006.0,365671733,240809700,39970918,124369851,81407474,54055526,69493146,23364941.0,138354163
B00294,2024,400194316,211294583,158949225.0,150945339,256843.0,0,0,54684762,553136379,97637477,40350698,86001660,24788683.0,179399476
B00295,2022,819592073,392458695,402604144.0,386212303,580315.0,829446425,579390916,0,1965477432,127706306,54455104,112340022,53303300.0,415604652
B00295,2023,728678820,350503574,346081200.0,331507624,330769.0,299010275,260837970,44720210,1202304612,128656173,84421679,80692788,27727712.0,287581234
B00295,2024,724227760,369635914,346808986.0,332324431,457346.0,496702061,423732994,55690842,1749801842,151378802,56169257,98859581,54453225.0,393977248
B00296,2022,206885428,104353015,101141677.0,97003969,64040.0,175179030,150326554,23450582,496376052,29111796,13766496,20024498,2586282.0,83311458
B00296,2023,204894242,102129463,95478652.0,91380768,154256.0,71488531,57055421,25623948,177576313,13124551,17995156,25251220,4030413.0,94757088
B00296,2024,185289782,95066516,85011806.0,81306011,141120.0,140807547,99621756,0,93288507,18675852,5305910,41713121,2175923.0,72681410
B00297,2022,404314346,223564770,161861231.0,153774945,153057.0,365177822,281500794,42975649,340473045,26178344,19503993,107306152,21406818.0,191371719
B00297,2023,463063031,255957606,189870103.0,180608843,241537.0,227780898,148036734,38070731,771387246,24770066,33114060,121009871,8983028.0,224254203
B00297,2024,536987185,302455902,207848354.0,197108611,418214.0,316798157,234778067,31209794,346575159,69777179,52291646,44361931,39456074.0,243797444
B00298,2022,179646312,119736317,53786177.0,50193251,55312.0,108698666,49049983,23058768,138942803,21383082,25028968,19276292,4738169.0,44586669
B00298,2023,180593581,126496594,47342050.0,43730179,125953.0,169104618,124023176,517226,187319103,9972823,11916263,12607351,11931628.0,41514287
B00298,2024,186408788,120489386,,56092635,99388.0,195620867,89972407,18672632,371084498,23135536,26489069,42433771,12219373.0,69257316
B00299,2022,369501078,127356232,218363624.0,210973603,107071.0,170063438,119123452,12046076,493030162,46162489,9087472,48545866,3846484.0,210967488
B00299,2023,335462607,124270357,202684370.0,195975118,222545.0,144137571,81001275,19802468,81884604,38515380,29534166,57253851,17249796.0,156895795
B00299,2024,301502568,107106791,185172911.0,179142860,99729.0,34768649,27595825,8742463,199160229,34470235,7000217,39160111,8824815.0,145600269
B00300,2022,745451106,358993734,375748774.0,360839752,456913.0,242646695,147101665,66169482,1123077541,124407278,24145211,153133092,32471964.0,522820060
B00300,2023,667077832,332079494,322521826.0,309180270,519143.0,594848684,491593441,37484214,1449068371,148723166,18736244,116862942,34766838.0,215015697
B00300,2024,533574456,266025910,240000956.0,229329467,400072.0,481705629,224022277,37710621,1157023782,103972919,69139623,72538898,6586410.0,272740128
B00301,2022,96912475,33563050,60565378.0,58627129,1923.0,106390505,83880523,10012974,169082636,20419059,2703077,14316921,3596376.0,61959674
B00301,2023,88613437,28569646,59459519.0,57687251,38636.0,34273944,15507155,0,67654009,6798704,2207871,12773703,5067077.0,79616729
B00301,2024,89824352,32380901,51388546.0,49592059,61410.0,0,0,17164770,84122179,16311606,8881877,13019034,3803163.0,70049539
B00302,2022,359024694,159883420,184412903.0,177232410,79024.0,215162974,112752010,1820356,298369065,76967875,47442350,41368046,11676900.0,248064591
B00302,2023,445650225,200563222,222139424.0,213226420,148900.0,198666980,144518815,9226269,365827210,96422085,23832833,69507349,16435131.0,217248922
B00302,2024,567127897,259829655,271642988.0,260300431,208072.0,321997608,181680612,0,1370347272,139765391,61936329,128034407,10179120.0,378632220
B00303,2022,298027150,154461299,121473553.0,115513010,280366.0,130789996,108493610,17214336,724565303,72141116,16261129,23425894,10616710.0,103029987
B00303,2023,337729924,160814579,,167501890,192173.0,161900965,85403874,0,369846143,81200217,25614910,47957586,21075809.0,205634476
B00303,2024,271729607,140219409,129959194.0,124524602,176387.0,263332038,145196776,18571555,136857827,58124074,20420079,48093582,16741745.0,111942740
B00304,2022,952815203,577515097,372382099.0,353325795,670283.0,710806091,546017209,61427392,934755854,70657474,89786864,51574718,17249722.0,506490922
B00304,2023,1081679232,657549696,406796137.0,385162553,423074.0,1441684451,594809293,0,923256124,94282938,123901582,295360740,58944553.0,460228978
B00304,2024,1144466610,691124375,435337822.0,412448490,767642.0,577499793,480871470,128906360,1928976947,88263046,41245008,110452377,41755263.0,552902669
B00305,2022,17826646036,9161563232,8195541365.0,7839008445,6554148.0,16335628759,10915495812,1391863725,30175374803,1615268154,2145544409,3914601066,919171145.0,5675736692
B00305,2023,17813592637,8383771594,8998424876.0,8642153024,6492292.0,18962627600,15552114181,422637419,36093672645,3185865453,2100043599,1735444207,200119920.0,5929983039
B00305,2024,18085478277,9080269106,7825218842.0,7463509277,10214694.0,14898649789,13286760488,2455050555,16774482449,1503321269,2127672697,1590295816,1397511656.0,10880618184
B00306,2022,16734475655,9258887965,6560493908.0,6225804395,9013731.0,13229715421,11652282345,417950878,11521160140,1097885750,1583015544,3760934527,1070082897.0,7593475193
B00306,2023,16374991582,9120620291,6894822906.0,6567323075,13553535.0,20546223325,9794710560,1900381207,39875464945,2998032290,2558199558,997997915,1281412468.0,4321710846
B00306,2024,16341131633,8490619011,6928032683.0,6601210051,10590440.0,6210597231,2520043099,1416201327,18851158150,1026576027,1040297321,2884148325,500516154.0,5519110419
B00307,2022,2621530878,1523711734,888517019.0,836086402,1504260.0,2383675905,1407888919,445652512,2514330758,227104735,131915137,308471269,33854918.0,843470921
B00307,2023,2892429529,1742775363,918628855.0,860780265,2563923.0,3415787858,2005775916,117405859,4561232752,563464707,447059687,287850096,77764140.0,966617925
B00307,2024,2603059987,1494423250,951956816.0,899895617,1737148.0,0,0,287185640,2263107749,438507212,361766259,733868590,192040136.0,954651803
B00308,2022,21389785,7520857,12602959.0,12175164,11361.0,7092214,5285738,898188,35981949,4149459,1503859,922755,305819.0,15800490
B00308,2023,22596931,7559648,13387919.0,12935981,17296.0,13295680,8990803,0,54345569,3897400,387394,2269686,801526.0,8376683
B00308,2024,25393530,9279224,16096969.0,15589099,13370.0,38179515,27484315,1363191,44269668,3238163,1322300,483104,528072.0,21902311
B00309,2022,220999865,123838095,91867070.0,87447073,126370.0,151536417,62287512,0,359210997,52159221,33583138,34165215,12259953.0,96996794
B00309,2023,232579122,118666254,98612718.0,93961136,159418.0,350639188,263097629,21279219,336360857,31235496,29879036,48641594,5090819.0,77848192
B00309,2024,247414667,135800509,96113564.0,91165271,176056.0,0,0,15372214,472492786,36238583,17477005,12656668,18550732.0,124690650
B00310,2022,699389411,251807988,424987724.0,410999936,424853.0,579225033,321339704,57066678,821051016,133835474,35949512,68564443,38645396.0,403826191
B00310,2023,695425897,245056502,427795398.0,413886881,315914.0,541825401,470802833,77103894,973080979,47440155,47944499,112843613,14608400.0,366640146
B00310,2024,662995470,220305198,411929733.0,398669824,337298.0,357244809,260442550,55186173,474047434,62282581,20700390,54121390,31359734.0,250699831
B00311,2022,378816968,227087561,131870048.0,124293709,,400809383,341282261,18889704,800953253,43833931,28758241,112262156,21853816.0,111293250
B00311,2023,357626238,202519220,141602936.0,134450412,273161.0,250437325,125006682,14086992,273422285,59082191,45527071,38444462,20735737.0,123834288
B00311,2024,334892071,209271659,111885899.0,105188058,294889.0,313979149,185397637,0,326133428,36120638,28547022,84553116,9096511.0,128175358
B00312,2022,2736010920,1333296803,1236110633.0,1181390415,2201244.0,1247308518,683363089,156514790,2020643490,288310165,130235688,437404295,154275723.0,888482196
B00312,2023,2532833555,1298262802,1204322409.0,1153665738,1932395.0,974781758,829132750,80468060,6327817483,467133235,230658658,622748926,170248530.0,1389058760
B00312,2024,2693961042,1331958075,1276333866.0,1222454646,2208175.0,556320710,497350891,229479454,4188187843,573402736,202237814,521281730,99991598.0,1368235098
B00313,2022,247739996,113679725,129562773.0,124607974,44925.0,25200486,13629230,0,179344232,54448522,31935167,41501767,2997645.0,159230906
B00313,2023,302878004,137107040,147619192.0,141561632,148433.0,172630982,127897545,34137928,574776814,36924569,31674535,37408815,7257283.0,138158138
B00313,2024,306290004,134648932,160015816.0,153890016,142687.0,172055572,104771793,717968,189054034,74542931,27055467,56024844,13700302.0,188538560
B00314,2022,336547638,186390252,136269401.0,129538449,272778.0,88767183,76653726,25052784,524300300,74673965,51035586,56047448,19432431.0,157933035
B00314,2023,251921566,120585552,115495696.0,110457265,128995.0,31354871,28074476,26221889,84771400,36149172,7790132,31847846,3005089.0,125963742
B00314,2024,235581851,122481034,,94110633,159512.0,210905103,166942420,13818904,118994747,24287225,6927239,27406392,10758443.0,134077806
B00315,2022,1631914274,958379663,579208614.0,546570329,824806.0,591363714,494183471,153180981,963897858,359538960,233089333,311520641,113443250.0,500765287
B00315,2023,1622326007,964894282,597548279.0,565101759,845146.0,0,0,98491334,3683738297,330950167,175683359,309091920,87566203.0,419188856
B00315,2024,1736064458,1044942967,581136267.0,546414978,559399.0,0,0,101563900,2010411190,191809493,75216868,506956570,49561978.0,669687599
B00316,2022,2063688274,942624197,1069376967.0,1028103202,1788613.0,1138302578,604455796,11863176,2722931733,270064632,241908738,151924060,49716467.0,1461270513
B00316,2023,1886080706,853089337,1004647868.0,966926254,988899.0,810949493,589324633,119787786,629910727,135966260,135318553,188214691,149527683.0,1379874971
B00316,2024,1870721318,821823324,933641945.0,896227519,1747400.0,1461036383,716011235,123952807,1217397715,246456594,75856711,174373543,103260836.0,1167290043
B00317,2022,122918809,78573749,37481851.0,35023475,105668.0,43749425,33644196,4853507,301068069,7817254,4049842,33338785,2109056.0,24936614
B00317,2023,129185156,81527005,45492131.0,42908428,62993.0,151761648,92619311,7188944,31371978,9393910,15930377,33193567,8192563.0,54228678
B00317,2024,168736345,104297065,58365150.0,54990424,108250.0,189884468,97121842,29610215,267818227,35343316,26233498,8016691,4016166.0,66219855
B00318,2022,385914150,136876424,231796723.0,224078440,239625.0,323261053,220788827,24541236,825767944,28878913,11070334,14246193,17064918.0,200321242
B00318,2023,421461450,148758477,260069238.0,251640009,145500.0,342266771,296210818,66321236,947514230,104508272,26258249,61530704,20938497.0,257250908
B00318,2024,445567161,150249742,274731915.0,265820572,527669.0,557559026,292628112,6911572,720783913,85812686,41021591,29951492,31297500.0,372600471
B00319,2022,1215798742,741548034,461767310.0,437451336,701513.0,136949863,82461713,140782612,1970612415,117722184,176843337,112056200,62522746.0,534544244
B00319,2023,1314469657,804195534,411073306.0,384783913,1078922.0,952579943,491470395,22133897,3088539953,152471470,74757614,93830271,30376151.0,393821482
B00319,2024,1452491133,894124232,557241957.0,528192135,884953.0,122464563,94531688,25305309,740342193,331831293,136219745,291688956,33455088.0,399221132
B00320,2022,262020239,157287430,87745483.0,82505079,173969.0,249371714,102492542,3046010,462055521,52152565,26635199,19338071,13931730.0,115650558
B00320,2023,272458548,164179777,90093822.0,84644652,196531.0,121291983,102420349,0,602601120,61853393,12350673,79650658,12891550.0,125679454
B00320,2024,265167881,166180158,91778927.0,86475570,,210219492,130726264,8762479,549855385,17486987,41056745,44969915,2752058.0,71680292
B00321,2022,665155933,288236475,354615592.0,341312474,388092.0,406664677,166658951,0,781883384,123461109,51720762,91989170,21859197.0,264706560
B00321,2023,530545685,239509653,261929752.0,251318839,429904.0,324925060,242297648,13368541,974905282,95821747,46202397,68907212,25767782.0,335201161
B00321,2024,601454724,277160190,304885892.0,292856798,376714.0,301125622,133862409,0,277268056,138829080,44773814,99759055,11863098.0,188284717
B00322,2022,431759684,194600568,,201628976,167228.0,596376042,327098413,48604978,808150740,54179952,44649793,22324836,31932448.0,274093200
B00322,2023,537552314,272916202,241516889.0,230765843,265613.0,142923945,91271551,29533752,337372757,100216322,17448548,58036252,12112304.0,285943103
B00322,2024,413797297,208488944,194513887.0,186237942,263551.0,259164566,146090014,30439151,389192611,52053223,42358042,56417839,23071041.0,122826007
B00323,2022,7233869242,2555895069,4664525055.0,4519847671,3157139.0,5965427065,4576395685,537593985,16811630155,1115351608,560653862,552833811,77599606.0,5622405632
B00323,2023,7315287983,2573960223,4281718275.0,4135412516,3930429.0,6162722921,3185216021,0,16404963053,1613028097,339865978,208393789,581121070.0,4900698154
B00323,2024,6847762032,2381357392,3961234721.0,3824279481,4897901.0,7807915922,6530952617,812017250,17010070187,491212127,494796560,479600560,457540683.0,4766626578
B00324,2022,266298041,169298096,93725730.0,88399770,88122.0,158388181,107421992,24100119,592325708,60453357,30808690,17127308,7705635.0,90493182
B00324,2023,300984048,201457660,76588091.0,70568411,231985.0,219167817,175624257,47515821,505393767,31152617,53380284,39921032,22374558.0,74848095
B00324,2024,262772114,166285218,89544445.0,84289003,189885.0,105007377,43700243,24493998,548550791,37636631,33236484,33473593,3474590.0,80244508
B00325,2022,266533235,123280224,129823162.0,124492498,169273.0,107494564,94479305,24374562,308692680,20856550,24400683,61452308,,106829177
B00325,2023,243629860,110269427,121607674.0,116735077,224571.0,0,0,24360680,328977435,52672303,14263086,53715755,4030229.0,129934068
B00325,2024,250021533,114474667,123389073.0,118388643,176884.0,108215257,77059877,0,231652509,45418712,16563931,23798120,4391571.0,77908144
B00326,2022,346847621,211849007,110942795.0,104005843,276752.0,186866991,96139056,0,737630779,85795432,57680983,60953920,18719096.0,150715568
B00326,2023,446737328,295606746,116100224.0,107165478,396268.0,427282567,307704357,54589469,920693569,58348806,69898726,28109745,31867189.0,96599501
B00326,2024,508885159,343472787,157099036.0,146921333,263921.0,17967625,9211993,56299138,1222720371,34377875,17545887,121184311,26977635.0,186962175
B00327,2022,6915905092,4123152745,2576624145.0,2438306044,1999121.0,5787564485,2774840593,1230328529,10756500630,1572024854,637560246,1447308132,367341065.0,2323173247
B00327,2023,5954920957,3606944350,2093348674.0,1974250255,5242499.0,4088150673,3186606686,4557070,12147252104,613403413,228178696,902951022,367793408.0,2609975974
B00327,2024,5918850497,3638513507,2191157111.0,2072780102,1726519.0,2176735386,1316831799,537344387,6743473848,1210921918,401084446,1768104164,,1809136470
B00328,2022,1013282151,355512646,648963000.0,628697357,518436.0,380737914,234675729,128239527,1045440960,114632755,61427405,44348530,41390688.0,878345526
