loan_id,borrower_id,loan_amount,interest_rate,term_years,issue_date,purpose,loan_status,has_collateral
L000375,B00400,424547,0.0621,7,02-Jul-2023,M&A,Active,True
L000376,B00904,352614,0.0531,10,21-Apr-2023,Project finance,Active,False
L000377,B00844,700632,0.0627,4,27-Apr-2023,Working capital,Active,True
L000378,B00405,456753,0.0564,1,2024-03-22,Working capital,Active,True
L000379,B00924,224972,0.0269,7,18-Mar-2021,Equipment purchase,Past due,True
L000380,B00733,757387,0.0325,10,18-May-2024,Equipment purchase,Active,False
L000381,B00123,140093,0.0734,3,18-Feb-2022,M&A,Past due,False
L000382,B00481,28686,0.0289,4,02-Apr-2021,Project finance,Paid,True
L000383,B00248,427311,0.0504,4,08/24/2023,M&A,Active,True
L000384,B00679,575945,0.0463,10,24-Apr-2022,Expansion,Active,True
L000385,B00974,65426,0.0552,3,15-Jun-2022,Refinance,Active,True
L000386,B00970,216105,0.0661,3,06-Apr-2021,Project finance,Active,True
L000387,B00893,131334,0.0739,4,17-Oct-2022,M&A,Past due,True
L000388,B00059,467381,0.0807,2,17-Jul-2021,Expansion,Active,True
L000389,B00330,616063,0.062,3,22-Feb-2022,M&A,Active,True
L000390,B00397,406363,0.0896,7,25-Apr-2021,Working capital,Active,False
L000391,B00844,2848181,0.0605,10,22-May-2024,Project finance,Active,True
L000392,B00503,195416,0.083,5,15-Nov-2023,Refinance,Active,True
L000393,B00369,95150,0.0295,3,24-Nov-2023,Equipment purchase,Paid,False
L000394,B00377,244144,0.0538,5,05/05/2024,Refinance,Active,True
L000395,B00555,715187,0.0755,7,27-Mar-2024,Refinance,Active,True
L000396,B00428,697258,0.067,4,13-Aug-2024,Project finance,Active,True
L000397,B00741,249177,0.0913,4,23-Apr-2022,Project finance,Active,False
L000398,B00634,172840,0.0608,3,28-Sep-2024,Project finance,Active,False
L000399,B00403,172189,0.0705,2,21-Sep-2021,M&A,Active,False
L000400,B00205,643314,0.0327,3,13-Nov-2022,Refinance,Active,False
L000401,B00212,3625274,0.0775,3,24-May-2022,Project finance,Active,False
L000402,B00801,1217945,0.0537,7,11-Jul-2022,Expansion,Active,True
L000403,B00499,245454,0.0203,3,2021-11-04,Working capital,Default,True
L000404,B00891,53830,0.0865,1,12-Jun-2021,Expansion,Active,True
L000405,B00068,261403,0.0308,3,27-Oct-2023,Expansion,Active,False
L000406,B00104,1613503,0.0311,7,06-Mar-2022,M&A,Active,True
L000407,B00576,1187629,0.0575,5,09-Dec-2024,Working capital,Active,True
L000408,B00151,638072,0.0718,10,05-Jan-2021,Refinance,Active,False
L000409,B00021,303539,0.0562,5,19-Aug-2023,Working capital,Past due,False
L000410,B00970,299388,0.0764,5,2023-06-03,Expansion,Active,True
L000411,B00694,1452897,0.0399,3,26-Feb-2022,Project finance,Active,True
L000412,B00729,166454,0.0552,7,20-Jun-2021,M&A,Paid,False
L000413,B00428,617398,0.0639,10,07-May-2023,Working capital,Active,True
L000414,B00928,429382,0.0493,2,10-Dec-2022,Equipment purchase,Active,True
L000415,B00768,2196266,0.0483,10,2024-11-03,M&A,Active,True
L000416,B00588,338933,0.088,1,2024-04-16,Project finance,Active,True
L000417,B00385,232343,0.0733,3,23-Jul-2024,Project finance,Active,False
L000418,B00198,413588,0.046,4,2023-02-15,Project finance,Paid,True
L000419,B00883,173127,0.0715,4,01/26/2021,Working capital,Active,False
L000420,B00182,1313414,0.0533,3,2022-10-26,Working capital,Active,True
L000421,B00014,969631,0.0695,5,03-Oct-2023,Refinance,Active,True
L000422,B00339,56181,0.0818,7,10/04/2021,Expansion,Active,True
L000423,B00764,4657476,0.0662,10,2022-02-23,Project finance,Active,True
L000424,B00052,2292736,0.0562,5,21-Jun-2024,Expansion,Active,False
L000425,B00508,457309,0.074,5,10-Aug-2022,Working capital,Active,True
L000426,B00520,519153,0.0855,1,04/09/2022,M&A,Active,True
L000427,B00194,378157,0.0903,5,06-Apr-2021,Expansion,Active,True
L000428,B00651,249263,0.0424,7,14-Oct-2023,Refinance,Active,True
L000429,B00354,1726451,0.0619,5,22-Nov-2021,Working capital,Active,False
L000430,B00506,53199,0.041,3,2021-10-25,Project finance,Active,True
L000431,B00763,424647,0.0633,5,25-Oct-2023,Project finance,Active,True
L000432,B00983,391425,0.0538,1,27-Dec-2023,Refinance,Active,False
L000433,B00308,30684,0.0718,7,24-Sep-2023,Working capital,Active,True
L000434,B00420,102006,0.048,4,26-Jun-2024,Refinance,Paid,False
L000435,B00476,475710,0.0569,4,25-Dec-2022,Expansion,Active,False
L000436,B00391,101235,0.0532,10,07/12/2022,Project finance,Paid,False
L000437,B00155,170606,0.0603,5,04/04/2022,Refinance,Active,True
L000438,B00346,2755514,0.0518,2,06-Jul-2024,M&A,Active,True
L000439,B00195,144519,0.0696,4,14-Jul-2024,Project finance,Active,False
L000440,B00985,132318,0.1,2,16-Dec-2023,M&A,Default,False
L000441,B00823,126015,0.0737,3,10-Jan-2024,Equipment purchase,Active,True
L000442,B00440,423768,0.0391,5,10-Sep-2022,Project finance,Paid,True
L000443,B00379,200313,0.0373,5,01-Feb-2024,Expansion,Default,False
L000444,B00705,70206,0.0554,3,16-Nov-2023,M&A,Active,True
L000445,B00716,356098,0.0441,2,26-Jun-2022,Expansion,Active,True
L000446,B00625,337799,0.0576,3,2022-08-19,M&A,Paid,True
L000447,B00394,248536,0.0627,7,17-Feb-2023,Project finance,Active,True
L000448,B00461,319892,0.0551,3,05/23/2022,Working capital,Active,False
L000449,B00229,1277308,0.0935,5,27-Jun-2023,Equipment purchase,Past due,True
L000450,B00497,3908147,0.0603,10,07-Nov-2022,Working capital,Active,False
L000451,B00063,5721731,0.0764,5,26-Sep-2022,Refinance,Active,True
L000452,B00839,57140,0.0857,7,05/07/2023,Working capital,Active,True
L000453,B00660,311793,0.0558,7,15-Jun-2021,Refinance,Active,False
L000454,B00569,3447616,0.0694,2,04-Jun-2024,Expansion,Active,False
L000455,B00465,302500,0.0755,3,06/01/2022,Equipment purchase,Active,True
L000456,B00378,3098745,0.0561,2,01-Sep-2024,Refinance,Active,True
L000457,B00628,118227,0.0584,7,10-Nov-2021,Working capital,Paid,True
L000458,B00058,311879,0.035,5,03-Aug-2022,Working capital,Active,False
L000459,B00963,5974244,0.0456,5,12-Jun-2021,Working capital,Active,True
L000460,B00559,1511802,0.0532,1,26-Nov-2024,Working capital,Paid,True
L000461,B00460,3215027,0.0506,2,04/08/2023,Project finance,Active,False
L000462,B00054,2990169,0.0571,5,08/02/2022,Expansion,Default,False
L000463,B00978,663143,0.0701,7,13-Jun-2023,Working capital,Active,True
L000464,B00297,569875,0.078,4,09/03/2024,M&A,Active,True
L000465,B00236,284061,0.0616,5,06/23/2021,Equipment purchase,Active,True
L000466,B00849,162486,0.0725,2,03/18/2022,Project finance,Active,False
L000467,B00289,345482,0.0581,3,13-Sep-2023,M&A,Active,False
L000468,B00201,2641421,0.0558,3,04-Jul-2023,Refinance,Active,True
L000469,B00668,372912,0.0461,5,04/06/2024,Refinance,Paid,True
L000470,B00761,2337951,0.0359,10,25-Apr-2022,Project finance,Active,False
L000471,B00908,45157,0.0812,5,06/15/2023,Project finance,Active,True
L000472,B00912,215293,0.0616,7,04/17/2023,Working capital,Active,True
L000473,B00186,450084,0.0652,7,24-Aug-2022,Refinance,Active,True
L000474,B00170,1351968,0.0756,10,20-Sep-2024,Expansion,Active,True
L000475,B00110,99562,0.0701,7,02-Oct-2021,Working capital,Active,False
L000476,B00391,313702,0.037,5,02-Feb-2022,Refinance,Active,True
L000477,B00382,222708,0.0359,1,2024-11-01,Working capital,Active,True
L000478,B00270,14213,0.0535,4,21-Feb-2022,Working capital,Paid,True
L000479,B00955,1390213,0.0647,4,03-Feb-2021,M&A,Active,True
L000480,B00280,524028,0.0611,3,24-Feb-2024,Refinance,Active,False
L000481,B00031,18189362,0.0817,1,2024-08-14,Working capital,Active,True
L000482,B00983,521440,0.0611,7,10-Dec-2023,Equipment purchase,Active,True
L000483,B00279,89828,0.0578,10,2022-04-23,Project finance,Active,True
L000484,B00577,3188302,0.0504,7,23-Sep-2024,Project finance,Active,True
L000485,B00373,360196,0.0432,1,27-Aug-2023,Project finance,Paid,True
L000486,B00744,263671,0.1162,5,24-Jun-2022,M&A,Active,True
L000487,B00479,3573114,0.02,10,27-Mar-2023,Project finance,Active,True
L000488,B00369,168694,0.0506,10,09-Oct-2021,Equipment purchase,Active,False
L000489,B00462,244515,0.0423,7,11-Jan-2022,Project finance,Active,True
L000490,B00350,85704,0.0514,4,05-Oct-2022,Project finance,Active,True
L000491,B00844,623178,0.0698,4,09/18/2021,Working capital,Active,True
L000492,B00261,327859,0.075,10,08-Dec-2022,Refinance,Active,False
L000493,B00750,94784,0.073,7,13-Sep-2023,Expansion,Active,True
L000494,B00768,929639,0.0692,4,21-Apr-2021,Project finance,Paid,True
L000495,B00193,49058,0.0734,5,05-Aug-2021,Equipment purchase,Active,False
L000496,B00416,43732,0.0483,3,09/21/2022,Expansion,Active,True
L000497,B00032,2026212,0.057,3,2022-03-27,Equipment purchase,Active,False
L000498,B00122,212299,0.0494,4,11/13/2023,M&A,Active,True
L000499,B00398,221205,0.0478,3,20-Jul-2023,M&A,Active,True
L000500,B00696,1370481,0.0763,4,11-Aug-2021,Refinance,Paid,False
L000501,B00393,623891,0.0755,7,23-Jul-2021,Project finance,Active,False
L000502,B00028,85248,0.0823,3,2024-02-16,Expansion,Active,True
L000503,B00733,899919,0.0581,5,13-Aug-2021,Refinance,Active,True
L000504,B00318,114728,0.0245,5,2024-04-20,Expansion,Active,True
L000505,B00692,443997,0.0358,7,17-Feb-2024,M&A,Active,True
L000506,B00948,165975,0.0672,4,05/19/2021,M&A,Active,False
L000507,B00924,114108,0.0965,4,10-Jan-2022,Project finance,Active,False
L000508,B00858,223397,0.0822,1,08/08/2024,Project finance,Paid,False
L000509,B00928,3775079,0.0219,2,10-Jan-2024,Project finance,Active,False
L000510,B00506,139108,0.0598,3,12/04/2024,Expansion,Active,True
L000511,B00970,540337,0.0596,5,16-Aug-2021,Working capital,Active,False
L000512,B00920,8153953,0.0847,5,07/16/2021,Refinance,Active,False
L000513,B00433,58865,0.0612,1,22-May-2021,Expansion,Paid,True
L000514,B00897,665404,0.0569,2,03-Mar-2021,Refinance,Active,True
L000515,B00560,353624,0.0633,3,03-Aug-2023,M&A,Active,True
L000516,B00574,532756,0.0712,1,03/10/2022,Project finance,Active,True
L000517,B00381,1911599,0.0862,1,17-Feb-2021,Working capital,Active,False
L000518,B00831,160782,0.0645,2,26-Aug-2022,Refinance,Active,False
L000519,B00102,2773721,0.0429,2,03/22/2021,M&A,Active,True
L000520,B00779,660230,0.0716,1,06-Oct-2021,Project finance,Active,False
L000521,B00231,314785,0.0543,7,25-Jan-2024,Refinance,Active,True
L000522,B00688,785657,0.0705,5,15-Jul-2023,Project finance,Paid,True
L000523,B00491,1695894,0.0711,5,28-Nov-2024,M&A,Active,True
L000524,B00510,47616,0.0826,7,01-Oct-2024,Project finance,Paid,True
L000525,B00150,2366150,0.0563,7,09-Jun-2021,Equipment purchase,Active,False
L000526,B00549,2622755,0.0464,5,17-Aug-2023,Project finance,Active,True
L000527,B00574,231763,0.0318,10,08/11/2022,Refinance,Past due,True
L000528,B00546,202476,0.0532,4,21-May-2021,Equipment purchase,Active,True
L000529,B00234,6769011,0.02,3,19-Apr-2023,Expansion,Paid,False
L000530,B00531,1263661,0.0498,5,20-May-2023,M&A,Paid,True
L000531,B00143,53112,0.0714,7,22-Apr-2023,M&A,Active,False
L000532,B00818,16079564,0.089,4,24-Feb-2022,Expansion,Active,True
L000533,B00809,1500949,0.0502,5,21-Mar-2023,Refinance,Active,False
L000534,B00278,8898648,0.0531,10,09/11/2024,M&A,Active,True
L000535,B00128,222085,0.06,10,03-Jan-2024,Refinance,Active,True
L000536,B00564,315268,0.0758,5,19-Sep-2023,Refinance,Active,False
L000537,B00502,4950378,0.0894,5,13-Jul-2024,Working capital,Active,False
L000538,B00821,1260611,0.0416,10,02/09/2021,M&A,Active,True
L000539,B00803,154766,0.0843,1,02-Apr-2024,Working capital,Active,True
L000540,B00640,186827,0.0598,5,08-Jul-2023,M&A,Active,True
L000541,B00951,93040,0.0619,5,01-Mar-2022,Expansion,Active,True
L000542,B00990,530725,0.0801,7,09/20/2022,Expansion,Active,True
L000543,B00759,523129,0.0699,5,08/04/2023,Refinance,Active,True
L000544,B00471,171349,0.0338,5,04/09/2022,Expansion,Active,True
L000545,B00446,880200,0.02,5,07-Aug-2024,Refinance,Active,False
L000546,B00454,246777,0.0702,2,25-Oct-2024,Equipment purchase,Active,False
L000547,B00690,508539,0.02,4,01-Jun-2023,Refinance,Active,False
L000548,B00382,518173,0.0471,2,27-Oct-2021,Refinance,Active,True
L000549,B00322,592101,0.0506,3,23-Apr-2023,M&A,Paid,True
L000550,B00984,5272322,0.033,1,11/23/2022,Project finance,Paid,False
L000551,B00399,218497,0.0785,5,01-Jul-2023,Refinance,Active,False
L000552,B00262,427055,0.0543,3,09-Jun-2023,M&A,Active,True
L000553,B00614,439286,0.0407,4,13-Jan-2022,Working capital,Active,False
L000554,B00163,63335,0.0633,1,03-May-2021,Expansion,Active,True
L000555,B00880,3069330,0.0746,4,14-Apr-2022,Expansion,Paid,True
L000556,B00636,1058094,0.0899,1,18-May-2022,Expansion,Active,True
L000557,B00828,603909,0.0761,10,02/25/2021,Expansion,Active,True
L000558,B00798,160929,0.0668,4,06-Dec-2023,Expansion,Active,True
L000559,B00334,171485,0.0554,7,09/27/2023,M&A,Paid,True
L000560,B00404,153546,0.0508,2,05-Aug-2021,M&A,Paid,False
L000561,B00588,99542,0.0815,7,15-Apr-2024,Expansion,Active,True
L000562,B00621,359105,0.0578,7,07/05/2021,Refinance,Active,False
L000563,B00502,13401307,0.0716,5,18-Sep-2024,Refinance,Past due,True
L000564,B00966,895917,0.0759,4,17-May-2024,Refinance,Active,False
L000565,B00038,338334,0.0536,3,04-May-2023,Refinance,Active,True
L000566,B00025,187306,0.0637,3,07-Jan-2022,Expansion,Active,True
L000567,B00605,72777,0.0458,7,26-Nov-2022,Working capital,Paid,True
L000568,B00926,1187962,0.0691,4,15-Jul-2024,Expansion,Active,False
L000569,B00426,224718,0.0575,10,21-Mar-2022,Working capital,Active,True
L000570,B00932,23131,0.0374,3,20-Feb-2024,M&A,Active,True
L000571,B00957,393673,0.0708,10,12-Feb-2024,M&A,Active,True
L000572,B00104,4754063,0.0889,2,01-Jan-2023,Equipment purchase,Active,False
L000573,B00414,103134,0.0608,3,20-Jun-2024,M&A,Active,True
L000574,B00905,767343,0.044,4,25-Jul-2024,M&A,Active,True
L000575,B00580,3153236,0.0657,4,11-Jul-2022,Project finance,Active,True
L000576,B00148,221960,0.0656,2,20-Feb-2022,Working capital,Active,True
L000577,B00013,1528785,0.04,10,19-Jul-2022,Expansion,Active,True
L000578,B00582,583784,0.0532,3,2022-01-03,Project finance,Active,True
L000579,B00068,14820,0.0746,3,11/16/2022,Project finance,Active,True
L000580,B00921,18126730,0.0431,3,09-Aug-2023,Project finance,Active,False
L000581,B00681,227008,0.0799,3,22-Nov-2022,Project finance,Active,True
L000582,B00609,76167,0.0802,7,04/27/2022,Refinance,Active,False
L000583,B00963,2014757,0.0811,4,12/13/2024,M&A,Active,False
L000584,B00884,1332087,0.0681,3,08-Sep-2022,Expansion,Active,False
L000585,B00506,66309,0.0546,10,24-Jul-2023,Equipment purchase,Active,True
L000586,B00167,639692,0.0347,5,02-Jun-2021,Expansion,Active,True
L000587,B00032,523944,0.0659,3,10-Feb-2023,Refinance,Default,True
L000588,B00406,36250,0.0795,5,28-Jul-2024,Expansion,Active,True
L000589,B00613,910156,0.0636,3,02/04/2024,Project finance,Active,True
L000590,B00554,5155533,0.0519,4,2021-12-21,Refinance,Active,True
L000591,B00137,558402,0.051,3,22-Nov-2023,Project finance,Active,True
L000592,B00042,134701,0.0526,2,06/04/2023,M&A,Active,False
L000593,B00041,1848120,0.0781,5,13-Mar-2022,Equipment purchase,Active,True
L000594,B00631,408773,0.0801,7,10/10/2021,Refinance,Active,True
L000595,B00267,97144,0.0878,2,20-Aug-2021,Refinance,Paid,True
L000596,B00681,3036784,0.0929,2,12-Aug-2024,Project finance,Active,True
L000597,B00411,1928625,0.0558,4,22-May-2022,Expansion,Active,True
L000598,B00038,453553,0.0656,1,04-Mar-2021,Project finance,Active,True
L000599,B00789,1052922,0.0239,3,08-Oct-2023,Working capital,Default,True
L000600,B00685,566312,0.0606,10,07-Dec-2023,Equipment purchase,Active,True
L000601,B00197,395085,0.066,3,27-Jan-2021,Expansion,Paid,False
L000602,B00475,542396,0.0775,5,28-Dec-2024,Equipment purchase,Active,False
L000603,B00725,243310,0.0499,4,2023-10-28,Expansion,Past due,True
L000604,B00426,1765777,0.02,1,02-Mar-2023,M&A,Active,False
L000605,B00285,5686114,0.0685,10,02-Jul-2022,Project finance,Active,False
L000606,B00630,235384,0.0734,3,16-Feb-2021,Expansion,Active,True
L000607,B00341,2943768,0.0381,5,13-Sep-2023,M&A,Default,True
L000608,B00202,40133,0.0528,4,24-Aug-2021,Refinance,Active,True
L000609,B00341,303580,0.0599,1,27-Aug-2021,M&A,Active,False
L000610,B00946,584763,0.0775,3,09-Aug-2022,Working capital,Paid,True
L000611,B00685,829856,0.0488,10,07/09/2023,Expansion,Active,True
L000612,B00975,591605,0.0588,7,01-Jul-2022,Equipment purchase,Active,False
L000613,B00922,905205,0.0593,4,17-Jan-2024,Project finance,Active,False
L000614,B00788,472290,0.0561,5,19-Aug-2021,Equipment purchase,Active,False
L000615,B00876,658947,0.0627,3,24-Sep-2024,Expansion,Active,False
L000616,B00440,279594,0.055,1,08/01/2022,Project finance,Active,False
L000617,B00174,711163,0.0409,5,06-Jul-2023,Expansion,Active,True
L000618,B00784,513492,0.076,10,2023-09-23,Expansion,Paid,False
L000619,B00874,140931,0.0427,10,25-Feb-2022,Equipment purchase,Past due,True
L000620,B00117,108740,0.0399,7,17-Feb-2023,Refinance,Active,False
L000621,B00493,292551,0.0807,5,12-Feb-2023,Refinance,Paid,False
L000622,B00559,388853,0.043,10,26-Oct-2021,Working capital,Active,False
L000623,B00351,4028057,0.0629,2,2022-08-25,Refinance,Active,False
L000624,B00443,992631,0.0762,2,06-Apr-2024,M&A,Active,True
L000625,B00069,117225,0.0551,10,25-Nov-2022,Refinance,Active,True
L000626,B00378,1533678,0.0509,2,15-Jan-2021,Working capital,Past due,True
L000627,B00957,1468394,0.0398,3,24-Jul-2023,Refinance,Active,True
L000628,B00864,2231758,0.0754,1,05-Oct-2021,M&A,Active,False
L000629,B00349,215848,0.0626,2,11-Nov-2021,Refinance,Active,True
L000630,B00880,843250,0.0533,2,05-Nov-2023,Expansion,Active,True
L000631,B00871,1470479,0.0595,4,09/12/2021,Equipment purchase,Active,False
L000632,B00417,300627,0.0735,1,06-Jun-2023,M&A,Active,True
L000633,B00873,413189,0.0774,2,09-Feb-2021,Working capital,Active,False
L000634,B00218,546044,0.0677,5,02-Apr-2021,M&A,Active,True
L000635,B00935,298361,0.0586,7,22-Sep-2023,Working capital,Active,True
L000636,B00900,180556,0.029,4,05/24/2023,Working capital,Active,True
L000637,B00968,854534,0.0602,5,02-Aug-2021,M&A,Active,False
L000638,B00163,50681,0.0662,5,11-Feb-2022,M&A,Active,False
L000639,B00107,9475583,0.02,5,07-Aug-2021,Project finance,Past due,True
L000640,B00885,354710,0.0928,5,01-Jul-2022,M&A,Active,True
L000641,B00795,29519099,0.0583,7,09/08/2024,Expansion,Active,True
L000642,B00398,106347,0.0688,2,05-Jun-2023,M&A,Active,True
L000643,B00256,894974,0.041,5,14-Dec-2021,Working capital,Past due,True
L000644,B00416,1016647,0.066,5,05-Dec-2023,M&A,Active,True
L000645,B00688,2021516,0.0754,3,08-Apr-2021,Project finance,Active,False
L000646,B00989,16526684,0.0667,3,01-Oct-2021,Project finance,Active,True
L000647,B00110,472644,0.0546,3,05-Mar-2024,Equipment purchase,Active,False
L000648,B00421,1612757,0.0561,3,22-Aug-2023,Expansion,Active,True
L000649,B00193,73218,0.0835,7,16-Aug-2022,Equipment purchase,Active,True
L000650,B00475,470834,0.0662,2,15-Dec-2021,Working capital,Paid,False
L000651,B00145,3494828,0.0545,3,07/25/2022,M&A,Active,True
L000652,B00466,6939186,0.038,3,07-Aug-2022,Refinance,Past due,False
L000653,B00277,291501,0.042,2,08/05/2022,Expansion,Active,True
L000654,B00394,573353,0.0591,3,09-Feb-2022,Project finance,Active,True
L000655,B00883,210349,0.0325,5,12/13/2023,M&A,Past due,True
L000656,B00110,1102313,0.0401,3,26-May-2023,M&A,Paid,True
L000657,B00589,514914,0.074,7,2022-11-16,Working capital,Active,False
L000658,B00707,599716,0.0517,7,10/11/2024,Expansion,Active,False
L000659,B00751,615867,0.0536,3,23-May-2024,Project finance,Active,False
L000660,B00863,677030,0.0317,10,13-Feb-2023,Expansion,Active,True
L000661,B00879,5776771,0.0537,3,18-Apr-2024,M&A,Active,True
L000662,B00079,313413,0.0694,2,14-Apr-2022,Refinance,Active,True
L000663,B00757,625943,0.0426,1,05-Dec-2024,Equipment purchase,Active,True
L000664,B00263,11455870,0.0418,1,09-Feb-2024,Expansion,Active,True
L000665,B00946,458571,0.0644,3,26-Feb-2021,Project finance,Active,False
L000666,B00780,4223483,0.0635,3,09-Dec-2024,Project finance,Active,True
L000667,B00949,639944,0.0588,7,07/11/2022,M&A,Active,False
L000668,B00948,294477,0.0395,5,23-Jul-2021,Refinance,Active,False
L000669,B00169,44781,0.0508,1,11/19/2021,Equipment purchase,Active,True
L000670,B00843,934286,0.0514,2,06-Dec-2021,Expansion,Active,True
L000671,B00063,5592010,0.0613,5,10/05/2022,Project finance,Paid,False
L000672,B00210,1528404,0.0624,3,2023-11-14,Expansion,Active,True
L000673,B00008,733356,0.068,2,06-Sep-2021,Working capital,Active,True
L000674,B00162,270453,0.0475,3,04-Jul-2022,Expansion,Active,True
L000675,B00533,87376,0.0495,5,06-Aug-2023,Project finance,Active,True
L000676,B00977,12969,0.0686,4,27-Oct-2022,Equipment purchase,Active,False
L000677,B00949,235402,0.0872,5,13-Apr-2021,Refinance,Default,True
L000678,B00896,126563,0.0375,5,08-Jan-2022,Working capital,Active,True
L000679,B00405,1395699,0.0605,10,17-Jan-2022,Expansion,Active,True
L000680,B00052,1814675,0.0525,4,18-Apr-2021,M&A,Active,True
L000681,B00268,32816,0.0381,3,02-Mar-2022,Expansion,Active,True
L000682,B00809,356947,0.0395,3,2021-09-05,Project finance,Active,True
L000683,B00083,235661,0.0592,5,06-Aug-2023,Equipment purchase,Active,False
L000684,B00784,165208,0.0735,1,11/23/2021,Project finance,Active,True
L000685,B00331,1285546,0.0964,2,23-Feb-2021,Working capital,Active,False
L000686,B00916,889424,0.0935,4,26-Jan-2023,Working capital,Active,False
L000687,B00362,532760,0.0306,3,21-Sep-2021,Expansion,Active,True
L000688,B00833,719316,0.0648,2,16-May-2024,Expansion,Active,False
L000689,B00782,209056,0.0466,3,13-Jun-2021,Refinance,Active,True
L000690,B00614,215915,0.0921,1,13-Apr-2023,Equipment purchase,Active,True
L000691,B00282,776955,0.0549,4,07/19/2024,Refinance,Active,False
L000692,B00276,16206108,0.0789,4,06/22/2023,Equipment purchase,Paid,False
L000693,B00804,31183636,0.0516,5,09/23/2021,Refinance,Active,True
L000694,B00213,243385,0.0436,3,2024-10-12,M&A,Active,False
L000695,B00976,397768,0.0478,10,03/03/2022,Working capital,Default,True
L000696,B00887,296186,0.077,3,17-Sep-2021,Project finance,Active,True
L000697,B00878,883467,0.0468,5,08-Aug-2024,Expansion,Active,True
L000698,B00066,636423,0.0646,3,03/22/2022,Project finance,Active,True
L000699,B00695,223437,0.0839,3,19-Sep-2022,Equipment purchase,Active,True
L000700,B00163,179644,0.0867,1,05-Dec-2024,M&A,Active,False
L000701,B00107,3682276,0.0698,3,15-Feb-2023,Equipment purchase,Default,True
L000702,B00647,90354,0.0516,3,25-Jun-2023,Expansion,Active,False
L000703,B00235,20330423,0.0774,5,18-Jun-2023,Project finance,Active,False
L000704,B00087,121649,0.0397,4,26-Jul-2023,M&A,Past due,True
L000705,B00544,989882,0.076,4,04/24/2021,Expansion,Active,True
L000706,B00513,137800,0.0428,4,24-Jun-2023,Project finance,Active,True
L000707,B00705,284905,0.0524,3,11/21/2023,Equipment purchase,Active,True
L000708,B00939,423975,0.0498,3,27-Apr-2023,Project finance,Active,True
L000709,B00746,845084,0.039,3,02/03/2022,M&A,Active,False
L000710,B00478,3964374,0.0389,5,02-Sep-2021,M&A,Active,False
L000711,B00696,176675,0.0395,2,13-Mar-2022,Working capital,Paid,True
L000712,B00876,81184,0.0708,1,25-Feb-2021,Equipment purchase,Past due,True
L000713,B00098,1505138,0.0576,4,24-Sep-2024,Working capital,Paid,False
L000714,B00214,600989,0.0807,7,04-Oct-2021,M&A,Active,False
L000715,B00612,1739784,0.0423,4,23-Apr-2021,Project finance,Active,False
L000716,B00747,1451734,0.0645,3,14-Dec-2021,Project finance,Active,False
L000717,B00377,940718,0.1012,5,03/02/2023,M&A,Active,True
L000718,B00127,1126605,0.0683,7,18-Feb-2023,M&A,Active,False
L000719,B00859,2069958,0.0858,1,07-Jul-2022,Expansion,Active,True
L000720,B00518,3284982,0.0404,2,09-Aug-2022,Working capital,Active,False
L000721,B00038,137470,0.0724,5,17-Mar-2023,Working capital,Paid,False
L000722,B00646,172619,0.0619,1,16-Apr-2023,Project finance,Active,True
L000723,B00711,290101,0.0747,1,25-Jul-2022,Expansion,Paid,True
L000724,B00057,444240,0.0658,4,13-Jun-2022,Working capital,Active,True
L000725,B00702,563152,0.0756,4,12/07/2023,Expansion,Active,True
L000726,B00261,269990,0.0745,7,27-Jan-2023,Refinance,Active,False
L000727,B00498,5058568,0.0688,5,25-Jul-2024,M&A,Active,False
L000728,B00538,343775,0.0699,7,12/02/2023,Equipment purchase,Paid,False
L000729,B00006,362828,0.0544,7,11-Apr-2024,Project finance,Paid,False
L000730,B00755,133809,0.0547,7,02-Jul-2022,M&A,Active,True
L000731,B00055,80727,0.076,2,23-Aug-2023,Working capital,Active,True
L000732,B00579,40946373,0.0675,5,10-May-2021,Project finance,Past due,True
L000733,B00262,1604288,0.043,5,25-Jul-2022,Project finance,Active,True
L000734,B00640,209447,0.0786,5,10-Nov-2024,M&A,Active,True
L000735,B00693,2918182,0.0632,5,17-Feb-2024,Equipment purchase,Active,True
L000736,B00653,718720,0.0821,10,11-Mar-2022,M&A,Paid,True
L000737,B00584,471431,0.0514,5,03/07/2022,Expansion,Active,False
L000738,B00145,21320432,0.0395,7,19-Jul-2024,Refinance,Active,False
L000739,B00024,47134,0.0748,10,13-Mar-2024,Refinance,Past due,False
L000740,B00032,2001967,0.0376,5,07-Dec-2022,Project finance,Active,True
L000741,B00622,108356,0.0712,3,08-Nov-2023,Project finance,Paid,True
L000742,B00776,1452793,0.0808,1,12-Jan-2023,Working capital,Past due,True
L000743,B00924,565269,0.0613,5,01-Jun-2024,Expansion,Active,True
L000744,B00782,733022,0.0675,3,22-Jul-2022,Refinance,Active,False
L000745,B00353,2592764,0.0568,4,01-Apr-2021,Working capital,Active,True
L000746,B00703,1166479,0.0772,7,11-Sep-2022,Working capital,Active,True
L000747,B00197,592273,0.0525,7,05-Sep-2024,Equipment purchase,Paid,True
L000748,B00279,55747,0.0343,5,27-Jan-2021,Expansion,Active,True
L000749,B00684,96724,0.0434,7,13-Oct-2024,Working capital,Active,True
L000750,B00782,1733133,0.0342,3,03-Feb-2022,Equipment purchase,Paid,True
L000751,B00844,3940657,0.0549,7,13-Feb-2021,Equipment purchase,Active,True
L000752,B00645,353627,0.0519,5,15-Jan-2023,Project finance,Active,False
