borrower_id,year,revenue,cogs,ebitda,ebit,interest_expense,total_debt,senior_debt,cash,equity,accounts_receivable,accounts_payable,inventory,capex,operating_cash_flow,FLAG_EMPTY_EBITDA,FLAG_INTEREST_EXPENSE,FLAG_CAPEX
B00067,2023,954457348,596839146,342386267,323297121,565432,1236787586,505887329,113268818,710731005,89922052,120693734,249532881,26222211,460786903,0,0,0
B00067,2024,1026164922,632237778,344199273,323675975,399306,636986158,396492049,58180753,604106467,145922673,127517269,125770026,46914256,242375250,0,0,0
B00068,2022,150549868,83666852,NULL,62656735,49213,62887593,36516920,1442957,79860051,8911416,22530642,4628849,2151729,81694449,1,0,0
B00068,2023,172819879,92309450,74759199,71302802,89042,64238005,44092212,3397298,113753642,40006800,6841517,40208626,3879154,96396595,0,0,0
B00068,2024,175721964,99668019,62083806,58569367,109114,136747854,101241177,2542625,254576631,37273698,21136497,44319489,6444488,66550024,0,0,0
B00069,2022,263146425,133822959,122931073,117668145,156959,0,0,10353902,588314745,63412132,38477701,48781690,12018458,91725161,0,0,0
B00069,2023,280196025,145651373,129850069,124246149,27375038,401960443,191367481,0,312821489,66835051,19734995,17296722,14224925,140483665,0,1,0
B00069,2024,290483716,142879284,146511066,140701392,142500,161650570,99818357,36130569,255164834,59480944,38601013,23933331,4838519,103954823,0,0,0
B00070,2022,2656027862,1707076882,945098550,891977993,1136432,2849675881,2054250489,140419852,1606566028,217105158,261325395,143115831,167038664,870589868,0,0,0
B00070,2023,2775423679,1687800429,892032236,836523763,1981949,3573790756,2863326124,344785774,5002976584,245970724,106480987,770529099,211475992,1053976975,0,0,0
B00070,2024,3043778939,1921905471,1034932457,974056879,2392026,2091348916,1731787059,155617311,2739726762,335452360,328442733,446015449,109517337,1140058336,0,0,0
B00071,2022,7472106097,3761828312,3615468435,3466026314,6250537,4359782314,3818144401,1055744883,4771736407,1741922916,431228123,361983878,354925040,3947852165,0,0,1
B00071,2023,7978097630,3807700011,3641961181,3482399229,3812706,7256322602,5008031755,583322350,13833333139,958045979,1137058121,1156394073,540215413,4297908174,0,0,0
B00071,2024,6226504061,3087957405,2692999210,2568469129,4100672,3562775391,2943437973,0,4075216629,1520594272,252905493,397682827,135154768,2878290380,0,0,0
B00072,2022,300704581,187957752,111977746,105963655,193006,72454583,46780691,20672311,513278113,49864512,15976431,23047006,17139370,139650519,0,0,0
B00072,2023,307153512,201855173,NULL,97590860,308984,101745165,82180009,17237191,529109396,49243027,23920883,82422936,6798926,137342049,1,0,0
B00072,2024,252051675,163163415,80205171,75164138,174373,291035116,182812049,1929438,66996174,58973877,25728844,23099500,12324440,62169027,0,0,0
B00073,2022,4502379730,3039604912,1240334595,1150287001,970527,5540543686,4649044842,596421834,7414660770,430170450,508006302,1258528444,135971868,979283971,0,0,1
B00073,2023,3979440421,2597610317,1343408437,1263819629,1678132,2377276922,2070284972,431868070,9932997271,344353709,580659039,1166700652,200228217,1493543871,0,0,0
B00073,2024,4280366739,2924434842,1279194975,1193587641,1797710,1639234402,740041995,0,932945825,261231744,286975990,747110395,49094029,927095677,0,0,0
B00074,2022,725213153,443217894,267037178,252532915,399087,231558730,102769911,84088021,1173158505,73510385,81014975,210001740,36321000,357580819,0,0,0
B00074,2023,887626037,511862558,351597028,333844508,568398,853309970,603673573,77791509,357548319,104182333,76483108,235133970,68276687,244818547,0,0,0
B00074,2024,952081291,553869828,371153999,352112374,418504,316018664,208077804,147775526,2199098202,69442863,37558012,240029923,61161612,301001197,0,0,0
B00075,2022,109624544,53948283,NULL,53074421,69655,16871001,13663305,5268882,117903927,17048199,3092822,4111881,6276425,67061778,1,0,0
B00075,2023,126220104,64807183,52550112,50025710,83653,43351598,21280163,8074222,283444165,24403645,16292095,32143693,2452824,72105166,0,0,0
B00075,2024,124494312,64544800,57285421,54795535,84593,118937402,89418268,20453335,116600741,29238025,5087624,12464506,1516510,46805536,0,0,0
B00076,2022,147097619,95117994,50200586,47258634,79248,115124726,67158958,258701,182368114,11973110,20976850,36923351,3335856,31927310,0,0,0
B00076,2023,155636017,99270718,47772502,44659782,92797,23403276,11147466,2088773,172150700,26389154,14084825,36460817,9634122,55286405,0,0,0
B00076,2024,155331691,102269455,NULL,43551122,55346,110125799,44290018,31621452,229432352,36745204,13667742,49643601,5432410,33214890,1,0,0
B00077,2022,3156410569,2057053311,930303470,867175259,3360040,1351740302,712110422,164094118,2886860408,780951867,254852314,932792385,98895185,629711501,0,0,0
B00077,2023,2935848427,1855364384,914572221,855855253,2809372,2700690027,1924021799,0,3343014811,494758461,109433317,495893824,206040441,908988009,0,0,0
B00077,2024,3325936521,2071337248,1008045709,941526979,2158524,1244411847,1092959180,401302502,8266761760,775608757,147518953,414127468,253302109,1253632493,0,0,0
B00078,2022,418139171,223249272,180244099,171881316,246821,333362971,143158828,38039569,285026052,67510874,49360548,24993117,11347350,135992040,0,0,0
B00078,2023,480153850,271194379,191399836,181796759,NULL,512968562,401958219,71153543,1090826869,36372762,31546325,125748303,36605154,188971221,0,1,0
B00078,2024,458278661,241176508,NULL,177081705,198826,412309046,195807550,22854743,534174404,106468018,33108667,95418261,17070048,231680689,1,0,0
B00079,2022,343087922,188462511,151580688,144718930,226736,0,0,14285060,457227246,30913497,42928146,54906449,24999015,189243327,0,0,0
B00079,2023,356118016,183915853,169185363,162063003,160413,300643984,125007427,47183203,368703179,78934594,47113810,15694142,18084428,188133975,0,0,0
B00079,2024,359274933,200389433,141336427,134150929,33493,280064387,225538632,0,555996783,74587994,46646049,31450322,14553113,101606970,0,0,0
B00080,2022,273766501,146652473,109983773,104508443,160282,362473605,202827949,19332138,141327771,14653078,23673114,67243897,8587687,83231920,0,0,0
B00080,2023,260180360,136766412,103694701,98491094,199207,246198921,103411002,30397796,628775798,63308261,19755885,43140073,5176292,67729772,0,0,0
B00080,2024,311496312,164147746,126824442,120594516,147250,0,0,48713850,631460086,61174265,11368554,67039799,23162707,82125632,0,0,0
B00081,2022,406442992,225849002,179229335,171100476,448109,285699719,176997155,0,200424773,58067100,20574804,85551292,31765708,174867186,0,0,0
B00081,2023,369049060,214849366,151087545,143706564,372364,143862213,83074908,29540842,382016572,32795247,30352031,31486044,17109609,171428689,0,0,0
B00081,2024,358741956,193649888,147013593,139838754,264000,81786962,56428734,9206219,388363834,24651695,29041018,27925602,20667990,131069821,0,0,0
B00082,2022,241009465,122942963,101275479,96455290,114311,38321883,16601205,24884659,56157136,54516807,17015505,61169625,9873290,75964529,0,0,0
B00082,2023,265033307,135488086,110229895,104929229,132647,139000503,69590556,22457639,493641658,57156184,16166909,48466847,18650571,108414321,0,0,0
B00082,2024,270837600,142232642,NULL,119785780,5947445,179745748,110103509,13856092,163767246,39105431,15475088,43034508,5093314,170273067,1,1,0
B00083,2022,331302038,182485609,141073953,134447913,112748,104820432,45123713,30255880,481954628,62390608,20272576,69872919,25359536,100114478,0,0,0
B00083,2023,313663041,172604020,129979992,123706732,264297,142659719,98230521,0,309989501,47688843,47627168,14985566,17816854,79452223,0,0,0
B00083,2024,328988900,185463600,130210550,123630772,335499,215558311,124228043,43287438,249481166,22058688,34060977,83411302,15144054,155117521,0,0,0
B00084,2022,226253240,132828376,80165484,75640420,121170,268452923,160397265,5060547,383592505,45640504,17358551,54311072,7630345,64524047,0,0,0
B00084,2023,215148247,126728498,NULL,82407746,151814,156901409,80855098,7496551,368559413,26614702,23735504,48782517,8303323,121373824,1,0,0
B00084,2024,207078163,123381702,72976555,68834992,116909,193178489,155621630,23173479,205060801,48903895,9854540,7850123,6427596,90334727,0,0,0
B00085,2022,180745117,106820636,69086186,65471284,34997,185263402,161859530,23800179,77884989,21195622,18201651,37580899,8075984,91898899,0,0,0
B00085,2023,176218066,106074332,68201494,64677133,116589,72631044,55046621,28503588,90080766,25502959,13413935,49758147,6431959,80928477,0,0,1
B00085,2024,204345028,121501302,68971230,64884330,123063,45838043,33440277,10705967,306661425,10643401,12292676,48515624,5988143,68931690,0,0,0
B00086,2022,604833029,383414364,200171680,188075020,405399,153145761,113915984,0,912693135,75553275,81870227,47391773,8736376,256941183,0,0,0
B00086,2023,764515323,470218873,268868680,253578374,310188,11546518,5094135,50915148,299952713,161240807,75718800,185405236,8320518,167502971,0,0,0
B00086,2024,885460014,523631375,307352789,289643589,434543,807392279,571669306,97164491,1979158495,88041073,144575264,240483982,35770975,207619562,0,0,0
B00087,2022,147860068,87380574,57577698,54620497,101728,126287101,56849053,34975508,153133571,9899388,14521347,37513096,4275275,69777812,0,0,0
B00087,2023,162035193,94303926,57242466,54001763,89126,135428626,115142205,0,366518573,9139992,5375768,30170025,10657467,68761770,0,0,0
B00087,2024,168048574,101489042,61970863,58609892,104144,182754834,151680915,0,180663596,40831095,11797918,19488548,12506679,85255038,0,0,0
B00088,2022,177806446,112034462,58588280,55032152,NULL,64485687,57181680,13687920,184555549,31231361,18727009,29205304,10524738,81773410,0,1,0
B00088,2023,206953687,126421048,NULL,74982409,94440,92310121,42154989,0,138163054,32117436,8376636,29038772,11721120,108723187,1,0,0
B00088,2024,234170942,134823529,92370311,87686893,124853,194335684,161269845,22202798,162480227,30668534,39825334,16329696,13348108,72949228,0,0,0
B00089,2022,1503176755,548238638,864164854,834101319,886158,213762199,128457135,56266871,2868007622,330078903,90473533,174073760,103933105,1080929325,0,0,0
B00089,2023,1739148695,618376734,1070594960,1035811987,943287,298387684,258673965,132299157,3620934377,430032221,74465209,118664275,127308223,842840064,0,0,0
B00089,2024,1710882299,631163358,988700652,954483007,1168902,1157577709,848329404,75316022,527671018,131990302,61661752,101131818,121985908,663564658,0,0,1
B00090,2022,716364683,238244543,469431426,455104133,487276,506341502,390014867,56413990,1403616614,108395907,60429461,101560526,25240443,432006294,0,0,0
B00090,2023,743308864,267941418,430560361,415694184,494821,728706078,507750647,154953365,1226459192,143640398,57355099,115713051,22806889,479323900,0,0,0
B00090,2024,771159522,269672294,475470020,460046830,361908,235321923,135858729,0,261415796,110529646,80539605,49760262,47449613,493647556,0,0,0
B00091,2022,193748371,98805403,91406176,87531209,90290,60806344,34395058,4520789,299011626,36946386,14508704,27089103,8107239,55502075,0,0,0
B00091,2023,233591142,110663882,107944375,103272553,213047,180980168,133054439,0,296082877,45922601,8129017,52758669,11217214,91226675,0,0,0
B00091,2024,216311308,107535931,101621366,97295140,133296,0,0,0,459876105,45287459,9482851,22982824,3683796,129962244,0,0,0
B00092,2022,189358545,63910840,119247207,115460037,71856,177641415,117046877,19061629,324280102,28845486,3652332,5093878,6980104,143072451,0,0,0
B00092,2023,166316929,57156286,103056770,99730432,112432,122825730,61806451,18409418,100993078,22742041,11721865,3528255,6373502,74609657,0,0,0
B00092,2024,189670576,68788688,107948016,104154605,119396,72788753,30194858,9811722,302080215,21925219,13287678,8504806,12211060,139099197,0,0,0
B00093,2022,2584733331,1492346921,928078562,876383896,2023625,1070045374,836114628,179173579,3131083578,571510123,350302644,327471412,189325882,767214437,0,0,0
B00093,2023,2953536844,1725365046,1142690683,1083619947,2021368,2430388459,1385658592,287091781,3622820780,548531998,453904218,502239806,98993363,1389094601,0,0,0
B00093,2024,2744654399,1672346352,1065772931,1010879844,1476506,2107413948,1879271693,116538319,1824542365,218824464,231182371,337293994,173383940,1018025468,0,0,0
B00094,2022,737108512,343612405,384911192,370169022,483707,307617171,238503322,18679047,562438298,37267378,95520826,113502625,30328800,454421999,0,0,0
B00094,2023,789815556,354062133,435124811,419328500,504433,286926319,226282932,116287960,1841766089,157014369,45086879,107220943,58298060,417405736,0,0,0
B00094,2024,794911296,353718942,389920774,374022549,788484,517656161,233932679,64285511,1726633729,122844500,85947699,37862177,58413047,418162092,0,0,0
B00095,2022,1164958509,629599253,447414875,424115705,446330,984310593,862552288,101716765,2689382738,77240149,162100987,159306309,82260080,300407322,0,0,0
B00095,2023,1148638660,638342756,502505541,479532768,676807,680454062,314277264,147271228,2273661853,111486354,56124762,143734718,82505318,338256609,0,0,0
B00095,2024,1152464071,617361683,506078311,483029030,712343,197157023,86782304,51705015,736370912,116457881,73506999,210131751,82055442,336363556,0,0,1
B00096,2022,471044982,319004435,115037328,105616429,356060,48995061,20527983,7710361,623490176,77654682,87487189,142576429,18713656,108004215,0,0,0
B00096,2023,457093724,290924024,160160757,151018883,14887767,367189820,230706607,36642303,574861495,56740238,33784731,23250374,21187650,136188962,0,1,0
B00096,2024,415267017,278255103,134969852,126664512,328626,452116707,239322381,0,777587310,22098612,24459233,44591464,26620893,88148945,0,0,0
B00097,2022,217115215,144965170,58963467,54621163,136177,207645775,108293235,26179943,340888645,45323133,8458018,54062263,6002539,80088958,0,0,0
B00097,2023,210310659,136873639,62329653,58123440,144375,118652592,90791361,18738516,331856153,11497606,12963075,40829354,8032327,46873784,0,0,0
B00097,2024,173024473,112254145,51891186,48430697,157627,43049890,30375213,3531727,299747769,31822564,11794749,35685848,12696268,45796570,0,0,0
B00098,2022,696461766,342460097,303716509,289787274,316915,339068673,205193352,14485461,242064398,156245473,61101284,107753916,25065661,344981919,0,0,0
B00098,2023,844282811,417120365,423257818,406372162,596110,841496757,543327367,40663779,385392121,61858950,119774354,60942684,56663829,337490684,0,0,0
B00098,2024,1022767313,540504615,NULL,410128346,49860784,814638324,606870103,7790934,1482082545,166893074,41317766,133059868,16425640,364398945,1,1,0
B00099,2022,4258788828,2592051283,1423690334,1338514558,3897605,3229057871,2511219056,0,2207464429,908746075,489503816,134589258,197541765,1304865143,0,0,0
B00099,2023,4895919569,2871639278,1765634096,1667715705,3165195,3630053329,2988936145,211492985,982409791,740715994,807105759,400869444,268223266,1969570549,0,0,0
B00099,2024,4454291035,2634187413,1634884093,1545798273,2118530,260693195,180529252,178647020,5854924950,685246510,220262554,744851582,59970228,2133896884,0,0,0
B00100,2022,9015725131,5109317288,3693114232,3512799730,6793055,1558811294,940540402,57340810,2305496574,2107435985,749810534,2528348072,570708558,2453749442,0,0,0
B00100,2023,7934117980,4478129870,3200825087,3042142728,3473302,2050309917,1759242845,1387033424,6713691947,1226542368,615854965,871052541,216504778,2967822685,0,0,0
B00100,2024,8171909831,4338823766,3387964975,3224526779,5989907,2092458472,860696510,388486406,18976464443,1733073784,969895645,1906200896,540975442,3787033968,0,0,0
B00101,2022,257356464,120986807,124971639,119824510,169054,40530181,17710649,0,575852880,21850099,25106271,41109552,7638495,173526715,0,0,0
B00101,2023,269945346,119154418,144218881,138819975,73734,147784217,71198867,19315318,120761778,23970078,35337320,6763229,12303471,146077902,0,0,0
B00101,2024,284670272,131343325,136413035,130719630,101034,162386089,125802086,25515752,479943146,41160011,8202794,50407914,10085184,106347022,0,0,0
B00102,2022,517627135,319286415,160689315,150336773,202922,647581613,341067889,40293967,371542640,32128650,23461154,110325416,23482022,100279417,0,0,0
B00102,2023,537119547,324128539,212651452,201909062,132218,348142088,253812795,72216058,950656166,36818878,89885763,87235440,20145284,290135200,0,0,0
B00102,2024,492378472,310484347,170873483,161025914,248696,98470841,88187667,38306034,623493906,63495411,86905616,89468316,29225314,218204897,0,0,0
B00103,2022,190797198,112316571,70424532,66608589,77041,38536596,28287039,0,456856484,22111618,17062211,44591491,7682192,94427622,0,0,0
B00103,2023,146605821,88085082,47725265,44793149,86001,112893617,58206530,2626108,307965419,23363283,11393575,33870794,9120733,47731726,0,0,0
B00103,2024,177062628,108032500,59110441,55569189,124040,170942003,129872115,13956583,400683808,14179114,15873796,27964197,5459985,69767649,0,0,0
B00104,2022,3039462884,1368853299,1562115580,1501326323,2250825,4808257665,2568405516,252551865,3287875735,488282085,390801760,464331000,101269307,950351845,0,0,0
B00104,2023,3128596339,1424170360,1653083567,1590511641,1926629,2756392813,1937006619,0,5655448186,486053665,310640020,606874548,71632464,1803250882,0,0,0
B00104,2024,3662697313,1622896083,1880276025,1807022079,2350244,187896620,103726903,285805166,1824623779,365293612,414362609,547719772,280134758,1201488641,0,0,0
B00105,2022,699495154,430879939,224499925,210510022,290053,326226094,242816544,109656015,855158061,81917261,71794396,195105998,25825966,207202327,0,0,0
B00105,2023,839703782,513020792,NULL,266087474,420411,1136124433,752165481,125459955,1773509692,150518740,97975071,111939169,16501418,386660080,1,0,0
B00105,2024,909322144,584465454,274118626,255932184,296684,522171409,432099715,47509925,1848796691,186307118,32435305,167702708,12547541,285274723,0,0,0
B00106,2022,190790485,112831957,64409734,60593925,7677858,125657884,71381314,25099473,183842009,43785901,18416194,26243500,2440430,57418681,0,1,0
B00106,2023,206626203,126176327,67530562,63398038,105965,8349176,4160309,11748059,399825013,39829624,33868545,60211027,2535558,93208446,0,0,0
B00106,2024,225942094,134335108,84295396,79776555,178833,181309425,144423325,21074170,159874225,40604672,7587444,57992883,17301065,95228403,0,0,0
B00107,2022,2137214771,1434281351,669200347,626456052,646948,669787044,314822685,163167568,3947687464,291423123,390555349,273047722,27719999,749438019,0,0,0
B00107,2023,2341536964,1607812869,677240339,630409600,1524970,3257955450,2431465609,99314505,1603669286,163592013,174484931,218806896,182918987,561592566,0,0,0
B00107,2024,2288673981,1514752377,767152590,721379111,1149780,0,0,0,2650351674,263914071,184170956,676915351,48793417,571413516,0,0,0
B00108,2022,55171197,25803131,27891715,26788292,29401,34988717,18105406,3151558,135386474,6765936,2380771,7090017,3352753,18593083,0,0,0
B00108,2023,63245326,28770846,30805751,29540845,49086,10467442,6279986,0,103476040,7728569,7414987,13905163,4772248,22503684,0,0,0
B00108,2024,60337333,27122253,29642857,28436111,32746,45798533,18922875,8081635,126632590,5154558,1733156,11734754,2994998,20834223,0,0,0
B00109,2022,1702770447,979513596,706092155,672036747,1318726,779299373,504453678,178730458,589335346,178992714,214701365,373506405,45970595,708250028,0,0,0
B00109,2023,1663899803,1033202631,498660204,465382208,932299,288348043,201934267,135905938,1896283518,137428894,189649275,184518172,41654996,534724610,0,0,0
B00109,2024,1738879396,1060750066,638632025,603854438,29215620,517697007,445232758,0,3991450451,145589682,70060382,192953774,88203360,831188101,0,1,0
B00110,2022,290552728,133060985,155334224,149523170,205871,113240901,53481461,7202971,368153125,28851629,23663420,29696987,7194760,186549169,0,0,0
B00110,2023,312355972,138708817,159858866,153611747,264385,215902163,86874608,17357892,292488966,35599240,36809588,63289789,22617736,199342764,0,0,0
B00110,2024,329452962,149541819,166170691,159581632,281328,50497570,34522906,49877438,240987769,59263130,16555383,38486943,14334627,123321016,0,0,0
B00111,2022,388002352,230014253,NULL,126729191,280634,231208844,153756729,32854368,194354252,30035420,55936961,100074161,25192996,170486720,1,0,0
B00111,2023,387182065,220029032,162196255,154452614,244360,230323674,201438554,0,307721033,47527493,59034430,27896294,9827565,142652863,0,0,0
B00111,2024,411869562,247174362,163776196,155538805,312603,47076972,23268313,59662428,293432859,86712646,67570181,67202765,14411158,204109050,0,0,0
B00112,2022,279066164,188697665,NULL,67002876,106056,207594506,172938199,14881608,94156458,54460823,25300894,67353219,14847916,72761319,1,0,0
B00112,2023,302620867,201228431,87048119,80995702,161678,252543477,144976058,21831244,319155716,17085589,32492754,59315763,19993893,102967512,0,0,0
B00112,2024,315202862,210829933,98287249,91983192,102229,152155638,72693394,9270567,490089470,24289600,45118011,86798329,12701258,103058904,0,0,0
B00113,2022,415071663,244493749,144871437,136570004,155110,48617734,34336756,23353617,1036959427,74923337,34987736,48724162,31218466,187928884,0,0,0
B00113,2023,319863577,189571448,111701421,105304150,127607,337850673,155310500,4005877,251875346,29863341,9769572,63293973,24309632,83823001,0,0,1
B00113,2024,260186318,155522524,84120425,78916699,188233,53621529,22894045,22905274,421690290,39983080,37374622,61848838,20085204,54309327,0,0,0
B00114,2022,13831033118,8235678328,5473152736,5196532074,5035055,7560075453,5146657079,0,2776798790,1007578676,1184280643,609427074,267589386,4298817280,0,0,0
B00114,2023,17056278024,10063421499,6911060430,6569934870,11587485,6054583379,5010351592,468042361,20697852736,3104467748,2964968603,4813473122,643008391,7552025746,0,0,0
B00114,2024,17823447411,10145835699,7145790172,6789321224,10169055,10427084860,7939421585,0,43319360296,3963274897,1025340578,3793529561,538929143,8194635501,0,0,0
B00115,2022,105989632,36694150,63979130,61859338,58455,81849359,46365221,3454787,67954084,20467774,4761705,7339379,6542566,51267900,0,0,0
B00115,2023,110992287,39926302,67918480,65698635,28857,78733093,64368017,0,74862737,15944173,9778368,18872479,6264948,68252272,0,0,0
B00115,2024,117581828,42148379,74984447,72632811,43227,69683040,33522485,8513808,51463606,12211018,8107683,20065257,3638164,63310338,0,0,0
B00116,2022,835827769,440065272,352235099,335518544,431872,448856586,359237304,0,727262543,127467519,88344013,111209636,19573679,471078003,0,0,0
B00116,2023,1026949496,572834944,443865612,423326623,146474,69146282,40109679,0,2521622408,230197309,73992087,107322385,17712187,577746438,0,0,0
B00116,2024,954162410,541938573,389479573,370396325,205413,496793657,399140925,97180902,1135125933,181470419,85515794,122880024,75712450,424485947,0,0,0
B00117,2022,93361087,57913286,29944286,28077065,47630,5415074,4275691,0,123775637,21191001,11439839,9167103,4647424,18062433,0,0,0
B00117,2023,84772937,49867318,31832449,30136991,35726,63688798,34713498,3711656,60309149,6220752,4415272,21243060,4902619,31427986,0,0,0
B00117,2024,84786925,52458693,25660923,23965185,2563719,54490536,47529776,4383900,50097857,20721703,15023314,11442548,6681347,16132389,0,1,0
B00118,2022,1043594780,367625792,608729127,587857232,410637,1072516777,718576079,0,1151038729,90129470,73640059,155562244,54267254,662551766,0,0,0
B00118,2023,770601474,271792985,437838495,422426466,502840,455325368,352801690,0,1039659766,140143771,45250694,97514051,25463097,406538167,0,0,0
B00118,2024,581553065,201120874,354118206,342487145,447122,296682266,236961420,0,1094845523,49369902,21956618,62119871,17831308,332113392,0,0,0
B00119,2022,4621159369,2263666286,2026862476,1934439289,2310425,1378603562,914541595,180308860,9848115143,341019065,176979390,194897161,320478743,1346979664,0,0,0
B00119,2023,4403350736,2183872879,1998343572,1910276558,4126372,5602404282,3624211653,0,4126634512,595461956,295799087,773053423,282695117,1759882402,0,0,1
B00119,2024,3771277700,1789943344,1820439986,1745014432,2221394,1129621473,919140887,0,2200972849,829914015,197626726,563952171,218724627,2410282851,0,0,0
B00120,2022,1382073737,795425202,520801133,493159659,920398,300070534,203635007,117034221,2334997575,317485329,129294343,317295074,30028501,377558522,0,0,0
B00120,2023,1831714345,1119915537,660461403,623827117,NULL,1629754517,892234768,0,1288967732,116243848,265140167,311500963,48857315,690175680,0,1,0
B00120,2024,1988419176,1229532663,713624446,673856063,1017839,805124253,718611754,102904448,737478103,376192280,195881717,199421607,114039968,500049411,0,0,0
B00121,2022,236789030,123203117,98719553,93983773,75105,141826444,120144649,11161141,417922213,30209561,26501742,58084878,5480807,101231610,0,0,0
B00121,2023,259786583,128261021,116668794,111473063,201108,222297557,193733638,1125933,425496015,54435917,17629582,33742094,16881635,91032341,0,0,0
B00121,2024,218391703,110620193,96023192,91655358,13543518,185119160,107094261,9763981,425203816,36388108,7040314,9731645,5289655,68610692,0,1,0
B00122,2022,828145996,432585936,348233107,331670188,784773,578305673,349801743,0,1885705931,192458511,104704595,158498716,14945294,232534526,0,0,0
B00122,2023,827992661,428585939,364984308,348424455,691763,442264431,314324177,15887353,177743105,159085557,73460879,204642825,49663741,249109866,0,0,0
B00122,2024,796227412,398189736,NULL,366339332,278792,443076568,360128248,48550925,731117162,82791278,109640822,28374489,44789283,242559433,1,0,0
B00123,2022,594255411,267495753,311173671,299288563,229371,522665716,343325334,0,316833127,117575868,67127014,129299250,22396132,270779578,0,0,0
B00123,2023,576478314,255668305,293952158,282422592,318512,253118350,112128694,12833759,789262451,79364421,23908203,32895192,31030464,267407417,0,0,0
B00123,2024,576011710,271634204,266460142,254939908,153385,291339759,236081352,60865750,1327090726,48853555,74189579,28229476,16853479,332160994,0,0,0
B00124,2022,4850661832,2672357699,2038113202,1941099966,1974224,0,0,404616208,4714573122,446508048,207198600,588788726,283682751,1600191307,0,0,0
B00124,2023,4703433593,2615743780,2050819472,1956750801,4498767,1835589894,858422243,600344988,7383273494,716299000,678981399,1290710407,106729876,2364752914,0,0,0
B00124,2024,5083566962,2654770286,2139382937,2037711598,3435626,190082755,157575128,0,8083514606,425632941,412491922,1241646630,371528679,1403623117,0,0,0
B00125,2022,176737011,83443036,81580727,78045987,113879,177683709,130483415,320679,331366180,42354802,13029877,17035364,10227647,101653315,0,0,0
B00125,2023,190677438,84872007,104555392,100741844,90755,116864750,105013243,17406808,131522281,13555237,15172673,33734845,10419501,115517759,0,0,0
B00125,2024,207806883,91322228,115450713,111294576,155252,34893950,15174567,30553846,138176613,43390232,25020708,16188674,4847150,71738718,0,0,0
B00126,2022,413799259,202070371,182315728,174039743,221757,170561457,81009582,20666725,304926624,75778776,35861301,37603032,20497044,127650566,0,0,0
B00126,2023,466750242,240267881,208699062,199364058,326505,32474008,21161729,20137265,1166320274,32629170,42431986,103843823,14490555,168747155,0,0,0
B00126,2024,468081837,231734880,219639652,210278016,342414,519033015,412272530,45926763,1164562879,98596015,49649902,104966307,34358201,302780544,0,0,0
B00127,2022,1877334984,1112356307,709515560,671968861,1203461,579796557,507305349,55018148,1838163372,361655686,214495231,109433764,92541559,800914527,0,0,0
B00127,2023,2168324051,1257796159,819240477,775873996,1591030,337227210,183107745,164983383,4389682833,252784434,211435524,176472896,24069265,681421550,0,0,0
B00127,2024,2257587223,1394463393,756883679,711731935,454845,1513531540,637463652,23457633,3816646418,166024347,399654193,612103063,26104522,927716397,0,0,0
B00128,2022,333802171,122556099,197388074,190712031,263073,239312518,164572564,25109079,699854979,82577513,15325089,12658735,20429152,272963440,0,0,0
B00128,2023,336787417,114392907,211757888,205022140,201973,290710846,175810457,11946066,500679876,52423797,23335557,54217146,25790807,267856494,0,0,0
B00128,2024,382416584,131572510,242776806,235128475,149223,369293422,243893345,18490947,936194815,94368265,26267933,58533044,30572519,310699253,0,0,0
B00129,2022,940153864,615180496,287455414,268652337,434540,433519744,366946555,32546527,1571169503,92801938,90244256,300192361,66142403,176056505,0,0,0
B00129,2023,964125958,629255941,302211430,282928911,788844,965071582,825949003,28287340,1619858488,124122621,114138176,188528437,36390009,293482118,0,0,0
B00129,2024,1063329636,701062368,324831263,303564671,362941,462268001,410882310,150322184,352622157,178460884,137338253,46503798,27348744,430217590,0,0,0
B00130,2022,38549433,19816694,15861467,15090479,21556,38062601,21109377,1098212,54834994,3036305,5078178,7553899,1815929,9845546,0,0,0
B00130,2023,32578552,16237923,15064745,14413174,26595,16121291,12652015,1756799,46240228,7501315,3394313,4733513,2034217,11872189,0,0,0
B00130,2024,37152218,18624494,15634985,14891941,30061,10499384,5824580,2304058,43895021,4933142,4555012,3297375,845125,16668360,0,0,0
B00131,2022,142844170,52505445,80924587,78067704,54224,111929080,54856072,3324567,155553164,13942327,13618677,22905558,5148392,68454332,0,0,0
B00131,2023,154387396,54531666,98072911,94985164,112872,104378335,61742071,4768444,268728784,20302758,4857607,9897611,7278185,68372139,0,0,0
B00131,2024,152605816,51782513,99271314,96219198,69815,140333673,100498470,11738894,119842924,33928442,9196926,11471683,7985988,115203345,0,0,0
B00132,2022,767281933,472754689,250875005,235529367,506904,0,0,79409644,305818925,73685864,114197637,164359797,16616495,238434650,0,0,0
B00132,2023,818494842,479664932,330357821,313987925,391885,1270988871,685212102,103296469,1597347421,161867032,113899266,55041008,13862643,425896938,0,0,0
B00132,2024,803946755,489451050,269183678,253104743,628716,0,0,102559487,1395337872,187003584,77944660,91256000,15435778,166615058,0,0,1
B00133,2022,4883127601,2415272410,2130617938,2032955386,5219153,2881257487,2473315475,311850884,9533051971,567398356,424521673,538480515,95394970,1886477385,0,0,0
B00133,2023,5204582377,2638180372,2517246532,2413154885,2259810,216566290,153375919,290496946,9398368995,746598224,257862206,749924593,181787090,2095827701,0,0,0
