loan_id,borrower_id,loan_amount,interest_rate,term_years,issue_date,purpose,loan_status,has_collateral
L000390,B00397,406363,0.0896,7,2021-04-25,Working capital,Active,False
L000391,B00844,2848181,0.0605,10,2024-05-22,Project finance,Active,True
L000392,B00503,195416,0.083,5,2023-11-15,Refinance,Active,True
L000393,B00369,95150,0.0295,3,2023-11-24,Equipment purchase,Paid,False
L000394,B00377,244144,0.0538,5,2024-05-05,Refinance,Active,True
L000395,B00555,715187,0.0755,7,2024-03-27,Refinance,Active,True
L000396,B00428,697258,0.067,4,2024-08-13,Project finance,Active,True
L000397,B00741,249177,0.0913,4,2022-04-23,Project finance,Active,False
L000398,B00634,172840,0.0608,3,2024-09-28,Project finance,Active,False
L000399,B00403,172189,0.0705,2,2021-09-21,M&A,Active,False
L000400,B00205,643314,0.0327,3,2022-11-13,Refinance,Active,False
L000401,B00212,3625274,0.0775,3,2022-05-24,Project finance,Active,False
L000402,B00801,1217945,0.0537,7,2022-07-11,Expansion,Active,True
L000403,B00499,245454,0.0203,3,2021-11-04,Working capital,Default,True
L000404,B00891,53830,0.0865,1,2021-06-12,Expansion,Active,True
L000405,B00068,261403,0.0308,3,2023-10-27,Expansion,Active,False
L000406,B00104,1613503,0.0311,7,2022-03-06,M&A,Active,True
L000407,B00576,1187629,0.0575,5,2024-12-09,Working capital,Active,True
L000408,B00151,638072,0.0718,10,2021-01-05,Refinance,Active,False
L000409,B00021,303539,0.0562,5,2023-08-19,Working capital,Past due,False
L000410,B00970,299388,0.0764,5,2023-06-03,Expansion,Active,True
L000411,B00694,1452897,0.0399,3,2022-02-26,Project finance,Active,True
L000412,B00729,166454,0.0552,7,2021-06-20,M&A,Paid,False
L000413,B00428,617398,0.0639,10,2023-05-07,Working capital,Active,True
L000414,B00928,429382,0.0493,2,2022-12-10,Equipment purchase,Active,True
L000415,B00768,2196266,0.0483,10,2024-11-03,M&A,Active,True
L000416,B00588,338933,0.088,1,2024-04-16,Project finance,Active,True
L000417,B00385,232343,0.0733,3,2024-07-23,Project finance,Active,False
L000418,B00198,413588,0.046,4,2023-02-15,Project finance,Paid,True
L000419,B00883,173127,0.0715,4,2021-01-26,Working capital,Active,False
L000420,B00182,1313414,0.0533,3,2022-10-26,Working capital,Active,True
L000421,B00014,969631,0.0695,5,2023-10-03,Refinance,Active,True
L000422,B00339,56181,0.0818,7,2021-10-04,Expansion,Active,True
L000423,B00764,4657476,0.0662,10,2022-02-23,Project finance,Active,True
L000424,B00052,2292736,0.0562,5,2024-06-21,Expansion,Active,False
L000425,B00508,457309,0.074,5,2022-08-10,Working capital,Active,True
L000426,B00520,519153,0.0855,1,2022-04-09,M&A,Active,True
L000427,B00194,378157,0.0903,5,2021-04-06,Expansion,Active,True
L000428,B00651,249263,0.0424,7,2023-10-14,Refinance,Active,True
L000429,B00354,1726451,0.0619,5,2021-11-22,Working capital,Active,False
L000430,B00506,53199,0.041,3,2021-10-25,Project finance,Active,True
L000431,B00763,424647,0.0633,5,2023-10-25,Project finance,Active,True
L000432,B00983,391425,0.0538,1,2023-12-27,Refinance,Active,False
L000433,B00308,30684,0.0718,7,2023-09-24,Working capital,Active,True
L000434,B00420,102006,0.048,4,2024-06-26,Refinance,Paid,False
L000435,B00476,475710,0.0569,4,2022-12-25,Expansion,Active,False
L000436,B00391,101235,0.0532,10,2022-07-12,Project finance,Paid,False
L000437,B00155,170606,0.0603,5,2022-04-04,Refinance,Active,True
L000438,B00346,2755514,0.0518,2,2024-07-06,M&A,Active,True
L000439,B00195,144519,0.0696,4,2024-07-14,Project finance,Active,False
L000440,B00985,132318,0.1,2,2023-12-16,M&A,Default,False
L000441,B00823,126015,0.0737,3,2024-01-10,Equipment purchase,Active,True
L000442,B00440,423768,0.0391,5,2022-09-10,Project finance,Paid,True
L000443,B00379,200313,0.0373,5,2024-02-01,Expansion,Default,False
L000444,B00705,70206,0.0554,3,2023-11-16,M&A,Active,True
L000445,B00716,356098,0.0441,2,2022-06-26,Expansion,Active,True
L000446,B00625,337799,0.0576,3,2022-08-19,M&A,Paid,True
L000447,B00394,248536,0.0627,7,2023-02-17,Project finance,Active,True
L000448,B00461,319892,0.0551,3,2022-05-23,Working capital,Active,False
L000449,B00229,1277308,0.0935,5,2023-06-27,Equipment purchase,Past due,True
L000450,B00497,3908147,0.0603,10,2022-11-07,Working capital,Active,False
L000451,B00063,5721731,0.0764,5,2022-09-26,Refinance,Active,True
L000452,B00839,57140,0.0857,7,2023-05-07,Working capital,Active,True
L000453,B00660,311793,0.0558,7,2021-06-15,Refinance,Active,False
L000454,B00569,3447616,0.0694,2,2024-06-04,Expansion,Active,False
L000455,B00465,302500,0.0755,3,2022-06-01,Equipment purchase,Active,True
L000456,B00378,3098745,0.0561,2,2024-09-01,Refinance,Active,True
L000457,B00628,118227,0.0584,7,2021-11-10,Working capital,Paid,True
L000458,B00058,311879,0.035,5,2022-08-03,Working capital,Active,False
L000459,B00963,5974244,0.0456,5,2021-06-12,Working capital,Active,True
L000460,B00559,1511802,0.0532,1,2024-11-26,Working capital,Paid,True
L000461,B00460,3215027,0.0506,2,2023-04-08,Project finance,Active,False
L000462,B00054,2990169,0.0571,5,2022-08-02,Expansion,Default,False
L000463,B00978,663143,0.0701,7,2023-06-13,Working capital,Active,True
L000464,B00297,569875,0.078,4,2024-09-03,M&A,Active,True
L000465,B00236,284061,0.0616,5,2021-06-23,Equipment purchase,Active,True
L000466,B00849,162486,0.0725,2,2022-03-18,Project finance,Active,False
L000467,B00289,345482,0.0581,3,2023-09-13,M&A,Active,False
L000468,B00201,2641421,0.0558,3,2023-07-04,Refinance,Active,True
L000469,B00668,372912,0.0461,5,2024-04-06,Refinance,Paid,True
L000470,B00761,2337951,0.0359,10,2022-04-25,Project finance,Active,False
L000471,B00908,45157,0.0812,5,2023-06-15,Project finance,Active,True
L000472,B00912,215293,0.0616,7,2023-04-17,Working capital,Active,True
L000473,B00186,450084,0.0652,7,2022-08-24,Refinance,Active,True
L000474,B00170,1351968,0.0756,10,2024-09-20,Expansion,Active,True
L000475,B00110,99562,0.0701,7,2021-10-02,Working capital,Active,False
L000476,B00391,313702,0.037,5,2022-02-02,Refinance,Active,True
L000477,B00382,222708,0.0359,1,2024-11-01,Working capital,Active,True
L000478,B00270,14213,0.0535,4,2022-02-21,Working capital,Paid,True
L000479,B00955,1390213,0.0647,4,2021-02-03,M&A,Active,True
L000480,B00280,524028,0.0611,3,2024-02-24,Refinance,Active,False
L000481,B00031,18189362,0.0817,1,2024-08-14,Working capital,Active,True
L000482,B00983,521440,0.0611,7,2023-12-10,Equipment purchase,Active,True
L000483,B00279,89828,0.0578,10,2022-04-23,Project finance,Active,True
L000484,B00577,3188302,0.0504,7,2024-09-23,Project finance,Active,True
L000485,B00373,360196,0.0432,1,2023-08-27,Project finance,Paid,True
L000486,B00744,263671,0.1162,5,2022-06-24,M&A,Active,True
L000487,B00479,3573114,0.02,10,2023-03-27,Project finance,Active,True
L000488,B00369,168694,0.0506,10,2021-10-09,Equipment purchase,Active,False
L000489,B00462,244515,0.0423,7,2022-01-11,Project finance,Active,True
L000490,B00350,85704,0.0514,4,2022-10-05,Project finance,Active,True
L000491,B00844,623178,0.0698,4,2021-09-18,Working capital,Active,True
L000492,B00261,327859,0.075,10,2022-12-08,Refinance,Active,False
L000493,B00750,94784,0.073,7,2023-09-13,Expansion,Active,True
L000494,B00768,929639,0.0692,4,2021-04-21,Project finance,Paid,True
L000495,B00193,49058,0.0734,5,2021-08-05,Equipment purchase,Active,False
L000496,B00416,43732,0.0483,3,2022-09-21,Expansion,Active,True
L000497,B00032,2026212,0.057,3,2022-03-27,Equipment purchase,Active,False
L000498,B00122,212299,0.0494,4,2023-11-13,M&A,Active,True
L000499,B00398,221205,0.0478,3,2023-07-20,M&A,Active,True
L000500,B00696,1370481,0.0763,4,2021-08-11,Refinance,Paid,False
L000501,B00393,623891,0.0755,7,2021-07-23,Project finance,Active,False
L000502,B00028,85248,0.0823,3,2024-02-16,Expansion,Active,True
L000503,B00733,899919,0.0581,5,2021-08-13,Refinance,Active,True
L000504,B00318,114728,0.0245,5,2024-04-20,Expansion,Active,True
L000505,B00692,443997,0.0358,7,2024-02-17,M&A,Active,True
L000506,B00948,165975,0.0672,4,2021-05-19,M&A,Active,False
L000507,B00924,114108,0.0965,4,2022-01-10,Project finance,Active,False
L000508,B00858,223397,0.0822,1,2024-08-08,Project finance,Paid,False
L000509,B00928,3775079,0.0219,2,2024-01-10,Project finance,Active,False
L000510,B00506,139108,0.0598,3,2024-12-04,Expansion,Active,True
L000511,B00970,540337,0.0596,5,2021-08-16,Working capital,Active,False
L000512,B00920,8153953,0.0847,5,2021-07-16,Refinance,Active,False
L000513,B00433,58865,0.0612,1,2021-05-22,Expansion,Paid,True
L000514,B00897,665404,0.0569,2,2021-03-03,Refinance,Active,True
L000515,B00560,353624,0.0633,3,2023-08-03,M&A,Active,True
L000516,B00574,532756,0.0712,1,2022-03-10,Project finance,Active,True
L000517,B00381,1911599,0.0862,1,2021-02-17,Working capital,Active,False
L000518,B00831,160782,0.0645,2,2022-08-26,Refinance,Active,False
L000519,B00102,2773721,0.0429,2,2021-03-22,M&A,Active,True
L000520,B00779,660230,0.0716,1,2021-10-06,Project finance,Active,False
L000521,B00231,314785,0.0543,7,2024-01-25,Refinance,Active,True
L000522,B00688,785657,0.0705,5,2023-07-15,Project finance,Paid,True
L000523,B00491,1695894,0.0711,5,2024-11-28,M&A,Active,True
L000524,B00510,47616,0.0826,7,2024-10-01,Project finance,Paid,True
L000525,B00150,2366150,0.0563,7,2021-06-09,Equipment purchase,Active,False
L000526,B00549,2622755,0.0464,5,2023-08-17,Project finance,Active,True
L000527,B00574,231763,0.0318,10,2022-08-11,Refinance,Past due,True
L000528,B00546,202476,0.0532,4,2021-05-21,Equipment purchase,Active,True
L000529,B00234,6769011,0.02,3,2023-04-19,Expansion,Paid,False
L000530,B00531,1263661,0.0498,5,2023-05-20,M&A,Paid,True
L000531,B00143,53112,0.0714,7,2023-04-22,M&A,Active,False
L000532,B00818,16079564,0.089,4,2022-02-24,Expansion,Active,True
L000533,B00809,1500949,0.0502,5,2023-03-21,Refinance,Active,False
L000534,B00278,8898648,0.0531,10,2024-09-11,M&A,Active,True
L000535,B00128,222085,0.06,10,2024-01-03,Refinance,Active,True
L000536,B00564,315268,0.0758,5,2023-09-19,Refinance,Active,False
L000537,B00502,4950378,0.0894,5,2024-07-13,Working capital,Active,False
L000538,B00821,1260611,0.0416,10,2021-02-09,M&A,Active,True
L000539,B00803,154766,0.0843,1,2024-04-02,Working capital,Active,True
L000540,B00640,186827,0.0598,5,2023-07-08,M&A,Active,True
L000541,B00951,93040,0.0619,5,2022-03-01,Expansion,Active,True
L000542,B00990,530725,0.0801,7,2022-09-20,Expansion,Active,True
L000543,B00759,523129,0.0699,5,2023-08-04,Refinance,Active,True
L000544,B00471,171349,0.0338,5,2022-04-09,Expansion,Active,True
L000545,B00446,880200,0.02,5,2024-08-07,Refinance,Active,False
L000546,B00454,246777,0.0702,2,2024-10-25,Equipment purchase,Active,False
L000547,B00690,508539,0.02,4,2023-06-01,Refinance,Active,False
L000548,B00382,518173,0.0471,2,2021-10-27,Refinance,Active,True
L000549,B00322,592101,0.0506,3,2023-04-23,M&A,Paid,True
L000550,B00984,5272322,0.033,1,2022-11-23,Project finance,Paid,False
L000551,B00399,218497,0.0785,5,2023-07-01,Refinance,Active,False
L000552,B00262,427055,0.0543,3,2023-06-09,M&A,Active,True
L000553,B00614,439286,0.0407,4,2022-01-13,Working capital,Active,False
L000554,B00163,63335,0.0633,1,2021-05-03,Expansion,Active,True
L000555,B00880,3069330,0.0746,4,2022-04-14,Expansion,Paid,True
L000556,B00636,1058094,0.0899,1,2022-05-18,Expansion,Active,True
L000557,B00828,603909,0.0761,10,2021-02-25,Expansion,Active,True
L000558,B00798,160929,0.0668,4,2023-12-06,Expansion,Active,True
L000559,B00334,171485,0.0554,7,2023-09-27,M&A,Paid,True
L000560,B00404,153546,0.0508,2,2021-08-05,M&A,Paid,False
L000561,B00588,99542,0.0815,7,2024-04-15,Expansion,Active,True
L000562,B00621,359105,0.0578,7,2021-07-05,Refinance,Active,False
L000563,B00502,13401307,0.0716,5,2024-09-18,Refinance,Past due,True
L000564,B00966,895917,0.0759,4,2024-05-17,Refinance,Active,False
L000565,B00038,338334,0.0536,3,2023-05-04,Refinance,Active,True
L000566,B00025,187306,0.0637,3,2022-01-07,Expansion,Active,True
L000567,B00605,72777,0.0458,7,2022-11-26,Working capital,Paid,True
L000568,B00926,1187962,0.0691,4,2024-07-15,Expansion,Active,False
L000569,B00426,224718,0.0575,10,2022-03-21,Working capital,Active,True
L000570,B00932,23131,0.0374,3,2024-02-20,M&A,Active,True
L000571,B00957,393673,0.0708,10,2024-02-12,M&A,Active,True
L000572,B00104,4754063,0.0889,2,2023-01-01,Equipment purchase,Active,False
L000573,B00414,103134,0.0608,3,2024-06-20,M&A,Active,True
L000574,B00905,767343,0.044,4,2024-07-25,M&A,Active,True
L000575,B00580,3153236,0.0657,4,2022-07-11,Project finance,Active,True
L000576,B00148,221960,0.0656,2,2022-02-20,Working capital,Active,True
L000577,B00013,1528785,0.04,10,2022-07-19,Expansion,Active,True
L000578,B00582,583784,0.0532,3,2022-01-03,Project finance,Active,True
L000579,B00068,14820,0.0746,3,2022-11-16,Project finance,Active,True
L000580,B00921,18126730,0.0431,3,2023-08-09,Project finance,Active,False
L000581,B00681,227008,0.0799,3,2022-11-22,Project finance,Active,True
L000582,B00609,76167,0.0802,7,2022-04-27,Refinance,Active,False
L000583,B00963,2014757,0.0811,4,2024-12-13,M&A,Active,False
L000584,B00884,1332087,0.0681,3,2022-09-08,Expansion,Active,False
L000585,B00506,66309,0.0546,10,2023-07-24,Equipment purchase,Active,True
L000586,B00167,639692,0.0347,5,2021-06-02,Expansion,Active,True
L000587,B00032,523944,0.0659,3,2023-02-10,Refinance,Default,True
L000588,B00406,36250,0.0795,5,2024-07-28,Expansion,Active,True
L000589,B00613,910156,0.0636,3,2024-02-04,Project finance,Active,True
L000590,B00554,5155533,0.0519,4,2021-12-21,Refinance,Active,True
L000591,B00137,558402,0.051,3,2023-11-22,Project finance,Active,True
L000592,B00042,134701,0.0526,2,2023-06-04,M&A,Active,False
L000593,B00041,1848120,0.0781,5,2022-03-13,Equipment purchase,Active,True
L000594,B00631,408773,0.0801,7,2021-10-10,Refinance,Active,True
L000595,B00267,97144,0.0878,2,2021-08-20,Refinance,Paid,True
L000596,B00681,3036784,0.0929,2,2024-08-12,Project finance,Active,True
L000597,B00411,1928625,0.0558,4,2022-05-22,Expansion,Active,True
L000598,B00038,453553,0.0656,1,2021-03-04,Project finance,Active,True
L000599,B00789,1052922,0.0239,3,2023-10-08,Working capital,Default,True
L000600,B00685,566312,0.0606,10,2023-12-07,Equipment purchase,Active,True
L000601,B00197,395085,0.066,3,2021-01-27,Expansion,Paid,False
L000602,B00475,542396,0.0775,5,2024-12-28,Equipment purchase,Active,False
L000603,B00725,243310,0.0499,4,2023-10-28,Expansion,Past due,True
L000604,B00426,1765777,0.02,1,2023-03-02,M&A,Active,False
L000605,B00285,5686114,0.0685,10,2022-07-02,Project finance,Active,False
L000606,B00630,235384,0.0734,3,2021-02-16,Expansion,Active,True
L000607,B00341,2943768,0.0381,5,2023-09-13,M&A,Default,True
L000608,B00202,40133,0.0528,4,2021-08-24,Refinance,Active,True
L000609,B00341,303580,0.0599,1,2021-08-27,M&A,Active,False
L000610,B00946,584763,0.0775,3,2022-08-09,Working capital,Paid,True
L000611,B00685,829856,0.0488,10,2023-07-09,Expansion,Active,True
L000612,B00975,591605,0.0588,7,2022-07-01,Equipment purchase,Active,False
L000613,B00922,905205,0.0593,4,2024-01-17,Project finance,Active,False
L000614,B00788,472290,0.0561,5,2021-08-19,Equipment purchase,Active,False
L000615,B00876,658947,0.0627,3,2024-09-24,Expansion,Active,False
L000616,B00440,279594,0.055,1,2022-08-01,Project finance,Active,False
L000617,B00174,711163,0.0409,5,2023-07-06,Expansion,Active,True
L000618,B00784,513492,0.076,10,2023-09-23,Expansion,Paid,False
L000619,B00874,140931,0.0427,10,2022-02-25,Equipment purchase,Past due,True
L000620,B00117,108740,0.0399,7,2023-02-17,Refinance,Active,False
L000621,B00493,292551,0.0807,5,2023-02-12,Refinance,Paid,False
L000622,B00559,388853,0.043,10,2021-10-26,Working capital,Active,False
L000623,B00351,4028057,0.0629,2,2022-08-25,Refinance,Active,False
L000624,B00443,992631,0.0762,2,2024-04-06,M&A,Active,True
L000625,B00069,117225,0.0551,10,2022-11-25,Refinance,Active,True
L000626,B00378,1533678,0.0509,2,2021-01-15,Working capital,Past due,True
L000627,B00957,1468394,0.0398,3,2023-07-24,Refinance,Active,True
L000628,B00864,2231758,0.0754,1,2021-10-05,M&A,Active,False
L000629,B00349,215848,0.0626,2,2021-11-11,Refinance,Active,True
L000630,B00880,843250,0.0533,2,2023-11-05,Expansion,Active,True
L000631,B00871,1470479,0.0595,4,2021-09-12,Equipment purchase,Active,False
L000632,B00417,300627,0.0735,1,2023-06-06,M&A,Active,True
L000633,B00873,413189,0.0774,2,2021-02-09,Working capital,Active,False
L000634,B00218,546044,0.0677,5,2021-04-02,M&A,Active,True
L000635,B00935,298361,0.0586,7,2023-09-22,Working capital,Active,True
L000636,B00900,180556,0.029,4,2023-05-24,Working capital,Active,True
L000637,B00968,854534,0.0602,5,2021-08-02,M&A,Active,False
L000638,B00163,50681,0.0662,5,2022-02-11,M&A,Active,False
L000639,B00107,9475583,0.02,5,2021-08-07,Project finance,Past due,True
L000640,B00885,354710,0.0928,5,2022-07-01,M&A,Active,True
L000641,B00795,29519099,0.0583,7,2024-09-08,Expansion,Active,True
L000642,B00398,106347,0.0688,2,2023-06-05,M&A,Active,True
L000643,B00256,894974,0.041,5,2021-12-14,Working capital,Past due,True
L000644,B00416,1016647,0.066,5,2023-12-05,M&A,Active,True
L000645,B00688,2021516,0.0754,3,2021-04-08,Project finance,Active,False
L000646,B00989,16526684,0.0667,3,2021-10-01,Project finance,Active,True
L000647,B00110,472644,0.0546,3,2024-03-05,Equipment purchase,Active,False
L000648,B00421,1612757,0.0561,3,2023-08-22,Expansion,Active,True
L000649,B00193,73218,0.0835,7,2022-08-16,Equipment purchase,Active,True
L000650,B00475,470834,0.0662,2,2021-12-15,Working capital,Paid,False
L000651,B00145,3494828,0.0545,3,2022-07-25,M&A,Active,True
L000652,B00466,6939186,0.038,3,2022-08-07,Refinance,Past due,False
L000653,B00277,291501,0.042,2,2022-08-05,Expansion,Active,True
L000654,B00394,573353,0.0591,3,2022-02-09,Project finance,Active,True
L000655,B00883,210349,0.0325,5,2023-12-13,M&A,Past due,True
L000656,B00110,1102313,0.0401,3,2023-05-26,M&A,Paid,True
L000657,B00589,514914,0.074,7,2022-11-16,Working capital,Active,False
L000658,B00707,599716,0.0517,7,2024-10-11,Expansion,Active,False
L000659,B00751,615867,0.0536,3,2024-05-23,Project finance,Active,False
L000660,B00863,677030,0.0317,10,2023-02-13,Expansion,Active,True
L000661,B00879,5776771,0.0537,3,2024-04-18,M&A,Active,True
L000662,B00079,313413,0.0694,2,2022-04-14,Refinance,Active,True
L000663,B00757,625943,0.0426,1,2024-12-05,Equipment purchase,Active,True
L000664,B00263,11455870,0.0418,1,2024-02-09,Expansion,Active,True
L000665,B00946,458571,0.0644,3,2021-02-26,Project finance,Active,False
L000666,B00780,4223483,0.0635,3,2024-12-09,Project finance,Active,True
L000667,B00949,639944,0.0588,7,2022-07-11,M&A,Active,False
L000668,B00948,294477,0.0395,5,2021-07-23,Refinance,Active,False
L000669,B00169,44781,0.0508,1,2021-11-19,Equipment purchase,Active,True
L000670,B00843,934286,0.0514,2,2021-12-06,Expansion,Active,True
L000671,B00063,5592010,0.0613,5,2022-10-05,Project finance,Paid,False
L000672,B00210,1528404,0.0624,3,2023-11-14,Expansion,Active,True
L000673,B00008,733356,0.068,2,2021-09-06,Working capital,Active,True
L000674,B00162,270453,0.0475,3,2022-07-04,Expansion,Active,True
L000675,B00533,87376,0.0495,5,2023-08-06,Project finance,Active,True
L000676,B00977,12969,0.0686,4,2022-10-27,Equipment purchase,Active,False
L000677,B00949,235402,0.0872,5,2021-04-13,Refinance,Default,True
L000678,B00896,126563,0.0375,5,2022-01-08,Working capital,Active,True
L000679,B00405,1395699,0.0605,10,2022-01-17,Expansion,Active,True
L000680,B00052,1814675,0.0525,4,2021-04-18,M&A,Active,True
L000681,B00268,32816,0.0381,3,2022-03-02,Expansion,Active,True
L000682,B00809,356947,0.0395,3,2021-09-05,Project finance,Active,True
L000683,B00083,235661,0.0592,5,2023-08-06,Equipment purchase,Active,False
L000684,B00784,165208,0.0735,1,2021-11-23,Project finance,Active,True
L000685,B00331,1285546,0.0964,2,2021-02-23,Working capital,Active,False
L000686,B00916,889424,0.0935,4,2023-01-26,Working capital,Active,False
L000687,B00362,532760,0.0306,3,2021-09-21,Expansion,Active,True
L000688,B00833,719316,0.0648,2,2024-05-16,Expansion,Active,False
L000689,B00782,209056,0.0466,3,2021-06-13,Refinance,Active,True
L000690,B00614,215915,0.0921,1,2023-04-13,Equipment purchase,Active,True
L000691,B00282,776955,0.0549,4,2024-07-19,Refinance,Active,False
L000692,B00276,16206108,0.0789,4,2023-06-22,Equipment purchase,Paid,False
L000693,B00804,31183636,0.0516,5,2021-09-23,Refinance,Active,True
L000694,B00213,243385,0.0436,3,2024-10-12,M&A,Active,False
L000695,B00976,397768,0.0478,10,2022-03-03,Working capital,Default,True
L000696,B00887,296186,0.077,3,2021-09-17,Project finance,Active,True
L000697,B00878,883467,0.0468,5,2024-08-08,Expansion,Active,True
L000698,B00066,636423,0.0646,3,2022-03-22,Project finance,Active,True
L000699,B00695,223437,0.0839,3,2022-09-19,Equipment purchase,Active,True
L000700,B00163,179644,0.0867,1,2024-12-05,M&A,Active,False
L000701,B00107,3682276,0.0698,3,2023-02-15,Equipment purchase,Default,True
L000702,B00647,90354,0.0516,3,2023-06-25,Expansion,Active,False
L000703,B00235,20330423,0.0774,5,2023-06-18,Project finance,Active,False
L000704,B00087,121649,0.0397,4,2023-07-26,M&A,Past due,True
L000705,B00544,989882,0.076,4,2021-04-24,Expansion,Active,True
L000706,B00513,137800,0.0428,4,2023-06-24,Project finance,Active,True
L000707,B00705,284905,0.0524,3,2023-11-21,Equipment purchase,Active,True
L000708,B00939,423975,0.0498,3,2023-04-27,Project finance,Active,True
L000709,B00746,845084,0.039,3,2022-02-03,M&A,Active,False
L000710,B00478,3964374,0.0389,5,2021-09-02,M&A,Active,False
L000711,B00696,176675,0.0395,2,2022-03-13,Working capital,Paid,True
L000712,B00876,81184,0.0708,1,2021-02-25,Equipment purchase,Past due,True
L000713,B00098,1505138,0.0576,4,2024-09-24,Working capital,Paid,False
L000714,B00214,600989,0.0807,7,2021-10-04,M&A,Active,False
L000715,B00612,1739784,0.0423,4,2021-04-23,Project finance,Active,False
L000716,B00747,1451734,0.0645,3,2021-12-14,Project finance,Active,False
L000717,B00377,940718,0.1012,5,2023-03-02,M&A,Active,True
L000718,B00127,1126605,0.0683,7,2023-02-18,M&A,Active,False
L000719,B00859,2069958,0.0858,1,2022-07-07,Expansion,Active,True
L000720,B00518,3284982,0.0404,2,2022-08-09,Working capital,Active,False
L000721,B00038,137470,0.0724,5,2023-03-17,Working capital,Paid,False
L000722,B00646,172619,0.0619,1,2023-04-16,Project finance,Active,True
L000723,B00711,290101,0.0747,1,2022-07-25,Expansion,Paid,True
L000724,B00057,444240,0.0658,4,2022-06-13,Working capital,Active,True
L000725,B00702,563152,0.0756,4,2023-12-07,Expansion,Active,True
L000726,B00261,269990,0.0745,7,2023-01-27,Refinance,Active,False
L000727,B00498,5058568,0.0688,5,2024-07-25,M&A,Active,False
L000728,B00538,343775,0.0699,7,2023-12-02,Equipment purchase,Paid,False
L000729,B00006,362828,0.0544,7,2024-04-11,Project finance,Paid,False
L000730,B00755,133809,0.0547,7,2022-07-02,M&A,Active,True
L000731,B00055,80727,0.076,2,2023-08-23,Working capital,Active,True
L000732,B00579,40946373,0.0675,5,2021-05-10,Project finance,Past due,True
L000733,B00262,1604288,0.043,5,2022-07-25,Project finance,Active,True
L000734,B00640,209447,0.0786,5,2024-11-10,M&A,Active,True
L000735,B00693,2918182,0.0632,5,2024-02-17,Equipment purchase,Active,True
L000736,B00653,718720,0.0821,10,2022-03-11,M&A,Paid,True
L000737,B00584,471431,0.0514,5,2022-03-07,Expansion,Active,False
L000738,B00145,21320432,0.0395,7,2024-07-19,Refinance,Active,False
L000739,B00024,47134,0.0748,10,2024-03-13,Refinance,Past due,False
L000740,B00032,2001967,0.0376,5,2022-12-07,Project finance,Active,True
L000741,B00622,108356,0.0712,3,2023-11-08,Project finance,Paid,True
L000742,B00776,1452793,0.0808,1,2023-01-12,Working capital,Past due,True
L000743,B00924,565269,0.0613,5,2024-06-01,Expansion,Active,True
L000744,B00782,733022,0.0675,3,2022-07-22,Refinance,Active,False
L000745,B00353,2592764,0.0568,4,2021-04-01,Working capital,Active,True
L000746,B00703,1166479,0.0772,7,2022-09-11,Working capital,Active,True
L000747,B00197,592273,0.0525,7,2024-09-05,Equipment purchase,Paid,True
L000748,B00279,55747,0.0343,5,2021-01-27,Expansion,Active,True
L000749,B00684,96724,0.0434,7,2024-10-13,Working capital,Active,True
L000750,B00782,1733133,0.0342,3,2022-02-03,Equipment purchase,Paid,True
L000751,B00844,3940657,0.0549,7,2021-02-13,Equipment purchase,Active,True
L000752,B00645,353627,0.0519,5,2023-01-15,Project finance,Active,False
L000753,B00893,38283,0.0827,5,2024-11-14,Equipment purchase,Active,False
L000754,B00287,32371009,0.0615,3,2024-08-15,Working capital,Active,False
L000755,B00460,852967,0.0592,7,2024-07-22,Expansion,Active,False
L000756,B00569,1485365,0.0205,7,2024-12-21,Working capital,Past due,True
L000757,B00579,14913641,0.0691,5,2021-05-01,M&A,Active,True
L000758,B00994,161242,0.0578,2,2022-08-08,Expansion,Past due,False
L000759,B00322,1236229,0.0729,3,2022-04-12,Refinance,Active,True
L000760,B00082,1272309,0.0271,4,2022-03-22,M&A,Active,True
L000761,B00389,108189,0.0736,2,2024-04-27,Expansion,Active,True
L000762,B00560,424523,0.0615,5,2023-07-04,Project finance,Active,False
L000763,B00315,1000027,0.0634,3,2021-12-06,Expansion,Paid,False
L000764,B00302,510118,0.0322,4,2021-07-09,Refinance,Active,False
L000765,B00257,2772105,0.0522,7,2024-08-18,Expansion,Paid,False
L000766,B00759,1188004,0.0652,7,2022-03-03,Expansion,Active,True
L000767,B00900,1466836,0.06,4,2022-02-21,Refinance,Active,False
L000768,B00560,125562,0.0227,3,2024-12-22,Refinance,Paid,False
L000769,B00238,494482,0.0657,7,2022-02-28,Equipment purchase,Active,False
L000770,B00347,1535006,0.0509,3,2024-12-01,M&A,Active,False
L000771,B00439,6589909,0.061,4,2021-08-16,Refinance,Active,False
L000772,B00415,295140,0.0753,4,2022-01-12,Expansion,Active,True
L000773,B00861,110876,0.0489,2,2022-11-12,Refinance,Active,True
L000774,B00676,2193965,0.0867,3,2023-09-15,Refinance,Active,True
L000775,B00751,799412,0.0771,1,2022-02-19,M&A,Active,False
L000776,B00468,3661085,0.0798,7,2021-09-19,Expansion,Active,True
L000777,B00624,787189,0.0616,4,2021-03-05,Equipment purchase,Active,False
L000778,B00975,121776,0.0455,5,2022-11-27,M&A,Active,True
L000779,B00257,2308179,0.0633,4,2023-11-05,Project finance,Active,True
L000780,B00567,737700,0.02,5,2021-05-12,Refinance,Past due,True
L000781,B00770,530131,0.0709,10,2024-02-12,M&A,Active,True
