borrower_id,year,revenue,cogs,ebitda,ebit,interest_expense,total_debt,senior_debt,cash,equity,accounts_receivable,accounts_payable,inventory,capex,operating_cash_flow,FLAG_EMPTY_EBITDA,FLAG_INTEREST_EXPENSE,FLAG_CAPEX
B00179,2022,283044135,148307268,112425998,106765116,176410,157232125,98365214,3324212,677677582,41080117,35219278,27630522,18270913,96476109,0,0,0
B00179,2023,265015493,121921972,126513650,121213341,192208,61181839,42141367,0,276891318,37120558,31029974,6854083,19309395,117711043,0,0,0
B00179,2024,241228770,120791822,NULL,105238848,68947,110300923,83595820,13873128,470335970,20079028,11109267,17116569,15864171,89988123,1,0,0
B00180,2022,438353789,154836331,268657178,259890103,396938,376999449,285632814,15080730,575701448,77801527,31580547,32694047,17386874,229595881,0,0,0
B00180,2023,453718722,154519866,266113950,257039576,266444,247585335,154240850,34361820,1115744230,31585117,28514040,64542828,12087020,319456618,0,0,0
B00180,2024,469010896,165862695,286198447,276818230,357253,385783109,324736807,17075328,865980889,57563406,41129650,31886944,12994744,289635893,0,0,0
B00181,2022,252844397,90681696,162142452,157085565,129704,283555602,182574889,16918527,489026913,56522912,13407062,5087815,7040416,215962725,0,0,0
B00181,2023,294186324,105682190,177568591,171684865,246998,54142292,39152515,0,308622503,20105847,21795987,16632359,14003269,162532960,0,0,1
B00181,2024,261965096,97461130,147122649,141883348,126054,76777297,67805652,24843940,427354023,13393679,14999809,24030797,17457759,124187966,0,0,0
B00182,2022,2129777868,767574404,1312920497,1270324940,37137532,696764210,318662983,134549026,2272323298,423296657,198210407,43429988,70348139,1233369975,0,0,0
B00182,2023,2194444771,788441163,1235349221,1191460326,928729,17424558,10772161,73551617,2404538334,393487926,95267802,249374441,76826469,1491037718,0,0,0
B00182,2024,2287075641,792435738,1494540564,1448799052,110147858,2066563944,897501994,0,2459796811,320522036,158452789,226931713,96753608,2044101317,0,0,0
B00183,2022,242661277,83920714,140618486,135765261,155254,0,0,0,567832388,25845534,10247599,13044214,4903010,125320438,0,0,0
B00183,2023,283042921,101588572,170535996,164875138,140622,230349797,96243910,10595467,184986832,48483196,23905090,11061723,18633707,130779733,0,0,0
B00183,2024,317517040,115006741,187323643,180973303,188786,113560299,48988275,2166306,170574109,25180740,11599220,20562075,21289147,249629564,0,0,0
B00184,2022,132826888,81451624,NULL,39798203,4626254,81861804,33337756,6764708,255923562,20077942,22454033,25190951,5481332,48087655,1,0,0
B00184,2023,128502166,78950382,45643739,43073696,1623990,28736592,14576921,7779751,195385078,24250934,17328196,33105109,9777601,51442980,0,0,0
B00184,2024,131968484,74467934,53790462,51151093,304972,5396494,3034085,0,237231496,22110238,7483935,36216117,5270924,56634316,0,0,0
B00185,2022,8498788144,4376612764,3692335951,3522360189,4022698,5671754381,3043795830,0,13736195621,795475489,1063735355,666957923,614695669,4760321689,0,0,0
B00185,2023,7432983890,3542474468,3542551129,3393891452,3654964,5251610355,2313122753,454886730,4033919760,784354151,750040509,202029798,168108545,4760992213,0,0,0
B00185,2024,6686903692,3217153978,3196748353,3063010280,5428761,4288851472,2193460839,115018349,16104762316,1253073533,944334332,1389825008,292966083,3630388923,0,0,0
B00186,2022,498162321,298464344,197885274,187922028,28491870,378280239,280046330,4433426,1237280198,87557986,74626378,50956678,16838728,263903640,0,0,0
B00186,2023,557709688,346936151,177793577,166639384,7499247,99565841,83972020,53243693,616545881,41133031,83564834,43440414,15450086,218037799,0,0,0
B00186,2024,508204236,296984151,188327249,178163165,7931294,105302035,58995989,16702938,328095931,88614514,41344288,54274824,32016523,147738875,0,0,0
B00187,2022,98695486,60712302,35609452,33635543,2541772,39799397,19711870,2491143,43123253,16029763,12042761,26080207,3849124,36532013,0,0,1
B00187,2023,101846780,61562830,37063107,35026172,3961186,62024777,44501128,16077209,240184140,11399899,15681209,21219600,3015982,45878186,0,0,0
B00187,2024,102991289,59947454,42030590,39970765,3911189,61241916,41079624,5699884,211988204,24941938,16079223,17161394,4964048,34663028,0,0,0
B00188,2022,696570710,382567453,306221154,292289740,102003,1524702,1214296,69564146,1105896645,131627582,54985448,93230579,17092275,415983687,0,0,0
B00188,2023,733240958,409297013,291301284,276636465,14171036,211824158,119180342,0,861067155,136282711,31782993,39842247,42428182,356455166,0,0,0
B00188,2024,716059976,378385413,321665850,307344651,58034794,867485714,644426120,18188182,324153619,174596500,40048679,56445748,30210575,277209861,0,0,0
B00189,2022,143387048,92181645,46250377,43382637,5569216,75259679,50950881,4382892,281880957,26856260,17676404,21086991,10173112,44761948,0,0,0
B00189,2023,163710416,101797926,53917589,50643381,15090938,203931593,84442289,9441034,101914905,15681044,12046103,6843988,3668172,60409266,0,0,0
B00189,2024,156520834,106139364,38393011,35262595,1826357,24680503,16311503,17461522,215053767,19130147,24346957,33947233,7134124,53223135,0,0,0
B00190,2022,257077151,161004649,89526208,84384665,2712653,32721986,16744720,4768578,197512923,45742800,11111307,49531219,17314155,108614898,0,0,0
B00190,2023,292325897,195099011,81275223,75428706,14498068,174886228,120663272,984520,506968204,35308653,37744578,43517729,9139072,104416845,0,0,0
B00190,2024,332716710,211398576,112198095,105543761,36402823,439117283,353726268,4386532,590234421,52631230,61008880,84213715,6019321,117416571,0,1,0
B00191,2022,13624483595,8148895882,5190715529,4918225858,229221018,3638428859,2144497456,336611337,23807976330,1666759062,1589048092,2581287515,696180850,5313348815,0,0,0
B00191,2023,13597830934,8070027439,4709003033,4437046415,1003680693,15931439576,11996981911,255538446,27621160689,854825451,2306361490,1185645322,623711156,3064950847,0,0,0
B00191,2024,14134382849,8366198648,5256272946,4973585290,818326517,12989309797,5450434550,0,26085832011,2203278802,1934642120,3390853282,229641327,5584651747,0,0,0
B00192,2022,459834311,233457184,217330225,208133539,17026276,198905096,113107432,62131898,164462195,61276260,20780525,38392178,33306752,298790049,0,0,0
B00192,2023,596629478,299378425,250331063,238398474,29584898,345617968,195829339,1118681,1288789200,79156431,67399971,106881251,34209781,251720556,0,0,0
B00192,2024,618231525,316569644,284765375,272400745,64403952,752382612,419040456,30698200,1120759807,146140197,52153622,50610573,45899394,278446764,0,0,0
B00193,2022,63099870,33252430,27526377,26264380,0,0,0,511722,42077156,5703391,7452164,14631665,1696424,20724608,0,1,0
B00193,2023,73180352,38263500,31407042,29943435,2999005,40482650,18050918,2518647,159044638,12070859,7831946,17998672,1575068,32488053,0,0,0
B00193,2024,88490692,44024108,44354203,42584390,3073653,41490305,35988581,2462343,141989493,20214072,7082600,14041027,1083711,43272039,0,0,0
B00194,2022,263000451,128829705,119614300,114354291,28494070,342049149,306509755,0,112596683,42357777,23530557,10436412,14300829,99218093,0,0,0
B00194,2023,226994064,112983042,102271918,97732037,7563444,90793259,58687987,6857184,463799265,35856954,10079602,29617762,3356192,108852491,0,0,0
B00194,2024,227961651,111468659,116455651,111896418,7448256,89410522,71814864,0,136694491,16397929,19951190,33598173,3719625,96377250,0,0,0
B00195,2022,165163507,82309557,76557534,73254264,408945,6340200,4653422,21683433,250137921,36228877,16912032,27601222,9133542,71390037,0,0,1
B00195,2023,167194048,78639776,76496972,73153092,7124245,110452834,57386529,8167732,77744913,24590509,6083638,35186071,9959834,60655184,0,0,0
B00195,2024,186293111,93980040,82287425,78561563,10032765,155545944,139542882,9990463,280378257,15790259,8529863,37003324,9582104,85498207,0,0,0
B00196,2022,2083464167,1028199874,986399463,944730180,1577945,1815834300,1556834975,0,2085052000,217700428,109532752,169160377,40513656,1062769056,0,0,0
B00196,2023,2340723644,1118210515,1054867097,1008052625,1861431,4269204911,2287247720,55837985,2409823176,377096059,298341669,266523171,55475150,1121988229,0,0,1
B00196,2024,2538886793,1313314237,1082724695,1031946960,1010728,2240250880,1201170338,43327305,6304595860,287636818,354209431,300499666,69118245,845532846,0,0,0
B00197,2022,228820631,77487047,137376161,132799749,6624894,114415746,95235408,16919892,177242948,15306460,19766196,30777945,7008020,92332054,0,0,0
B00197,2023,253326846,86813548,155607446,150540910,12558255,216888335,160454032,15125093,207509329,59574669,10629253,19906200,17440929,147923498,0,0,0
B00197,2024,236920944,83629402,138369214,133630796,6949203,120016754,55981124,28740043,256135208,57073077,5687251,19552581,13116420,91713077,0,0,0
B00198,2022,590366873,378052019,181658411,169851074,11691710,254167602,128633874,39766423,961776624,79040315,66553635,180782243,23270185,237127006,0,0,0
B00198,2023,550380618,361460681,185506559,174498947,32222297,700484720,359032480,43330515,871756516,134092136,95309964,51554298,35323122,112534483,0,0,0
B00198,2024,450813304,290607854,159089325,150073059,1897142,41242227,24029225,33487984,341893878,52963045,83001340,144960823,26147418,168292053,0,0,0
B00199,2022,957735477,426634253,467347925,448193216,12978758,163873211,95804742,0,949998593,198652017,101070152,22214903,29447211,513583084,0,1,0
B00199,2023,965475763,450987237,462614434,443304919,54826037,692247941,586116128,5212024,1271126647,202552352,129792076,203083323,40563081,513128636,0,0,0
B00199,2024,946176329,419314251,475977024,457053498,77107010,973573353,448822122,52658596,2327457770,49653718,113856399,87700690,18250171,345505315,0,0,0
B00200,2022,744914192,455099782,268778347,253880064,4023420,81383330,51047694,84800917,310085967,79273643,94738800,67478536,41214289,359739857,0,0,0
B00200,2023,728512497,438879376,242263417,227693168,31474523,636647850,339276177,39749242,980515607,87009818,40459610,187436208,51976809,250128181,0,1,0
B00200,2024,671775344,398737872,228567726,215132220,19664498,397761727,304540503,20933692,841287849,40496042,88722078,135191947,38766194,175759894,0,0,0
B00201,2022,3259186130,2090161047,1075690924,1010507202,37909240,669767025,269502908,0,3624879155,479167489,492652916,167175537,243393604,872564737,0,0,0
B00201,2023,3173229717,1896019363,1232230041,1168765447,176649383,3120978724,2697760303,0,5933936264,607229802,539002307,269980607,188396182,805256000,0,0,0
B00201,2024,2957131516,1718881910,1056571525,997428895,174427706,3081726928,1307935654,443860531,2765275756,381489856,192540672,115855253,95567194,1303914835,0,0,0
B00202,2022,88987732,53232857,30792704,29012950,3245277,48419899,36509628,7561484,32111342,20979256,7246890,15214060,1752498,41768649,0,0,0
B00202,2023,87474448,52723839,NULL,32942118,925811,13813208,7022434,7528087,105173700,16800032,8695351,10423558,4053751,32674248,1,0,0
B00202,2024,92469192,55476226,33570181,31720798,5100919,76106273,48693829,10393139,119335668,10946320,4257548,21783361,6867375,25995535,0,0,0
B00203,2022,441444404,195920585,212459709,203630821,252838,487152813,241976099,30136416,170400625,86480212,10195840,74522890,8466111,166276927,0,0,0
B00203,2023,436939562,193651030,227748246,219009455,230319,313845092,281545038,36569221,278363744,38266950,37052010,14091992,28868685,216746229,0,0,0
B00203,2024,437982815,191846883,238374148,229614492,310364,463084206,360201077,67365067,387186870,103641237,55697997,84538408,21917695,223173175,0,0,0
B00204,2022,847221790,472662233,373218800,356274365,0,0,0,43197141,1925899333,91785299,42037768,55344772,37201308,263617425,0,0,0
B00204,2023,615929550,320789201,NULL,268969035,39864083,532230744,362090535,52591426,1474754640,104988577,88366371,51414609,30336189,291032763,1,0,0
B00204,2024,745069554,413687560,276461505,261560114,47397060,632804546,560819576,0,1771003350,71691043,38358801,125071268,38053988,312346224,0,0,0
B00205,2022,671079045,337664667,314204282,300782702,15570110,476150159,356777271,95035558,724979339,35042740,44826280,109288834,17313312,361411422,0,0,0
B00205,2023,673422291,351075562,317499892,304031447,20391502,623593328,344469524,108365035,460820451,133181852,65658907,32722997,33004455,207461068,0,0,0
B00205,2024,680320024,371083803,275849232,262242832,16387238,501138782,242768838,0,1302802868,146044185,97954599,36363883,33364804,343984206,0,0,0
B00206,2022,602961889,292710339,295627141,283567904,0,0,0,43782780,730644474,98706599,67845113,116699794,33421426,224426080,0,0,0
B00206,2023,571163001,284164200,254199901,242776641,13000897,331655547,239078993,12169724,199061378,49395763,48864992,58306336,13866331,182332182,0,0,0
B00206,2024,539379907,275609395,253662189,242874591,9667916,246630515,203221751,39462758,824817432,55688083,32628923,62197096,22766635,168940049,0,1,0
B00207,2022,33448679,18953270,13174029,12505056,2221147,36116205,20344310,863336,56621362,8310385,4012271,1896011,2308134,18092235,0,0,0
B00207,2023,31916071,18427515,12561715,11923394,1708304,27777296,22078890,0,45693736,6368475,5048734,8074370,664687,12441456,0,0,0
B00207,2024,34814112,19691694,14340475,13644193,1884833,30647698,19260811,2152682,59624255,8513770,4646766,1581691,756418,18028284,0,0,0
B00208,2022,1255101521,791492881,372788731,347686701,42936194,726937515,358627915,15487917,2677526360,273589121,86344833,152938838,74268680,443847011,0,0,0
B00208,2023,1257771864,778038090,408597416,383441979,0,0,0,191882455,306981977,295787720,189420127,176914610,46387711,278789876,0,0,0
B00208,2024,1268743223,774023069,473498005,448123141,21052912,356439411,189330165,83281642,1592911288,130927181,122677610,117404510,43736161,531187821,0,0,0
B00209,2022,280334791,177974310,97962884,92356189,12641697,259051168,107238868,15335789,228579923,21445248,32619197,63330219,3937174,64285942,0,0,0
B00209,2023,284446872,190875424,74886167,69197230,8017209,164287071,92017977,15726103,406480027,63498105,24045919,78090781,22178469,95275372,0,0,0
B00209,2024,237643858,155696566,74417096,69664219,11617998,238073724,147508211,24999800,91112292,41466179,9804244,34577268,8925170,104119787,0,0,0
B00210,2022,885363440,487594629,NULL,318446180,75570711,1313138461,1057079877,77693420,1728604632,179021926,77075781,183999765,39303142,219696764,1,0,0
B00210,2023,975194922,532256612,NULL,379035563,65937616,1145751027,648211850,137109784,1476942712,151065499,112399542,155382654,54450325,528485185,1,0,0
B00210,2024,853628795,474772667,NULL,328047369,25386217,441118233,317592982,15783895,1205243212,135285207,118086446,65336627,67219243,327852413,1,0,0
B00211,2022,314926189,198136527,102887933,96589410,3765756,63826367,38315878,26183907,112515752,53417869,57592428,13999917,17690695,125531341,0,0,0
B00211,2023,298160060,188705332,93715730,87752529,3900722,66113934,30084569,0,613230312,62670758,47021753,57586481,9783122,87040509,0,0,0
B00211,2024,256839182,170878572,74336951,69200168,8262379,140040319,88145005,17129169,438365138,56232109,19366263,30096924,18482555,49375085,0,0,0
B00212,2022,1007426967,483157451,469273384,449124845,100501814,1393187378,1253711542,110952229,1389598157,161483869,74202537,56265983,31464689,374286788,0,0,0
B00212,2023,1063238252,553813027,461354927,440090162,0,0,0,73423546,2523133445,70176830,133591153,140663076,39582249,531263599,0,0,0
B00212,2024,1059686164,520389252,533755972,512562249,44904887,622485498,396684652,47771756,2005356458,122004068,51328628,80024884,76702623,407670174,0,0,0
B00213,2022,312795840,202447157,107139487,100883571,9255701,212286720,147295841,0,519749511,41382684,12582158,67217307,23557314,146357564,0,0,0
B00213,2023,311610401,202892036,107096761,100864553,9184437,210652220,171143019,41285857,152419320,55416965,58506503,24931550,19345704,91742152,0,0,0
B00213,2024,337166665,222910166,107253561,100510228,9982612,228958988,138555744,24899491,75880311,70327362,33908256,78416529,5851410,140799783,0,0,0
B00214,2022,802367344,510995898,254789702,238742356,49724410,749023111,599207463,47873227,931833276,193380863,59860126,111805118,50131905,200347167,0,0,0
B00214,2023,996078768,649750881,328162185,308240610,50688519,763545960,545805679,146341701,2091674300,86438923,154570209,254973101,60347612,329729044,0,0,0
B00214,2024,1268655678,785902679,429664330,404291217,50003952,753233988,428753487,196151635,2078794168,275808601,51380105,383097401,21269819,433699091,0,0,0
B00215,2022,120304723,60046740,52729287,50323193,5929973,93385396,68330297,651590,290486678,16638535,7022405,4623437,7376905,57676462,0,0,0
B00215,2023,107492803,53371056,52471934,50322078,1343304,21154388,13844444,2982889,97595494,5462475,7394142,5458177,4308289,39733290,0,0,0
B00215,2024,101608576,51156858,44940641,42908470,9547040,150347085,88412289,0,50144582,20644420,14425103,24428956,5786588,41717405,0,0,0
B00216,2022,3017447731,1786666287,991328535,930979581,83093827,1513548762,1007160582,256505016,7275465205,717065624,400099388,350279655,76439350,658355837,0,0,0
B00216,2023,3119164885,1976449668,969792255,907408958,277559356,5055725977,3243112805,309619560,834509136,656045702,291781416,761359877,238294350,819503156,0,0,0
B00216,2024,3265614572,1950254123,1176129922,1110817631,159604132,2907179085,1252788040,0,1035680627,616292395,368948921,464151500,164181347,1397475603,0,0,0
B00217,2022,4091306316,1412116116,2596407993,2514581867,230373967,3433293104,2782562508,316327051,6938117949,791540547,348678010,536843038,170270396,1888359106,0,0,0
B00217,2023,3720679433,1276722274,2277236199,2202822611,0,0,0,437994713,1805980392,787765040,111292970,284068087,55154803,2322039615,0,0,0
B00217,2024,2740037629,1002734793,1637800863,1583000111,182490806,2719684139,2086198093,0,5350418985,302303883,67109011,67111801,174716361,1487698270,0,0,0
B00218,2022,283539979,172798629,89466996,83796197,30650793,438717822,205648881,14636582,264768826,35389391,22226127,75856410,14375329,105880353,0,0,0
B00218,2023,265309420,154997683,96707385,91401197,3314871,47447150,27259360,38837123,646064788,21854880,10178553,21340184,9047051,73081948,0,0,1
B00218,2024,250055840,157811381,73378761,68377645,7791211,111518916,66866770,9748957,157436775,21728512,28508186,55692348,3820616,77976462,0,0,0
B00219,2022,792413550,402371969,386753838,370905567,43329919,797972721,635862641,0,269312522,135601663,104266847,87540306,33185144,448240912,0,0,0
B00219,2023,799897229,392182753,347641597,331643653,4204389,77428894,38614900,0,232615695,83995650,21518751,82813636,22507269,399978839,0,0,0
B00219,2024,1032212025,501243109,495250402,474606162,30259141,557258591,377947927,161551351,2203873135,94321120,149017762,228089319,31026949,650932729,0,0,0
B00220,2022,1077625415,538688646,453148606,431596098,19016676,383400724,340999600,0,427444973,209595227,50225287,28728590,48600162,330332753,0,0,0
B00220,2023,1646339432,802843185,807403798,774477010,90196167,1818471106,1122551343,188431889,3214500759,355768131,86757371,64124107,60286548,1036769719,0,0,0
B00220,2024,1892053224,949969131,839130139,801289075,49725750,1002535275,528925301,309871914,1798418931,121716577,116984791,66469438,115117721,1106306005,0,0,0
B00221,2022,1513753057,875176085,582073205,551798144,0,0,0,0,1792105390,265173154,204385865,352898224,83971419,553073833,0,0,0
B00221,2023,1570898293,946434535,579036917,547618952,0,0,0,150541993,1367577353,342114890,170898980,282644319,112550587,773832934,0,0,0
B00221,2024,1091912221,616375374,409234040,387395796,38743255,681606822,575981265,51815253,1386930668,83981338,32878328,152435908,13973048,445101256,0,0,0
B00222,2022,837091252,494961682,282943706,266201881,306955,474938977,204158049,99169294,380711609,178041703,116773516,219835589,15335747,341890328,0,0,0
B00222,2023,741769610,454336525,274108042,259272650,454065,566359010,483352860,18971107,1062733900,101083659,103256786,142942858,48170331,167041936,0,0,0
B00222,2024,841995338,488228775,335045097,318205191,700881,728683174,323980267,11410514,610832341,76408439,75654154,95229780,33848213,388483417,0,0,1
B00223,2022,183463192,93467850,83830067,80160804,2652862,36641744,16988312,6059782,172700793,36594486,5269351,15515533,3921347,114443320,0,0,0
B00223,2023,167016624,85430438,75588799,72248467,5542581,76554992,37903398,10846587,267590431,41748215,21402156,20757583,5929090,94809485,0,0,1
B00223,2024,161160943,76298428,84795996,81572778,3848253,53152661,43799620,0,173247120,17297860,19186903,4910883,8312210,110141980,0,0,0
B00224,2022,75643635,39889979,34575986,33063114,44334,38021578,16697642,3819438,140625706,9832936,9820671,13653161,3835594,45678339,0,0,0
B00224,2023,72346379,36363830,35509062,34062135,46781,71523355,60579447,3100532,85799554,8485471,1820022,16398743,4661961,39851323,0,0,0
B00224,2024,65762601,32575403,30178850,28863598,27032,44448343,31189636,6004795,151266550,10651354,6495724,6696592,2367510,34659971,0,0,0
B00225,2022,668471841,326346887,340768119,327398683,371877,6750761,5733064,23878202,600494820,113292887,37810700,54209046,23092042,454141554,0,0,0
B00225,2023,783245609,386937496,350100119,334435207,51503621,934957205,609463921,24472402,1026504529,175012527,30957129,181135848,22895080,359114858,0,0,0
B00225,2024,791094618,394100605,335092719,319270827,17788700,322922400,279223010,51731514,1012425159,174402198,20946555,72590539,63068672,315747961,0,0,0
B00226,2022,260225492,161601026,89801359,84596850,22606004,313536814,161288542,24106001,145348429,24997596,27999343,66326578,9050530,94457795,0,0,0
B00226,2023,248988849,152582543,94923520,89943744,9450941,131081011,64841643,5878990,528699565,52713698,44236065,24865924,6485348,59346790,0,0,0
B00226,2024,306963467,178323879,122500707,116361438,17219877,238833239,116825192,6196313,116296074,66738938,52425418,15987332,20558798,157703749,0,0,0
B00227,2022,252225644,167924215,80982511,75937999,182311,49639448,35947510,6061066,457670439,38015845,14480989,72210608,13914939,104899189,0,0,0
B00227,2023,303487972,201735860,94206044,88136285,237117,363251858,148816144,1370813,270285159,19336117,56487629,51059035,7057767,100595416,0,0,0
B00227,2024,302645641,199967857,87521418,81468506,148370,49706350,41503583,0,449781853,68839904,30639476,40946910,13750465,56818321,0,0,0
B00228,2022,234912699,107553157,125541766,120843513,7462563,82825339,72234540,0,93341812,37466465,19413532,40501132,6648141,169207467,0,1,0
B00228,2023,196390642,86587330,102262438,98334626,1276446,14166987,7075902,7053861,160909905,17616592,15246780,30406556,14312060,114734085,0,0,0
B00228,2024,224556063,99462206,110577491,106086370,9529858,105769789,81092086,10108987,453797716,35590601,14990818,43068107,5271711,105230687,0,0,0
B00229,2022,405137561,181973502,203959541,195856790,23528757,266598598,107244313,50579258,919381793,32294821,29595932,48132618,5390978,131035093,0,0,0
B00229,2023,379335035,175961251,184367669,176780969,0,0,0,27736966,127969104,67172904,22772025,54983294,16642760,159836226,0,0,0
B00229,2024,403263117,182174486,210303680,202238418,0,0,0,34454765,343452115,49753405,36816897,80428945,27073065,170574771,0,0,0
B00230,2022,6128364270,2250496464,3755099769,3632532484,560751746,8413939616,3792586773,831341884,1257326649,365478944,656374548,240399613,80326182,3183255781,0,0,0
B00230,2023,6744734617,2368847031,4317699058,4182804366,441003335,6617144675,5753799252,598682843,10639275829,847088379,660659918,1046998562,268692001,3391034335,0,0,0
B00230,2024,7577700584,2581574327,4851629077,4700075066,522500494,7839989150,6168550374,434180936,15380262293,1058284222,337182541,1008905312,496573382,5609856055,0,0,0
B00231,2022,391913282,227326097,153901999,146063734,4335808,64821158,55514173,41052120,347071297,63112194,58409290,52501701,26652477,181443857,0,0,0
B00231,2023,392687330,239601405,151375917,143522171,6042946,90343195,71633727,0,103468127,44218462,54711849,27895878,13297004,93275595,0,0,0
B00231,2024,388152434,237186867,140606913,132843865,11325328,169315807,86150025,20785962,469074069,65021837,41286901,109613472,29384902,96417249,0,0,0
B00232,2022,2499185194,1579578754,760835979,710852276,77255530,1009915585,809265403,180035839,4006356615,615241643,336121595,587984254,59142269,924483858,0,0,0
B00232,2023,2642826252,1556419958,886915709,834059184,63482273,829865987,386849090,0,1696227971,184834001,245931533,130724824,194741396,849949290,0,0,0
B00232,2024,2661109899,1628232749,867728782,814506585,136205125,1780528562,953666528,102581142,3424783214,477180992,449206454,748901110,43767717,773705501,0,0,0
B00233,2022,699454224,244468365,420317183,406328099,21190162,569064827,344810546,66014630,1322577415,112082042,68000648,76813727,26615207,542350602,0,0,0
B00233,2023,749484821,263533316,440137082,425147386,4852097,130303769,104859564,0,624962419,122427198,42610082,100354207,27361718,566713648,0,0,0
B00233,2024,832648742,286765292,504227781,487574807,44916899,1206249758,958973995,142196923,886068604,207403975,82124568,16010907,60535223,577058300,0,0,0
B00234,2022,5268898292,3038741032,1986129513,1880751548,92554486,1811097777,1299588287,330237045,10852914352,635778395,206014809,1098510224,177841189,1587468277,0,0,0
B00234,2023,5389381562,3397172233,1955330998,1847543367,197725153,3869067833,3120815815,405311323,13219138404,651669674,1009423812,1632596343,295274716,1694825265,0,0,0
B00234,2024,5611890591,3283480770,2301164341,2188926530,145476049,2846662114,2033346261,301916846,13405117750,544513935,802958383,597726801,334185180,2669299770,0,0,0
B00235,2022,5274281075,2611113918,2649098043,2543612422,396089280,5258855929,2780656889,642416332,12198780201,858138277,362483096,323676994,227543480,3136772489,0,0,0
B00235,2023,6335363563,3241500989,2935083444,2808376173,555761741,7378818557,4870633368,971019112,5166219163,510247071,784768380,798320060,141872207,3542875647,0,0,0
B00235,2024,5923511532,2914916861,2606889535,2488419305,330692803,4390590449,3831499581,142700610,13302779046,1186815168,149075306,680597797,229536024,3429349070,0,0,0
B00236,2022,380534459,192483336,186071484,178460795,14711378,315649360,251664889,45994632,607805424,33474787,28038254,92505752,11481578,121000408,0,0,0
B00236,2023,321334683,154246281,163809868,157383175,1488819,31944310,28628862,32321229,726200541,43316307,19806208,65970541,20704582,168533155,0,1,0
B00236,2024,352302256,177876703,148521027,141474982,2479492,53200315,33568708,0,345266359,19995841,15893980,18107916,14156509,114317101,0,0,0
B00237,2022,279503493,122865347,146756727,141166658,11313161,187797145,155567347,34857847,386667816,64803680,13968010,40238587,12640887,195913295,0,0,0
B00237,2023,324713486,145015309,171866839,165372570,15912717,264149233,222795758,0,295794112,22594104,9193930,45154764,21671766,108088366,0,0,0
B00237,2024,293402656,124199625,154505078,148637025,13767432,228537753,130841630,15730800,559250957,66452835,11991801,61682157,19557360,109706547,0,0,0
B00238,2022,961970965,526457510,NULL,411210970,14605530,222306397,178447173,101760185,1704532381,148703209,111854579,233957907,35640841,523169464,1,0,0
B00238,2023,1047468505,561730595,428959715,408010345,85079604,1294971149,1031847324,96936241,480445314,79779690,146390846,241017574,45026201,588176592,0,0,0
B00238,2024,1090558093,574247236,467518585,445707424,53357821,812143401,475271984,51788420,2618580256,228367520,92181945,168737935,57276913,529517565,0,0,0
B00239,2022,7161489377,3471141582,NULL,3378154542,490386089,7833643601,4410834206,465831050,17186558513,1025461108,1003365584,1549310988,456447099,3429653110,1,0,0
B00239,2023,8374309222,4224674904,3894080223,3726594039,379473464,6061876423,4821189299,1931779255,5485338767,828619771,1167006434,1808787486,89676952,5044820137,0,0,0
B00239,2024,9718796354,4853809848,4790478130,4596102203,384346253,6139716498,3659900079,683035911,13388451800,1967666189,513524538,1207507132,342101632,4389582092,0,0,1
B00240,2022,363721882,218537641,123303798,116029361,0,0,0,11498576,209624462,38835659,53637736,56204665,28936601,112103940,0,0,0
B00240,2023,293143409,174074022,113602567,107739699,10349995,167747076,129905570,36494101,709788906,18998505,20214537,24415682,20871811,84446725,0,0,1
B00240,2024,265586290,161408237,91438922,86127197,17664823,286301838,172829432,20761669,379459827,64562012,20069570,26090414,15866641,111272848,0,0,0
B00241,2022,91405014,41971304,44609543,42781443,4478012,73651507,35911507,2067610,199858797,18652489,8078018,14228261,1579985,28189133,0,0,0
B00241,2023,105115546,46554287,58472065,56369755,3354800,55177625,45095263,9352977,130538047,14999880,5501781,21185846,1704445,41838226,0,0,0
B00241,2024,101220577,46912244,NULL,49175073,4333873,71280810,54975735,2322637,155626867,14914407,6111349,9765149,5790863,33393830,1,0,0
B00242,2022,71882062,42453175,24856240,23418599,1546224,48776776,25050766,7725679,27513343,12607946,7907417,14956637,3030386,31321364,0,0,0
B00242,2023,60021376,30710572,NULL,23885169,2167433,68373279,55413169,0,42756199,11210420,2123537,6552861,1721554,19653774,1,0,0
B00242,2024,52665748,29146273,20910495,19857181,1565379,49381053,28043335,0,55018086,10876786,5479256,13958986,1851258,26394740,0,0,0
B00243,2022,601066903,393750388,190985937,178964599,53917278,645715901,262154143,15340607,1235822419,46311242,48258937,191396232,8181643,167921040,0,0,0
B00243,2023,686868118,454970904,NULL,166640080,44028150,527283228,211512711,39192889,1186930557,65793369,38547506,64026548,23892929,129637742,1,0,0
B00243,2024,559477533,359455634,164979398,153789848,23458468,280939733,201214348,70824294,209308888,93273912,44032902,33373471,41164272,178656591,0,0,0
B00244,2022,226472964,117889268,100356807,95827348,8153206,113554403,56653824,12072969,294345628,31501745,21122069,43815300,13076691,90145575,0,0,0
B00244,2023,249176981,124999702,117635014,112651475,25734190,358414902,167364990,5324432,451724375,22303676,7558207,23432488,7400299,152782027,0,0,0
B00244,2024,291722474,146313131,140917252,135082803,6057734,84369554,63303415,19329109,66370714,54408387,38207451,38209377,19847533,172654943,0,0,0
