borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score
B00256,NULL,2.1868,2.31213333,1.60430000,0.58036667,0.61863333,0.52106667,15.12600000,18.73500000,29.76600000,26.15700000,0.53260000,0.55300000,0.30383333,0.16076667,51470878.58349959,"Past due",753
B00257,NULL,1.3123,1.66896667,1.07156667,0.34706667,0.36163333,0.32263333,15.64200000,16.82100000,27.04800000,25.86900000,0.71200000,0.93410000,0.48180000,0.08270000,230247635.7595815,Paid,763
B00258,NULL,NULL,1.49226667,0.83493333,0.40906667,0.43450000,0.35913333,10.90200000,15.79800000,10.19100000,5.29500000,0.48786667,0.78316667,0.31790000,0.05806667,31701041.189381782,NULL,659
B00259,NULL,0.3324,0.88486667,0.50363333,0.52766667,0.55250000,0.52223333,9.23400000,10.57200000,25.23300000,23.89500000,0.24873333,3.99346667,0.42960000,0.06073333,45870663.916257605,Paid,650
B00260,NULL,NULL,1.39853333,1.13080000,0.76193333,0.81600000,0.67423333,16.70100000,17.45400000,21.42600000,20.67300000,0.15470000,2365.06990000,0.28343333,442.37560000,969117.4689026787,NULL,646
B00261,NULL,NULL,1.46483333,0.88233333,0.53786667,0.50436667,0.52073333,7.58100000,22.51500000,32.29500000,17.36100000,1.04613333,0.60960000,0.43170000,0.18326667,25695544.60959991,Active,564
B00262,-4.9559,0.7923,0.04220000,0.01743333,0.05496667,0.05843333,0.15250000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,Paid,793
B00262,-4.957,0.7923,0.04220000,0.01743333,0.05496667,0.05843333,0.15250000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,Paid,793
B00262,-4.9457,0.7923,0.04220000,0.01743333,0.05496667,0.05843333,0.15250000,7.88700000,18.69300000,20.39400000,9.58800000,0.00983333,10.69380000,0.31580000,0.00000000,55684139.77799941,Paid,793
B00263,NULL,1.4748,2.40850000,1.74116667,0.56986667,0.60260000,0.50080000,5.92200000,16.57200000,36.69900000,26.04900000,1.28420000,0.47613333,0.34993333,0.03000000,696717742.5906146,Active,695
B00264,NULL,1.3636,1.97720000,1.26383333,0.30540000,0.11663333,0.26840000,9.11700000,14.38800000,19.09500000,13.82400000,0.60350000,0.65646667,0.32416667,0.03240000,82666105.29735169,Active,767
B00265,NULL,NULL,0.76920000,0.53710000,0.28680000,0.24883333,0.28483333,14.83800000,16.83900000,32.34300000,30.34200000,0.51383333,1.53753333,0.44443333,0.36086667,57401082.20252349,Default,624
B00266,NULL,1.1547,1.60656667,1.03783333,0.28263333,0.29993333,0.25166667,17.83800000,19.18200000,31.48500000,30.14100000,0.35976667,0.77066667,0.34243333,0.04980000,24756774.00800557,Paid,707
B00267,NULL,1.9235,0.98473333,0.74693333,0.37323333,0.39416667,0.32496667,9.90300000,20.93400000,27.47100000,16.44000000,0.28706667,1.01450000,0.36123333,0.15783333,31183986.29596775,Paid,703
B00268,NULL,0.2098,0.97623333,0.63030000,0.23893333,0.24983333,0.22900000,16.62300000,15.86700000,12.93300000,13.68900000,0.36916667,1.07643333,0.44756667,0.23486667,2229430.540134035,"Past due",792
B00269,NULL,1.7280,1.32656667,0.87306667,0.49196667,0.51270000,0.44316667,21.30900000,14.05200000,26.06700000,33.32400000,0.43686667,2.49210000,0.47593333,0.04873333,492094472.28823125,Active,780
B00270,NULL,1.1200,1.62910000,1.30090000,0.33493333,0.35516667,0.32273333,13.34100000,16.15800000,38.21100000,35.39400000,0.99096667,0.58610000,0.33020000,0.11390000,6893388.891737238,Paid,726
B00271,NULL,0.7613,1.05753333,0.60140000,0.34743333,0.35916667,0.49570000,17.46600000,11.70000000,20.81400000,26.58000000,0.57663333,0.68320000,0.59206667,0.07710000,100365188.44424534,Active,715
B00272,NULL,NULL,2.08130000,1.10493333,1.90266667,1.98443333,1.77330000,15.77700000,17.82600000,20.13300000,18.08400000,0.86013333,0.45503333,0.48570000,0.00473333,38231491.85638269,NULL,716
B00273,NULL,NULL,1.23263333,0.74043333,0.29480000,0.31180000,0.42600000,18.15000000,11.32800000,30.32700000,37.14900000,0.25270000,0.69390000,0.34976667,0.10280000,140716316.092749,Active,621
B00274,NULL,1.5048,2.15940000,1.53500000,0.70253333,0.73883333,0.65426667,15.67500000,24.96000000,40.74600000,31.46100000,0.58313333,0.53450000,0.38793333,0.03206667,27345107.320427936,Default,671
B00275,NULL,1.7372,0.55253333,0.36163333,0.21566667,0.23116667,0.32500000,13.52700000,12.69300000,27.92100000,28.75500000,0.14076667,2.00570000,0.28180000,0.11515000,307007624.2466761,Active,667
B00276,-5.0211,NULL,1.71673333,0.83270000,0.42630000,0.45350000,0.35813333,10.26900000,11.46600000,23.28900000,22.09200000,0.51383333,0.81090000,0.30006667,0.25483333,247932176.29741782,Paid,669
B00277,NULL,1.0105,1.53036667,0.83846667,0.37966667,0.39773333,0.34023333,13.87500000,11.95500000,24.61800000,26.53800000,1.06026667,0.61613333,0.41543333,0.21626667,9345651.369149951,Active,730
B00278,NULL,1.3140,0.84460000,0.50423333,0.27176667,0.23646667,0.25420000,13.63800000,19.85400000,30.23100000,24.01500000,0.85200000,1.61646667,0.60866667,0.05226667,400933960.56953293,Active,584
B00279,NULL,1.1314,2.20673333,1.70386667,0.22320000,0.10976667,0.19966667,16.65600000,16.45800000,22.07100000,22.26900000,0.59880000,0.86216667,0.28230000,0.12173333,14684538.794070823,Paid,612
B00280,NULL,NULL,2.46163333,1.75913333,0.62833333,0.65680000,0.59066667,11.40000000,8.76900000,14.38500000,17.01600000,1.38896667,0.42953333,0.43933333,0.09320000,15039334.15847089,Active,724
B00281,NULL,1.8617,0.80283333,0.65746667,1.37233333,1.42566667,1.26783333,13.05600000,17.88600000,24.53100000,19.70100000,0.62173333,41.51226667,0.51296667,2.63830000,5322746.27882509,Active,719
B00282,NULL,0.9000,1.55986667,1.03646667,0.64903333,0.68683333,0.60453333,11.89200000,16.13400000,18.62400000,14.38200000,0.56433333,0.67043333,0.34373333,0.05723333,29342970.77579096,Active,668
B00283,NULL,0.7392,3.59256667,2.43643333,0.72996667,0.78146667,0.60686667,14.32800000,20.30400000,26.68200000,20.70600000,1.01480000,0.26880000,0.28393333,0.05653333,1558085.3808386112,Active,628
B00284,NULL,1.5137,3.22953333,2.06216667,0.62826667,0.66893333,0.58570000,10.71600000,22.08600000,22.08900000,10.71900000,1.53836667,0.29730000,0.31033333,0.09830000,21440011.539228715,Active,746
B00285,NULL,NULL,0.40536667,0.28796667,0.37283333,0.39543333,0.33943333,16.73100000,17.53200000,21.35400000,20.55300000,0.13386667,2.13760000,0.33896667,0.65740000,359752976.92009735,Paid,769
B00286,NULL,1.2184,0.91353333,0.59100000,0.26483333,0.27400000,0.37120000,15.39900000,14.54100000,23.43000000,24.28800000,0.37156667,0.99080000,0.59093333,0.03185000,29640818.20801093,Paid,708
B00287,NULL,NULL,1.61060000,1.21776667,0.70840000,0.74503333,0.64073333,11.64600000,19.09500000,30.89700000,23.44800000,0.30746667,1.40946667,0.38466667,0.02223333,3731333195.492788,Active,718
B00288,NULL,0.4562,0.80340000,0.45260000,0.15096667,0.15716667,0.13830000,12.39300000,15.43800000,21.84300000,18.79800000,0.44786667,2.05626667,0.48673333,0.39206667,102935832.33127302,Default,648
B00289,NULL,0.6254,1.74930000,0.88280000,0.55706667,0.59090000,0.52406667,12.93000000,16.73100000,25.92300000,22.12200000,0.27616667,0.70213333,0.32986667,0.09263333,18976634.549676195,Paid,729
B00290,NULL,NULL,1.66693333,1.08436667,0.35680000,0.37846667,0.52755000,12.28200000,11.50200000,16.38600000,17.16600000,0.66433333,0.65316667,0.32143333,0.08786667,7608994.836022453,NULL,646
B00291,NULL,NULL,2.94206667,2.35036667,0.43486667,0.46583333,0.39966667,15.21300000,17.24100000,22.82700000,20.79900000,0.92776667,0.35203333,0.28593333,0.06663333,33957150.229256146,NULL,639
B00292,NULL,NULL,1.05586667,0.83663333,0.24236667,0.25736667,0.33165000,14.68500000,14.35200000,37.35900000,37.69200000,0.85346667,0.93635000,0.32403333,0.10765000,105865761.46569629,Paid,764
B00293,NULL,0.7443,1.19366667,0.66880000,0.35060000,0.36570000,0.34986667,14.44200000,19.94700000,17.89200000,12.38700000,0.25876667,1.49550000,0.47490000,0.07786667,430047300.18774843,Active,701
B00294,NULL,NULL,1.38270000,0.74033333,1.14483333,1.19936667,1.04266667,17.40300000,17.22300000,35.95500000,36.13500000,2.28113333,0.48905000,0.40713333,0.10300000,24565856.818256155,NULL,642
B00295,NULL,1.4938,1.45213333,1.13820000,0.36536667,0.38100000,0.33303333,16.24200000,15.95100000,23.51700000,23.80800000,0.31820000,0.75203333,0.46166667,0.08723333,68529618.84624551,Active,644
B00296,NULL,NULL,1.37900000,1.08526667,0.89440000,0.93360000,0.90626667,9.16800000,10.91700000,26.33700000,24.58800000,0.75496667,0.77243333,0.45123333,0.16410000,11040349.67546234,NULL,707
B00297,-5.122,1.1023,1.66000000,1.21613333,0.32310000,0.34010000,0.29703333,7.44300000,11.68500000,32.98500000,28.74300000,0.76066667,0.75940000,0.37913333,0.12776667,26494190.13220937,Active,673
B00297,-5.1613,1.1023,1.66000000,1.21613333,0.32310000,0.34010000,0.29703333,7.44300000,11.68500000,32.98500000,28.74300000,0.76066667,0.75940000,0.37913333,0.12776667,26494190.13220937,Active,673
B00298,-4.9517,0.8043,3.02680000,1.71186667,0.65116667,0.50093333,0.57216667,8.94900000,15.69000000,18.38700000,11.64600000,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,Active,652
B00298,-4.9453,0.8043,3.02680000,1.71186667,0.65116667,0.50093333,0.57216667,8.94900000,15.69000000,18.38700000,11.64600000,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,Active,652
B00299,NULL,NULL,0.55923333,0.36470000,1.54910000,1.60233333,1.53500000,10.62000000,11.23500000,36.22500000,35.61000000,0.75993333,2.17223333,0.58313333,0.15320000,34938541.78243297,NULL,815
B00300,NULL,1.4833,1.49910000,0.94970000,0.51906667,0.54210000,0.50333333,17.54100000,11.50800000,31.53600000,37.56900000,0.34763333,1.02746667,0.45913333,0.13800000,163613165.83394408,Active,629
B00301,NULL,NULL,0.77766667,0.54860000,0.14133333,0.14573333,0.20135000,14.07000000,12.96300000,38.27400000,39.38100000,0.37860000,1.45270000,0.60266667,0.04705000,8838821.862361427,Active,740
B00302,NULL,NULL,1.08213333,0.64360000,0.25053333,0.26103333,0.24543333,20.31600000,19.61700000,32.94300000,33.64200000,0.49973333,1.14076667,0.47703333,0.01830000,85675823.18635367,Active,704
B00303,NULL,2.0655,1.35653333,0.84006667,0.36946667,0.32596667,0.33636667,20.89200000,12.30600000,23.78700000,32.37300000,0.84746667,0.82766667,0.44730000,0.06736667,56840800.668304905,"Past due",715
B00304,NULL,1.0207,2.25980000,1.34436667,0.65303333,0.68900000,0.62826667,7.15500000,12.10800000,20.94900000,15.99600000,0.87376667,0.66306667,0.36243333,0.10320000,46336865.679166354,Active,694
B00305,NULL,NULL,2.00146667,1.58603333,1.08593333,1.13416667,1.03156667,10.57500000,21.57000000,24.28200000,13.28700000,0.65166667,0.46346667,0.44583333,0.09076667,2934400020.720765,NULL,639
B00306,NULL,2.2128,1.96430000,1.18680000,0.50710000,0.53340000,0.44780000,9.34500000,17.22000000,25.65900000,17.78400000,0.66436667,0.55766667,0.39236667,0.11736667,1655354790.5375144,Active,668
B00307,NULL,NULL,2.13373333,1.25596667,0.46983333,0.49900000,0.44456667,13.49700000,17.55600000,25.76100000,21.70200000,0.56563333,0.31845000,0.32073333,0.11070000,67908714.6987199,NULL,762
B00308,-4.7282,1.1885,1.30920000,0.93280000,0.32836667,0.33940000,0.32766667,14.82000000,11.81100000,14.25000000,17.25900000,0.43473333,1.14386667,0.58520000,0.05410000,6773572.945446074,Paid,709
B00308,-4.7396,1.1885,1.30920000,0.93280000,0.32836667,0.33940000,0.32766667,14.82000000,11.81100000,14.25000000,17.25900000,0.43473333,1.14386667,0.58520000,0.05410000,6773572.945446074,Paid,709
B00309,NULL,NULL,1.73506667,1.11533333,0.33216667,0.34883333,0.46700000,15.50400000,19.55100000,23.37000000,19.32300000,0.48810000,0.43105000,0.38940000,0.03035000,23550776.668668147,Paid,679
B00310,NULL,2.7296,1.16556667,0.82960000,0.14010000,0.14483333,0.13500000,10.60500000,12.97200000,29.35500000,26.98800000,0.67196667,0.69190000,0.59473333,0.13176667,79867223.89054105,Active,625
B00311,NULL,1.4906,2.53806667,1.70926667,0.54306667,0.57470000,0.49823333,11.66400000,14.63400000,32.64600000,29.67600000,0.79300000,0.39346667,0.33940000,0.03443333,8766680.228627102,Active,774
B00312,NULL,0.9787,0.75146667,0.54366667,0.26473333,0.27650000,0.24723333,15.07800000,12.81600000,35.97600000,38.23800000,0.30136667,1.53223333,0.44703333,0.20683333,283188208.4122848,Active,723
B00313,NULL,1.0184,0.81303333,0.54213333,0.40940000,0.42583333,0.41103333,17.55300000,21.38400000,31.62000000,27.78900000,0.45030000,2.73823333,0.49093333,0.06733333,25302131.18515126,Paid,791
B00314,NULL,1.1451,1.05463333,0.85983333,0.57486667,0.31763333,0.53906667,14.05500000,11.85000000,23.65800000,25.86300000,0.77053333,2.14410000,0.40763333,0.39466667,16617990.653497523,Active,803
B00315,NULL,1.7631,0.34033333,0.28440000,0.04123333,0.04370000,0.10540000,16.04400000,14.91900000,33.91500000,35.04000000,0.20450000,0.84680000,0.33263333,0.25900000,127762202.17700222,Paid,591
B00316,NULL,NULL,1.14553333,0.63956667,0.68850000,0.71603333,0.63666667,10.04100000,15.22500000,17.82000000,12.63600000,0.96850000,1.26140000,0.49666667,0.08096667,151790482.0312415,NULL,697
B00317,-5.28,1.1745,2.58553333,1.53250000,0.45540000,0.48360000,0.42780000,10.37400000,14.95200000,27.24900000,22.67100000,1.89726667,0.42533333,0.31430000,0.10473333,21237228.815963358,Active,696
B00317,-5.239199999999999,1.1745,2.58553333,1.53250000,0.45540000,0.48360000,0.42780000,10.37400000,14.95200000,27.24900000,22.67100000,1.89726667,0.42533333,0.31430000,0.10473333,21237228.815963358,Active,696
B00318,-4.7755,2.2210,1.58006667,1.05220000,0.25920000,0.26796667,0.24483333,15.46200000,15.91200000,21.51000000,21.06000000,0.50873333,0.67986667,0.59143333,0.09403333,87774940.71012615,Active,720
B00319,NULL,0.5277,0.94456667,0.51460000,0.63623333,0.67433333,0.61653333,13.23900000,14.51400000,17.82000000,16.54500000,0.18110000,2.52550000,0.33870000,0.41926667,79733301.91581985,Active,716
B00320,NULL,NULL,2.15960000,1.24310000,0.40643333,0.43176667,0.39196667,14.75700000,14.74800000,26.35800000,26.36700000,0.37443333,0.61366667,0.31723333,0.01796667,28722443.44234376,Active,718
B00321,NULL,1.1061,1.12500000,0.61136667,0.14860000,0.15463333,0.14473333,17.91000000,16.01400000,29.00100000,30.89700000,0.64646667,0.76926667,0.49123333,0.01370000,73478146.83662868,Active,844
B00322,NULL,0.9252,1.62733333,0.91710000,0.29810000,0.12733333,0.26666667,13.13100000,14.89500000,17.94000000,16.17600000,0.60916667,0.97806667,0.44880000,0.13520000,90948127.05299093,Paid,608
B00323,NULL,1.3634,1.56310000,1.12456667,0.57010000,0.59030000,0.51920000,13.39200000,16.77600000,14.96100000,11.57700000,0.39650000,0.78273333,0.58286667,0.06470000,460288797.1258514,Active,728
B00324,NULL,NULL,1.90806667,1.30906667,0.58376667,0.62176667,0.55436667,14.21100000,19.40700000,15.02100000,9.82500000,0.29750000,0.55900000,0.29576667,0.20076667,7946963.143893542,NULL,697
B00325,NULL,0.4324,0.56833333,0.45076667,0.10113333,0.10543333,0.15255000,14.28600000,14.15700000,35.80500000,35.93400000,0.27176667,0.85685000,0.47323333,0.11340000,26067089.423136428,Paid,805
B00326,NULL,NULL,1.82636667,1.19183333,0.40096667,0.42973333,0.34626667,13.36800000,16.79700000,22.06800000,18.63900000,0.24403333,3.81270000,0.27616667,1.08706667,45474861.332006305,NULL,616
B00327,NULL,NULL,1.73083333,1.06673333,0.93230000,0.98576667,0.83586667,16.04700000,9.84300000,32.61600000,38.82000000,0.39913333,0.62363333,0.34476667,0.15353333,405757218.76719785,NULL,710
B00328,NULL,NULL,0.38590000,0.20603333,0.94403333,0.97550000,0.92266667,6.59100000,15.94800000,23.77800000,14.42100000,0.70206667,2.18805000,0.59986667,0.22435000,26525433.69222728,NULL,676
B00329,NULL,1.4283,1.03256667,0.65830000,0.44173333,0.46093333,0.40356667,16.47000000,11.08200000,27.59400000,32.98200000,0.39723333,1.05626667,0.45240000,0.13140000,4073948.646621891,Paid,640
B00330,NULL,1.5169,0.46180000,0.33840000,0.17806667,0.12903333,0.25290000,6.61800000,13.29000000,40.65900000,33.98700000,0.17740000,1.40105000,0.39513333,0.19590000,91930992.05797836,Active,651
B00331,NULL,0.5489,1.62643333,0.79623333,0.23733333,0.07493333,0.20560000,17.33700000,14.42700000,34.80600000,37.71600000,0.56826667,0.83213333,0.43980000,0.06653333,137844211.31697467,Active,712
B00332,NULL,0.8442,1.50743333,1.13470000,0.11683333,0.12363333,0.10476667,11.04300000,12.31800000,28.80300000,27.52800000,0.35206667,0.56660000,0.34373333,0.05066667,39022692.08062501,"Past due",708
B00333,NULL,NULL,1.46580000,0.79303333,0.80803333,0.84210000,0.78443333,12.09000000,8.17800000,32.26200000,36.17400000,1.16270000,0.87826667,0.47093333,0.05546667,19825956.19928003,NULL,712
B00334,NULL,1.2362,1.12756667,0.64023333,0.48200000,0.50166667,0.44610000,12.34500000,16.66800000,20.62500000,16.30200000,0.28196667,1.18676667,0.48163333,0.07783333,67422779.09527266,Paid,712
B00335,NULL,1.0231,1.49710000,1.15900000,0.48126667,0.25286667,0.43506667,15.71400000,14.99700000,27.63300000,28.35000000,0.52943333,0.85443333,0.36116667,0.19606667,24636946.760569688,Active,715
B00336,NULL,NULL,1.46080000,0.99270000,0.72123333,0.47086667,0.62646667,15.39300000,15.19500000,30.46800000,30.66600000,1.21946667,0.66670000,0.46180000,0.09726667,44978549.718915395,NULL,692
B00337,NULL,NULL,1.85286667,1.30016667,0.54043333,0.56636667,0.48906667,11.33100000,12.46800000,27.59700000,26.46000000,1.25846667,0.76590000,0.42633333,0.12606667,513093608.0815525,Active,605
B00338,NULL,0.3416,0.63236667,0.46856667,0.24573333,0.25420000,0.33985000,13.96800000,14.03700000,25.02600000,24.95700000,0.50590000,1.25370000,0.58343333,0.05585000,57674211.14044153,"Past due",665
B00339,NULL,1.1484,1.70060000,1.22983333,0.43550000,0.46190000,0.40273333,6.26400000,22.07100000,36.10800000,20.30100000,0.52600000,0.72093333,0.33536667,0.04000000,1147133.789404851,Paid,683
B00340,NULL,1.4571,1.11833333,0.65326667,0.30226667,0.31810000,0.43650000,13.59000000,22.53600000,21.38100000,12.43500000,0.34860000,0.82725000,0.38953333,0.05690000,32256562.284986358,Active,662
B00341,NULL,2.1616,1.49406667,0.84420000,0.16110000,0.16733333,0.14796667,13.65900000,7.88700000,24.75000000,30.52200000,0.94623333,0.63976667,0.51920000,0.04743333,279307667.27505404,Default,658
B00342,NULL,1.0166,2.63580000,2.06630000,0.65073333,0.68666667,0.59376667,12.54000000,20.84700000,15.18300000,6.87600000,1.97810000,0.34316667,0.35696667,0.06396667,111152496.57270613,Active,751
B00343,NULL,1.8282,1.38160000,0.87783333,0.15836667,0.16396667,0.15673333,12.27000000,22.17600000,17.48100000,7.57500000,0.58063333,0.71443333,0.56350000,0.03656667,127442130.72392514,Active,627
B00344,NULL,1.1196,1.10430000,0.76820000,0.25156667,0.26546667,0.72100000,8.02800000,16.40100000,26.31900000,17.94600000,0.17466667,0.29350000,0.34036667,0.02370000,209082833.7362384,Active,619
B00345,NULL,NULL,1.74843333,1.14723333,0.39306667,0.41053333,0.37953333,12.81600000,14.41200000,33.28200000,31.68600000,0.84353333,0.63463333,0.42433333,0.03116667,3488204.3125284864,Active,638
B00346,-4.9482,1.4677,2.64460000,1.38860000,0.30413333,0.32656667,0.41950000,12.37800000,13.39500000,13.09500000,12.07800000,1.25513333,0.27525000,0.26583333,0.07295000,272185477.49226326,Active,602
B00347,NULL,0.3390,1.75810000,1.36663333,0.38966667,0.09243333,0.35760000,13.05000000,12.49800000,28.64400000,29.19600000,0.73310000,0.56213333,0.39196667,0.06843333,134893826.536156,Active,666
B00348,NULL,1.3905,1.61463333,0.96030000,0.68230000,0.71143333,0.65136667,8.69400000,16.96800000,13.82400000,5.55000000,1.08240000,0.70203333,0.46890000,0.06846667,9831401.219077032,Default,706
B00349,NULL,2.0067,0.97166667,0.59806667,0.19206667,0.14106667,0.17340000,16.22400000,20.71500000,16.00500000,11.51400000,0.35313333,1.07050000,0.43423333,0.21760000,28872810.455523532,Active,630
B00350,NULL,1.5106,2.00130000,1.41563333,0.29716667,0.31180000,0.28096667,15.03300000,22.33500000,21.37500000,14.07300000,0.62860000,0.51060000,0.38423333,0.02110000,28642913.900401305,Active,774
B00351,NULL,NULL,1.41173333,0.92570000,0.64553333,0.67540000,0.59153333,8.79900000,21.76800000,32.86500000,19.89600000,1.60650000,0.86996667,0.43883333,0.03013333,586930520.248827,Active,689
B00352,NULL,NULL,0.54250000,0.31093333,0.60486667,0.39090000,0.82925000,11.96700000,17.84700000,31.60500000,25.72500000,0.22306667,1.01640000,0.58763333,0.20830000,51935477.7235459,NULL,677
B00353,-4.9318,0.9585,3.83463333,2.71460000,0.44780000,0.47783333,0.40846667,14.23500000,19.58700000,38.40600000,33.05400000,0.96113333,0.23350000,0.29906667,0.07753333,82861287.61372355,Active,707
B00353,-4.9432,0.9585,3.83463333,2.71460000,0.44780000,0.47783333,0.40846667,14.23500000,19.58700000,38.40600000,33.05400000,0.96113333,0.23350000,0.29906667,0.07753333,82861287.61372355,Active,707
B00353,-4.945,0.9585,3.83463333,2.71460000,0.44780000,0.47783333,0.40846667,14.23500000,19.58700000,38.40600000,33.05400000,0.96113333,0.23350000,0.29906667,0.07753333,82861287.61372355,Active,707
B00354,NULL,NULL,1.12346667,0.60380000,0.48603333,0.32146667,0.43950000,9.62700000,13.37100000,19.86900000,16.12500000,0.30930000,1.41003333,0.46246667,0.17670000,202823506.37337887,Active,683
B00355,-5.1364,1.0560,0.65343333,0.48160000,0.59273333,0.62240000,0.56800000,8.44200000,13.88400000,24.59100000,19.14900000,0.28750000,3.50756667,0.41813333,0.59510000,25792053.743905433,Active,684
B00356,NULL,NULL,1.85503333,0.86876667,0.72010000,0.75836667,0.66886667,11.11200000,10.05000000,16.84800000,17.91000000,0.45473333,0.49760000,0.37716667,0.14913333,59522012.39689808,NULL,722
B00357,NULL,NULL,1.36666667,0.63840000,0.65686667,0.43820000,0.60763333,9.15000000,18.62700000,20.91900000,11.44200000,0.52713333,1.83233333,0.48120000,0.15356667,47560629.60924457,Active,750
B00358,NULL,NULL,1.28200000,0.74220000,0.75140000,0.78286667,0.70416667,13.71300000,15.21900000,29.03400000,27.52800000,0.42410000,2.86536667,0.48306667,0.10366667,90221279.59684505,NULL,657
B00359,NULL,NULL,1.75796667,0.96286667,0.50530000,0.53710000,0.41770000,18.01200000,18.60900000,35.86200000,35.26500000,0.82536667,1.10533333,0.32573333,0.16100000,3923446.9478929276,NULL,667
B00360,NULL,0.9932,1.20140000,0.70106667,0.68776667,0.72110000,0.68780000,16.71900000,18.12600000,10.63200000,9.22500000,0.34020000,0.90836667,0.41106667,0.17856667,128629477.02335586,Active,647
B00361,NULL,NULL,2.09903333,1.31810000,0.54646667,0.57983333,0.46546667,12.69900000,14.79900000,22.29000000,20.19000000,0.43373333,0.48173333,0.33056667,0.07106667,42439722.86193077,NULL,760
B00362,-5.1694,1.1673,0.77313333,0.51823333,0.09256667,0.09736667,0.12780000,11.78700000,17.10000000,36.73200000,31.41900000,0.16540000,2.67960000,0.39876667,0.17665000,40324541.237589456,Active,638
B00363,NULL,NULL,1.58430000,1.02706667,0.65726667,0.68420000,0.61726667,11.34000000,16.30200000,20.35800000,15.39600000,0.98293333,0.83496667,0.48950000,0.13793333,110967384.07824782,NULL,784
B00364,NULL,NULL,0.64340000,0.32766667,0.11136667,0.11660000,0.14970000,14.85300000,13.51200000,18.12300000,19.46400000,0.25536667,1.07775000,0.42466667,0.23605000,38341590.60555733,Default,691
B00365,NULL,1.0711,0.73300000,0.36223333,0.48980000,0.50893333,0.48170000,18.18900000,19.04700000,31.12800000,30.27000000,0.39293333,2.73056667,0.52026667,0.16400000,57777526.45767452,Active,615
B00366,NULL,NULL,2.25893333,1.33600000,0.71113333,0.76006667,0.72203333,12.98400000,14.28000000,27.02400000,25.72800000,0.46686667,0.42336667,0.29453333,0.03420000,1902073367.8629177,Active,622
B00367,NULL,NULL,2.67760000,1.88483333,1.17086667,1.24106667,1.17506667,9.33600000,17.25600000,27.34200000,19.42200000,0.66750000,0.42920000,0.33383333,0.08590000,14954986.266486272,NULL,772
B00368,-4.93,NULL,1.94760000,1.27263333,0.72160000,0.54306667,0.61083333,10.53300000,15.20100000,26.71500000,22.04700000,0.95570000,0.63413333,0.32236667,0.07273333,12498283.408727828,Active,592
B00369,NULL,NULL,1.47366667,0.95406667,0.16720000,0.17410000,0.15753333,12.70800000,16.32900000,32.88900000,29.26800000,0.95003333,0.76353333,0.48483333,0.14646667,16557276.311904654,Paid,619
B00370,NULL,0.5956,2.17823333,1.68973333,0.73753333,0.78280000,0.63780000,10.98600000,11.10300000,18.14700000,18.03000000,1.35913333,0.47316667,0.32546667,0.09320000,39366066.06876918,Paid,683
B00371,NULL,NULL,0.76843333,0.50626667,0.26183333,0.11746667,0.23633333,13.58100000,16.81500000,31.34700000,28.11300000,0.34263333,2.26576667,0.38303333,0.31470000,286742662.21098787,Paid,751
B00372,-5.147600000000001,1.4000,0.80166667,0.34236667,0.31376667,0.32936667,0.47785000,12.88500000,21.19500000,31.81200000,23.50200000,0.26166667,5.03750000,0.41413333,0.00000000,17795896.443970036,Active,736
B00372,-5.1427000000000005,1.4000,0.80166667,0.34236667,0.31376667,0.32936667,0.47785000,12.88500000,21.19500000,31.81200000,23.50200000,0.26166667,5.03750000,0.41413333,0.00000000,17795896.443970036,Active,736
B00373,NULL,1.0599,1.21753333,0.60843333,0.19030000,0.19960000,0.18396667,13.53000000,9.75000000,21.98100000,25.76100000,0.46716667,0.98560000,0.40740000,0.09723333,26476983.81339693,Paid,620
B00374,NULL,NULL,0.86430000,0.49846667,1.04500000,0.74010000,0.97753333,8.91000000,12.97200000,26.41500000,22.35300000,1.06246667,1.50200000,0.60723333,0.03593333,176898025.2880137,NULL,589
B00375,NULL,NULL,0.95943333,0.71136667,1.06396667,1.11403333,1.00956667,9.71700000,12.54900000,14.04900000,11.21700000,0.50006667,1.82800000,0.42993333,0.31820000,403778216.5196117,NULL,686
B00376,NULL,0.5180,2.04336667,1.29566667,0.51140000,0.53703333,0.46873333,11.75700000,19.21500000,26.88300000,19.42500000,1.20153333,0.58586667,0.40106667,0.11753333,12737617.152506402,Active,757
B00377,NULL,2.1341,1.72096667,1.04366667,0.30363333,0.31670000,0.41735000,10.71900000,8.95200000,18.73500000,20.50200000,0.39666667,0.35490000,0.46973333,0.06215000,123451446.26513779,Active,679
B00378,NULL,0.8195,1.47766667,1.14376667,0.23143333,0.24506667,0.32775000,14.90400000,20.57100000,19.64400000,13.97700000,0.32850000,0.71625000,0.34510000,0.08210000,130918971.80341572,"Past due",719
