borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating
B00251,,1.122,1.85503333,1.05333333,0.43016667,0.40773333,0.3569,10.158,11.433,25.527,24.252,1.3377,0.9006,0.2647,0.03786667,22040707.768244248,Active,686,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00252,,1.3759,1.56006667,0.8986,0.126,0.08306667,0.11666667,20.313,22.548,34.812,32.577,1.2798,0.5646,0.47156667,0.0452,19583815.82402195,Active,718,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00253,,1.2408,0.573,0.32083333,0.5094,0.52653333,0.4893,14.298,18.582,35.43,31.146,0.23273333,1.788,0.60136667,0.0279,30362818.28673272,Paid,668,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00254,,1.4005,1.8324,1.05676667,0.32393333,0.34206667,0.30473333,13.377,18.822,14.52,9.075,0.87166667,0.68856667,0.36086667,0.04796667,163282596.2160799,Active,708,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00255,,1.9241,1.13073333,0.6825,0.28563333,0.30016667,0.384,15.957,16.302,26.034,25.689,0.44453333,0.7815,0.41176667,0.09945,4096204.4512517103,Active,673,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00256,,2.1868,2.31213333,1.6043,0.58036667,0.61863333,0.52106667,15.126,18.735,29.766,26.157,0.5326,0.553,0.30383333,0.16076667,51470878.58349959,Past due,753,2,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00257,,1.3123,1.66896667,1.07156667,0.34706667,0.36163333,0.32263333,15.642,16.821,27.048,25.869,0.712,0.9341,0.4818,0.0827,230247635.7595815,Paid,763,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00258,,,1.49226667,0.83493333,0.40906667,0.4345,0.35913333,10.902,15.798,10.191,5.295,0.48786667,0.78316667,0.3179,0.05806667,31701041.189381786,,659,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00259,,0.3324,0.88486667,0.50363333,0.52766667,0.5525,0.52223333,9.234,10.572,25.233,23.895,0.24873333,3.99346667,0.4296,0.06073333,45870663.916257605,Paid,650,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00260,,,1.39853333,1.1308,0.76193333,0.816,0.67423333,16.701,17.454,21.426,20.673,0.1547,2365.0699,0.28343333,442.3756,969117.4689026788,,646,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00261,,,1.46483333,0.88233333,0.53786667,0.50436667,0.52073333,7.581,22.515,32.295,17.361,1.04613333,0.6096,0.4317,0.18326667,25695544.60959991,Active,564,0,2,3,0,0,0,1,1,1,1,1,0,3,0,0
B00262,-4.9559,0.7923,0.0422,0.01743333,0.05496667,0.05843333,0.1525,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0.0,55684139.77799941,Paid,793,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00262,-4.957,0.7923,0.0422,0.01743333,0.05496667,0.05843333,0.1525,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0.0,55684139.77799941,Paid,793,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00262,-4.9457,0.7923,0.0422,0.01743333,0.05496667,0.05843333,0.1525,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0.0,55684139.77799941,Paid,793,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00263,,1.4748,2.4085,1.74116667,0.56986667,0.6026,0.5008,5.922,16.572,36.699,26.049,1.2842,0.47613333,0.34993333,0.03,696717742.5906146,Active,695,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00264,,1.3636,1.9772,1.26383333,0.3054,0.11663333,0.2684,9.117,14.388,19.095,13.824,0.6035,0.65646667,0.32416667,0.0324,82666105.29735169,Active,767,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00265,,,0.7692,0.5371,0.2868,0.24883333,0.28483333,14.838,16.839,32.343,30.342,0.51383333,1.53753333,0.44443333,0.36086667,57401082.20252349,Default,624,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00266,,1.1547,1.60656667,1.03783333,0.28263333,0.29993333,0.25166667,17.838,19.182,31.485,30.141,0.35976667,0.77066667,0.34243333,0.0498,24756774.00800557,Paid,707,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00267,,1.9235,0.98473333,0.74693333,0.37323333,0.39416667,0.32496667,9.903,20.934,27.471,16.44,0.28706667,1.0145,0.36123333,0.15783333,31183986.29596775,Paid,703,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00268,,0.2098,0.97623333,0.6303,0.23893333,0.24983333,0.229,16.623,15.867,12.933,13.689,0.36916667,1.07643333,0.44756667,0.23486667,2229430.540134035,Past due,792,0,2,3,0,0,0,1,1,1,1,2,1,3,0,3
B00269,,1.728,1.32656667,0.87306667,0.49196667,0.5127,0.44316667,21.309,14.052,26.067,33.324,0.43686667,2.4921,0.47593333,0.04873333,492094472.28823125,Active,780,1,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00270,,1.12,1.6291,1.3009,0.33493333,0.35516667,0.32273333,13.341,16.158,38.211,35.394,0.99096667,0.5861,0.3302,0.1139,6893388.891737238,Paid,726,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00271,,0.7613,1.05753333,0.6014,0.34743333,0.35916667,0.4957,17.466,11.7,20.814,26.58,0.57663333,0.6832,0.59206667,0.0771,100365188.44424534,Active,715,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00272,,,2.0813,1.10493333,1.90266667,1.98443333,1.7733,15.777,17.826,20.133,18.084,0.86013333,0.45503333,0.4857,0.00473333,38231491.85638269,,716,0,2,3,1,1,2,1,1,1,1,2,0,3,0,2
B00273,,,1.23263333,0.74043333,0.2948,0.3118,0.426,18.15,11.328,30.327,37.149,0.2527,0.6939,0.34976667,0.1028,140716316.092749,Active,621,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00274,,1.5048,2.1594,1.535,0.70253333,0.73883333,0.65426667,15.675,24.96,40.746,31.461,0.58313333,0.5345,0.38793333,0.03206667,27345107.320427936,Default,671,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00275,,1.7372,0.55253333,0.36163333,0.21566667,0.23116667,0.325,13.527,12.693,27.921,28.755,0.14076667,2.0057,0.2818,0.11515,307007624.2466761,Active,667,1,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00276,-5.0211,,1.71673333,0.8327,0.4263,0.4535,0.35813333,10.269,11.466,23.289,22.092,0.51383333,0.8109,0.30006667,0.25483333,247932176.29741785,Paid,669,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00277,,1.0105,1.53036667,0.83846667,0.37966667,0.39773333,0.34023333,13.875,11.955,24.618,26.538,1.06026667,0.61613333,0.41543333,0.21626667,9345651.369149951,Active,730,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00278,,1.314,0.8446,0.50423333,0.27176667,0.23646667,0.2542,13.638,19.854,30.231,24.015,0.852,1.61646667,0.60866667,0.05226667,400933960.56953293,Active,584,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00279,,1.1314,2.20673333,1.70386667,0.2232,0.10976667,0.19966667,16.656,16.458,22.071,22.269,0.5988,0.86216667,0.2823,0.12173333,14684538.794070823,Paid,612,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00280,,,2.46163333,1.75913333,0.62833333,0.6568,0.59066667,11.4,8.769,14.385,17.016,1.38896667,0.42953333,0.43933333,0.0932,15039334.15847089,Active,724,0,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00281,,1.8617,0.80283333,0.65746667,1.37233333,1.42566667,1.26783333,13.056,17.886,24.531,19.701,0.62173333,41.51226667,0.51296667,2.6383,5322746.27882509,Active,719,1,2,3,1,0,2,1,1,1,1,2,2,3,0,2
B00282,,0.9,1.55986667,1.03646667,0.64903333,0.68683333,0.60453333,11.892,16.134,18.624,14.382,0.56433333,0.67043333,0.34373333,0.05723333,29342970.77579096,Active,668,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00283,,0.7392,3.59256667,2.43643333,0.72996667,0.78146667,0.60686667,14.328,20.304,26.682,20.706,1.0148,0.2688,0.28393333,0.05653333,1558085.3808386112,Active,628,0,1,2,0,0,0,1,1,1,1,1,0,3,0,1
B00284,,1.5137,3.22953333,2.06216667,0.62826667,0.66893333,0.5857,10.716,22.086,22.089,10.719,1.53836667,0.2973,0.31033333,0.0983,21440011.539228715,Active,746,1,1,2,0,0,0,1,1,1,1,1,0,3,0,3
B00285,,,0.40536667,0.28796667,0.37283333,0.39543333,0.33943333,16.731,17.532,21.354,20.553,0.13386667,2.1376,0.33896667,0.6574,359752976.92009735,Paid,769,0,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00286,,1.2184,0.91353333,0.591,0.26483333,0.274,0.3712,15.399,14.541,23.43,24.288,0.37156667,0.9908,0.59093333,0.03185,29640818.20801093,Paid,708,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00287,,,1.6106,1.21776667,0.7084,0.74503333,0.64073333,11.646,19.095,30.897,23.448,0.30746667,1.40946667,0.38466667,0.02223333,3731333195.492788,Active,718,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00288,,0.4562,0.8034,0.4526,0.15096667,0.15716667,0.1383,12.393,15.438,21.843,18.798,0.44786667,2.05626667,0.48673333,0.39206667,102935832.33127302,Default,648,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00289,,0.6254,1.7493,0.8828,0.55706667,0.5909,0.52406667,12.93,16.731,25.923,22.122,0.27616667,0.70213333,0.32986667,0.09263333,18976634.549676195,Paid,729,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00290,,,1.66693333,1.08436667,0.3568,0.37846667,0.52755,12.282,11.502,16.386,17.166,0.66433333,0.65316667,0.32143333,0.08786667,7608994.836022453,,646,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00291,,,2.94206667,2.35036667,0.43486667,0.46583333,0.39966667,15.213,17.241,22.827,20.799,0.92776667,0.35203333,0.28593333,0.06663333,33957150.229256146,,639,0,2,2,0,0,0,1,1,1,1,2,0,3,0,1
B00292,,,1.05586667,0.83663333,0.24236667,0.25736667,0.33165,14.685,14.352,37.359,37.692,0.85346667,0.93635,0.32403333,0.10765,105865761.46569628,Paid,764,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00293,,0.7443,1.19366667,0.6688,0.3506,0.3657,0.34986667,14.442,19.947,17.892,12.387,0.25876667,1.4955,0.4749,0.07786667,430047300.1877484,Active,701,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00294,,,1.3827,0.74033333,1.14483333,1.19936667,1.04266667,17.403,17.223,35.955,36.135,2.28113333,0.48905,0.40713333,0.103,24565856.818256155,,642,0,2,3,1,0,1,1,1,1,1,0,0,3,0,1
B00295,,1.4938,1.45213333,1.1382,0.36536667,0.381,0.33303333,16.242,15.951,23.517,23.808,0.3182,0.75203333,0.46166667,0.08723333,68529618.84624551,Active,644,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00296,,,1.379,1.08526667,0.8944,0.9336,0.90626667,9.168,10.917,26.337,24.588,0.75496667,0.77243333,0.45123333,0.1641,11040349.67546234,,707,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00297,-5.122,1.1023,1.66,1.21613333,0.3231,0.3401,0.29703333,7.443,11.685,32.985,28.743,0.76066667,0.7594,0.37913333,0.12776667,26494190.13220937,Active,673,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00297,-5.1613,1.1023,1.66,1.21613333,0.3231,0.3401,0.29703333,7.443,11.685,32.985,28.743,0.76066667,0.7594,0.37913333,0.12776667,26494190.13220937,Active,673,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00298,-4.9517,0.8043,3.0268,1.71186667,0.65116667,0.50093333,0.57216667,8.949,15.69,18.387,11.646,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,Active,652,0,1,3,0,0,0,1,1,1,1,2,0,3,0,1
B00298,-4.9453,0.8043,3.0268,1.71186667,0.65116667,0.50093333,0.57216667,8.949,15.69,18.387,11.646,0.73743333,0.33656667,0.27413333,0.10356667,15208309.201701626,Active,652,0,1,3,0,0,0,1,1,1,1,2,0,3,0,1
B00299,,,0.55923333,0.3647,1.5491,1.60233333,1.535,10.62,11.235,36.225,35.61,0.75993333,2.17223333,0.58313333,0.1532,34938541.78243297,,815,0,2,3,1,1,2,1,1,1,1,2,2,3,0,4
B00300,,1.4833,1.4991,0.9497,0.51906667,0.5421,0.50333333,17.541,11.508,31.536,37.569,0.34763333,1.02746667,0.45913333,0.138,163613165.83394408,Active,629,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00301,,,0.77766667,0.5486,0.14133333,0.14573333,0.20135,14.07,12.963,38.274,39.381,0.3786,1.4527,0.60266667,0.04705,8838821.862361427,Active,740,0,2,3,0,0,0,1,1,1,1,2,1,3,0,3
B00302,,,1.08213333,0.6436,0.25053333,0.26103333,0.24543333,20.316,19.617,32.943,33.642,0.49973333,1.14076667,0.47703333,0.0183,85675823.18635367,Active,704,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00303,,2.0655,1.35653333,0.84006667,0.36946667,0.32596667,0.33636667,20.892,12.306,23.787,32.373,0.84746667,0.82766667,0.4473,0.06736667,56840800.668304905,Past due,715,2,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00304,,1.0207,2.2598,1.34436667,0.65303333,0.689,0.62826667,7.155,12.108,20.949,15.996,0.87376667,0.66306667,0.36243333,0.1032,46336865.679166354,Active,694,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00305,,,2.00146667,1.58603333,1.08593333,1.13416667,1.03156667,10.575,21.57,24.282,13.287,0.65166667,0.46346667,0.44583333,0.09076667,2934400020.720765,,639,0,2,3,1,0,1,1,1,1,1,2,0,3,0,1
B00306,,2.2128,1.9643,1.1868,0.5071,0.5334,0.4478,9.345,17.22,25.659,17.784,0.66436667,0.55766667,0.39236667,0.11736667,1655354790.5375144,Active,668,2,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00307,,,2.13373333,1.25596667,0.46983333,0.499,0.44456667,13.497,17.556,25.761,21.702,0.56563333,0.31845,0.32073333,0.1107,67908714.6987199,,762,0,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00308,-4.7282,1.1885,1.3092,0.9328,0.32836667,0.3394,0.32766667,14.82,11.811,14.25,17.259,0.43473333,1.14386667,0.5852,0.0541,6773572.945446074,Paid,709,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00308,-4.7396,1.1885,1.3092,0.9328,0.32836667,0.3394,0.32766667,14.82,11.811,14.25,17.259,0.43473333,1.14386667,0.5852,0.0541,6773572.945446074,Paid,709,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00309,,,1.73506667,1.11533333,0.33216667,0.34883333,0.467,15.504,19.551,23.37,19.323,0.4881,0.43105,0.3894,0.03035,23550776.668668147,Paid,679,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00310,,2.7296,1.16556667,0.8296,0.1401,0.14483333,0.135,10.605,12.972,29.355,26.988,0.67196667,0.6919,0.59473333,0.13176667,79867223.89054105,Active,625,2,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00311,,1.4906,2.53806667,1.70926667,0.54306667,0.5747,0.49823333,11.664,14.634,32.646,29.676,0.793,0.39346667,0.3394,0.03443333,8766680.228627102,Active,774,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00312,,0.9787,0.75146667,0.54366667,0.26473333,0.2765,0.24723333,15.078,12.816,35.976,38.238,0.30136667,1.53223333,0.44703333,0.20683333,283188208.4122848,Active,723,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00313,,1.0184,0.81303333,0.54213333,0.4094,0.42583333,0.41103333,17.553,21.384,31.62,27.789,0.4503,2.73823333,0.49093333,0.06733333,25302131.18515126,Paid,791,1,2,3,0,0,0,1,1,1,1,2,2,3,0,3
B00314,,1.1451,1.05463333,0.85983333,0.57486667,0.31763333,0.53906667,14.055,11.85,23.658,25.863,0.77053333,2.1441,0.40763333,0.39466667,16617990.653497525,Active,803,1,2,3,0,0,0,1,1,1,1,2,2,3,0,4
B00315,,1.7631,0.34033333,0.2844,0.04123333,0.0437,0.1054,16.044,14.919,33.915,35.04,0.2045,0.8468,0.33263333,0.259,127762202.17700222,Paid,591,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00316,,,1.14553333,0.63956667,0.6885,0.71603333,0.63666667,10.041,15.225,17.82,12.636,0.9685,1.2614,0.49666667,0.08096667,151790482.0312415,,697,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00317,-5.28,1.1745,2.58553333,1.5325,0.4554,0.4836,0.4278,10.374,14.952,27.249,22.671,1.89726667,0.42533333,0.3143,0.10473333,21237228.81596336,Active,696,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00317,-5.239199999999999,1.1745,2.58553333,1.5325,0.4554,0.4836,0.4278,10.374,14.952,27.249,22.671,1.89726667,0.42533333,0.3143,0.10473333,21237228.81596336,Active,696,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00318,-4.7755,2.221,1.58006667,1.0522,0.2592,0.26796667,0.24483333,15.462,15.912,21.51,21.06,0.50873333,0.67986667,0.59143333,0.09403333,87774940.71012615,Active,720,2,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00319,,0.5277,0.94456667,0.5146,0.63623333,0.67433333,0.61653333,13.239,14.514,17.82,16.545,0.1811,2.5255,0.3387,0.41926667,79733301.91581985,Active,716,0,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00320,,,2.1596,1.2431,0.40643333,0.43176667,0.39196667,14.757,14.748,26.358,26.367,0.37443333,0.61366667,0.31723333,0.01796667,28722443.44234376,Active,718,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00321,,1.1061,1.125,0.61136667,0.1486,0.15463333,0.14473333,17.91,16.014,29.001,30.897,0.64646667,0.76926667,0.49123333,0.0137,73478146.83662868,Active,844,1,2,3,0,0,0,1,1,1,1,2,0,3,0,4
B00322,,0.9252,1.62733333,0.9171,0.2981,0.12733333,0.26666667,13.131,14.895,17.94,16.176,0.60916667,0.97806667,0.4488,0.1352,90948127.05299091,Paid,608,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00323,,1.3634,1.5631,1.12456667,0.5701,0.5903,0.5192,13.392,16.776,14.961,11.577,0.3965,0.78273333,0.58286667,0.0647,460288797.1258514,Active,728,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00324,,,1.90806667,1.30906667,0.58376667,0.62176667,0.55436667,14.211,19.407,15.021,9.825,0.2975,0.559,0.29576667,0.20076667,7946963.143893542,,697,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00325,,0.4324,0.56833333,0.45076667,0.10113333,0.10543333,0.15255,14.286,14.157,35.805,35.934,0.27176667,0.85685,0.47323333,0.1134,26067089.423136428,Paid,805,0,2,3,0,0,0,1,1,1,1,2,0,3,0,4
B00326,,,1.82636667,1.19183333,0.40096667,0.42973333,0.34626667,13.368,16.797,22.068,18.639,0.24403333,3.8127,0.27616667,1.08706667,45474861.332006305,,616,0,2,3,0,0,0,1,1,1,1,2,2,3,0,1
B00327,,,1.73083333,1.06673333,0.9323,0.98576667,0.83586667,16.047,9.843,32.616,38.82,0.39913333,0.62363333,0.34476667,0.15353333,405757218.76719785,,710,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00328,,,0.3859,0.20603333,0.94403333,0.9755,0.92266667,6.591,15.948,23.778,14.421,0.70206667,2.18805,0.59986667,0.22435,26525433.69222728,,676,0,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00329,,1.4283,1.03256667,0.6583,0.44173333,0.46093333,0.40356667,16.47,11.082,27.594,32.982,0.39723333,1.05626667,0.4524,0.1314,4073948.646621891,Paid,640,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00330,,1.5169,0.4618,0.3384,0.17806667,0.12903333,0.2529,6.618,13.29,40.659,33.987,0.1774,1.40105,0.39513333,0.1959,91930992.05797836,Active,651,1,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00331,,0.5489,1.62643333,0.79623333,0.23733333,0.07493333,0.2056,17.337,14.427,34.806,37.716,0.56826667,0.83213333,0.4398,0.06653333,137844211.31697467,Active,712,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00332,,0.8442,1.50743333,1.1347,0.11683333,0.12363333,0.10476667,11.043,12.318,28.803,27.528,0.35206667,0.5666,0.34373333,0.05066667,39022692.08062501,Past due,708,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00333,,,1.4658,0.79303333,0.80803333,0.8421,0.78443333,12.09,8.178,32.262,36.174,1.1627,0.87826667,0.47093333,0.05546667,19825956.19928003,,712,0,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00334,,1.2362,1.12756667,0.64023333,0.482,0.50166667,0.4461,12.345,16.668,20.625,16.302,0.28196667,1.18676667,0.48163333,0.07783333,67422779.09527266,Paid,712,1,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00335,,1.0231,1.4971,1.159,0.48126667,0.25286667,0.43506667,15.714,14.997,27.633,28.35,0.52943333,0.85443333,0.36116667,0.19606667,24636946.760569688,Active,715,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00336,,,1.4608,0.9927,0.72123333,0.47086667,0.62646667,15.393,15.195,30.468,30.666,1.21946667,0.6667,0.4618,0.09726667,44978549.718915395,,692,0,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00337,,,1.85286667,1.30016667,0.54043333,0.56636667,0.48906667,11.331,12.468,27.597,26.46,1.25846667,0.7659,0.42633333,0.12606667,513093608.0815525,Active,605,0,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00338,,0.3416,0.63236667,0.46856667,0.24573333,0.2542,0.33985,13.968,14.037,25.026,24.957,0.5059,1.2537,0.58343333,0.05585,57674211.14044153,Past due,665,0,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00339,,1.1484,1.7006,1.22983333,0.4355,0.4619,0.40273333,6.264,22.071,36.108,20.301,0.526,0.72093333,0.33536667,0.04,1147133.789404851,Paid,683,1,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00340,,1.4571,1.11833333,0.65326667,0.30226667,0.3181,0.4365,13.59,22.536,21.381,12.435,0.3486,0.82725,0.38953333,0.0569,32256562.28498636,Active,662,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00341,,2.1616,1.49406667,0.8442,0.1611,0.16733333,0.14796667,13.659,7.887,24.75,30.522,0.94623333,0.63976667,0.5192,0.04743333,279307667.27505404,Default,658,2,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00342,,1.0166,2.6358,2.0663,0.65073333,0.68666667,0.59376667,12.54,20.847,15.183,6.876,1.9781,0.34316667,0.35696667,0.06396667,111152496.57270612,Active,751,1,2,2,0,0,0,1,1,1,1,1,0,3,0,3
B00343,,1.8282,1.3816,0.87783333,0.15836667,0.16396667,0.15673333,12.27,22.176,17.481,7.575,0.58063333,0.71443333,0.5635,0.03656667,127442130.72392514,Active,627,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00344,,1.1196,1.1043,0.7682,0.25156667,0.26546667,0.721,8.028,16.401,26.319,17.946,0.17466667,0.2935,0.34036667,0.0237,209082833.7362384,Active,619,1,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00345,,,1.74843333,1.14723333,0.39306667,0.41053333,0.37953333,12.816,14.412,33.282,31.686,0.84353333,0.63463333,0.42433333,0.03116667,3488204.3125284864,Active,638,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00346,-4.9482,1.4677,2.6446,1.3886,0.30413333,0.32656667,0.4195,12.378,13.395,13.095,12.078,1.25513333,0.27525,0.26583333,0.07295,272185477.49226326,Active,602,1,2,3,0,0,0,1,1,1,1,1,0,3,0,1
B00347,,0.339,1.7581,1.36663333,0.38966667,0.09243333,0.3576,13.05,12.498,28.644,29.196,0.7331,0.56213333,0.39196667,0.06843333,134893826.536156,Active,666,0,2,3,0,0,0,1,1,1,1,2,0,3,0,1
B00348,,1.3905,1.61463333,0.9603,0.6823,0.71143333,0.65136667,8.694,16.968,13.824,5.55,1.0824,0.70203333,0.4689,0.06846667,9831401.219077032,Default,706,1,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00349,,2.0067,0.97166667,0.59806667,0.19206667,0.14106667,0.1734,16.224,20.715,16.005,11.514,0.35313333,1.0705,0.43423333,0.2176,28872810.455523532,Active,630,2,2,3,0,0,0,1,1,1,1,2,1,3,0,1
B00350,,1.5106,2.0013,1.41563333,0.29716667,0.3118,0.28096667,15.033,22.335,21.375,14.073,0.6286,0.5106,0.38423333,0.0211,28642913.900401305,Active,774,1,2,3,0,0,0,1,1,1,1,2,0,3,0,3
B00351,,,1.41173333,0.9257,0.64553333,0.6754,0.59153333,8.799,21.768,32.865,19.896,1.6065,0.86996667,0.43883333,0.03013333,586930520.248827,Active,689,0,2,3,0,0,0,1,1,1,1,1,0,3,0,2
B00352,,,0.5425,0.31093333,0.60486667,0.3909,0.82925,11.967,17.847,31.605,25.725,0.22306667,1.0164,0.58763333,0.2083,51935477.7235459,,677,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00353,-4.9318,0.9585,3.83463333,2.7146,0.4478,0.47783333,0.40846667,14.235,19.587,38.406,33.054,0.96113333,0.2335,0.29906667,0.07753333,82861287.61372355,Active,707,0,1,2,0,0,0,1,1,1,1,2,0,3,0,2
B00353,-4.9432,0.9585,3.83463333,2.7146,0.4478,0.47783333,0.40846667,14.235,19.587,38.406,33.054,0.96113333,0.2335,0.29906667,0.07753333,82861287.61372355,Active,707,0,1,2,0,0,0,1,1,1,1,2,0,3,0,2
B00353,-4.945,0.9585,3.83463333,2.7146,0.4478,0.47783333,0.40846667,14.235,19.587,38.406,33.054,0.96113333,0.2335,0.29906667,0.07753333,82861287.61372355,Active,707,0,1,2,0,0,0,1,1,1,1,2,0,3,0,2
B00354,,,1.12346667,0.6038,0.48603333,0.32146667,0.4395,9.627,13.371,19.869,16.125,0.3093,1.41003333,0.46246667,0.1767,202823506.37337887,Active,683,0,2,3,0,0,0,1,1,1,1,2,1,3,0,2
B00355,-5.1364,1.056,0.65343333,0.4816,0.59273333,0.6224,0.568,8.442,13.884,24.591,19.149,0.2875,3.50756667,0.41813333,0.5951,25792053.743905433,Active,684,1,2,3,0,0,0,1,1,1,1,2,2,3,0,2
B00356,,,1.85503333,0.86876667,0.7201,0.75836667,0.66886667,11.112,10.05,16.848,17.91,0.45473333,0.4976,0.37716667,0.14913333,59522012.39689808,,722,0,2,3,0,0,0,1,1,1,1,2,0,3,0,2
B00357,,,1.36666667,0.6384,0.65686667,0.4382,0.60763333,9.15,18.627,20.919,11.442,0.52713333,1.83233333,0.4812,0.15356667,47560629.60924457,Active,750,0,2,3,0,0,0,1,1,1,1,2,1,3,0,3
