borrower_id,loan_pricing_sensitivity,collateral_coverage_ratio,tlr,sdlr,ebit_coverage_ratio,ebitda_coverage_ratio,capex_adjusted_coverage_ratio,AR,AP,inventory_days,CCC,debt_to_equity,operating_cash_flow_coverage,profit_margin,liquidity_ratio,stdev_op_cash_flow,loan_status,credit_score,ccr_rating,tlr_rating,sdlr_rating,ebit_coverage_ratio_rating,ebitda_coverage_ratio_rating,capex_adjusted_coverage_ratio_rating,AP_rating,AR_rating,inventory_days_rating,CCC_rating,debt_to_equity_rating,operating_cash_flow_coverage_rating,profit_margin_rating,liquidity_ratio_rating,credit_score_rating,Sum_Score,Is_Creditworthy
B00241,,,1.34806667,0.89806667,4.1229,3.9016,4.10073333,14.823,13.23,30.069,31.662,0.4164,0.53646667,0.4967,0.07673333,6888328.709,Active,670,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00242,,1.0546,2.3955,1.5563,1.29503333,0.9811,1.21723333,17.061,13.302,31.338,35.097,1.42313333,0.488,0.3669,0.0528,5857259.073,Active,719,1,2,3,1,0,1,1,1,1,1,1,0,3,0,2,18,Not Credit-worthy
B00243,,,2.74936667,1.28716667,4.5533,3.525,3.97026667,10.185,9.894,21.588,21.879,0.76963333,0.38063333,0.27173333,0.11673333,25767261.26,Active,762,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00244,,1.7735,1.59233333,0.81213333,2.59423333,2.70943333,2.4509,12.453,15.024,24.609,22.038,0.8168,1.08886667,0.4461,0.11676667,43062074.8,Active,654,1,2,3,2,1,3,1,1,1,1,2,1,3,0,1,23,Not Credit-worthy
B00245,,,1.26356667,0.92683333,12.1181,12.51806667,11.5009,15.861,14.895,36.162,37.128,0.8143,0.5042,0.60806667,0.0526,34323972,,731,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00246,,,1.52456667,0.9632,10.36133333,7.6461,9.3642,18.402,17.88,22.803,23.325,0.87383333,0.6106,0.43013333,0.14393333,2213172.888,,785,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00247,,,1.74183333,0.92076667,1.40463333,1.48733333,1.26493333,18.591,10.053,20.271,28.809,0.70133333,0.56766667,0.3431,0.17923333,35749625.7,Active,714,0,2,3,1,0,2,1,1,1,1,2,0,3,0,2,19,Not Credit-worthy
B00248,,1.1008,0.8668,0.5864,2.48563333,2.59863333,2.3215,14.289,17.649,30.132,26.772,0.69903333,1.21593333,0.4437,0.04666667,21940074.52,Active,717,1,2,3,2,1,3,1,1,1,1,2,1,3,0,2,24,Not Credit-worthy
B00249,,,1.4768,1.2096,12.07876667,12.56733333,11.8265,17.4,10.272,26.028,33.156,0.91716667,1.7484,0.49416667,0.38723333,38076936.35,,705,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00250,,0.8186,2.58803333,1.64606667,3.5361,3.72583333,3.26583333,6.522,13.884,22.398,15.036,1.00293333,0.4592,0.3732,0.0378,794617473.1,Active,739,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00251,,1.122,1.85503333,1.05333333,4.3015,4.07736667,3.56906667,10.158,11.433,25.527,24.252,1.3377,0.9006,0.2647,0.03786667,22040707.77,Active,686,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00252,,1.3759,1.56006667,0.8986,1.25993333,0.8306,1.16646667,20.313,22.548,34.812,32.577,1.2798,0.5646,0.47156667,0.0452,19583815.82,Active,718,1,2,3,1,0,1,1,1,1,1,1,0,3,0,2,18,Not Credit-worthy
B00253,,1.2408,0.573,0.32083333,5.09386667,5.2654,4.89313333,14.298,18.582,35.43,31.146,0.23273333,1.788,0.60136667,0.0279,30362818.29,Paid,668,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00254,,1.4005,1.8324,1.05676667,3.23916667,3.42076667,3.04746667,13.377,18.822,14.52,9.075,0.87166667,0.68856667,0.36086667,0.04796667,163282596.2,Active,708,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00255,,1.9241,1.13073333,0.6825,2.85646667,3.00136667,3.8403,15.957,16.302,26.034,25.689,0.44453333,0.7815,0.41176667,0.09945,4096204.451,Active,673,1,2,3,2,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00256,,2.1868,2.31213333,1.6043,5.80353333,6.1864,5.21043333,15.126,18.735,29.766,26.157,0.5326,0.553,0.30383333,0.16076667,51470878.58,Past due,753,2,2,3,3,2,3,1,1,1,1,2,0,3,0,3,27,Credit-worthy
B00257,,1.3123,1.66896667,1.07156667,3.47056667,3.61656667,3.22623333,15.642,16.821,27.048,25.869,0.712,0.9341,0.4818,0.0827,230247635.8,Paid,763,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00258,,,1.49226667,0.83493333,4.09056667,4.34516667,3.59143333,10.902,15.798,10.191,5.295,0.48786667,0.78316667,0.3179,0.05806667,31701041.19,,659,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00259,,0.3324,0.88486667,0.50363333,5.277,5.52496667,5.2224,9.234,10.572,25.233,23.895,0.24873333,3.99346667,0.4296,0.06073333,45870663.92,Paid,650,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00260,,,1.39853333,1.1308,7.61956667,8.16033333,6.74243333,16.701,17.454,21.426,20.673,0.1547,2365.0699,0.28343333,442.3756,969117.4689,,646,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00261,,,1.46483333,0.88233333,5.37836667,5.0436,5.207,7.581,22.515,32.295,17.361,1.04613333,0.6096,0.4317,0.18326667,25695544.61,Active,564,0,2,3,3,2,3,1,1,1,1,1,0,3,0,0,21,Not Credit-worthy
B00262,-4.9559,0.7923,0.0422,0.01743333,0.54956667,0.58436667,1.5247,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0,55684139.78,Paid,793,0,2,3,0,0,2,1,1,1,1,2,2,3,0,3,21,Not Credit-worthy
B00262,-4.957,0.7923,0.0422,0.01743333,0.54956667,0.58436667,1.5247,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0,55684139.78,Paid,793,0,2,3,0,0,2,1,1,1,1,2,2,3,0,3,21,Not Credit-worthy
B00262,-4.9457,0.7923,0.0422,0.01743333,0.54956667,0.58436667,1.5247,7.887,18.693,20.394,9.588,0.00983333,10.6938,0.3158,0,55684139.78,Paid,793,0,2,3,0,0,2,1,1,1,1,2,2,3,0,3,21,Not Credit-worthy
B00263,,1.4748,2.4085,1.74116667,5.6987,6.02586667,5.00836667,5.922,16.572,36.699,26.049,1.2842,0.47613333,0.34993333,0.03,696717742.6,Active,695,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00264,,1.3636,1.9772,1.26383333,3.05376667,1.1662,2.6839,9.117,14.388,19.095,13.824,0.6035,0.65646667,0.32416667,0.0324,82666105.3,Active,767,1,2,3,3,0,3,1,1,1,1,2,0,3,0,3,24,Not Credit-worthy
B00265,,,0.7692,0.5371,2.868,2.4886,2.84833333,14.838,16.839,32.343,30.342,0.51383333,1.53753333,0.44443333,0.36086667,57401082.2,Default,624,0,2,3,2,1,3,1,1,1,1,2,1,3,0,1,22,Not Credit-worthy
B00266,,1.1547,1.60656667,1.03783333,2.82626667,2.9995,2.5168,17.838,19.182,31.485,30.141,0.35976667,0.77066667,0.34243333,0.0498,24756774.01,Paid,707,1,2,3,2,1,3,1,1,1,1,2,0,3,0,2,23,Not Credit-worthy
B00267,,1.9235,0.98473333,0.74693333,3.7324,3.94156667,3.24976667,9.903,20.934,27.471,16.44,0.28706667,1.0145,0.36123333,0.15783333,31183986.3,Paid,703,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00268,,0.2098,0.97623333,0.6303,2.38933333,2.49806667,2.29023333,16.623,15.867,12.933,13.689,0.36916667,1.07643333,0.44756667,0.23486667,2229430.54,Past due,792,0,2,3,2,1,3,1,1,1,1,2,1,3,0,3,24,Not Credit-worthy
B00269,,1.728,1.32656667,0.87306667,4.91963333,5.12686667,4.43186667,21.309,14.052,26.067,33.324,0.43686667,2.4921,0.47593333,0.04873333,492094472.3,Active,780,1,2,3,3,2,3,1,1,1,1,2,2,3,0,3,28,Credit-worthy
B00270,,1.12,1.6291,1.3009,3.34963333,3.55153333,3.22733333,13.341,16.158,38.211,35.394,0.99096667,0.5861,0.3302,0.1139,6893388.892,Paid,726,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00271,,0.7613,1.05753333,0.6014,3.47426667,3.59176667,4.95705,17.466,11.7,20.814,26.58,0.57663333,0.6832,0.59206667,0.0771,100365188.4,Active,715,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00272,,,2.0813,1.10493333,19.02663333,19.84453333,17.73306667,15.777,17.826,20.133,18.084,0.86013333,0.45503333,0.4857,0.00473333,38231491.86,,716,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00273,,,1.23263333,0.74043333,2.94806667,3.11806667,4.26015,18.15,11.328,30.327,37.149,0.2527,0.6939,0.34976667,0.1028,140716316.1,Active,621,0,2,3,2,2,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00274,,1.5048,2.1594,1.535,7.0252,7.38833333,6.5428,15.675,24.96,40.746,31.461,0.58313333,0.5345,0.38793333,0.03206667,27345107.32,Default,671,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00275,,1.7372,0.55253333,0.36163333,2.1568,2.3115,3.2498,13.527,12.693,27.921,28.755,0.14076667,2.0057,0.2818,0.11515,307007624.2,Active,667,1,2,3,2,1,3,1,1,1,1,2,2,3,0,1,24,Not Credit-worthy
B00276,-5.0211,,1.71673333,0.8327,4.26306667,4.53486667,3.58156667,10.269,11.466,23.289,22.092,0.51383333,0.8109,0.30006667,0.25483333,247932176.3,Paid,669,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00277,,1.0105,1.53036667,0.83846667,3.79656667,3.97703333,3.40273333,13.875,11.955,24.618,26.538,1.06026667,0.61613333,0.41543333,0.21626667,9345651.369,Active,730,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00278,,1.314,0.8446,0.50423333,2.71763333,2.3646,2.542,13.638,19.854,30.231,24.015,0.852,1.61646667,0.60866667,0.05226667,400933960.6,Active,584,1,2,3,2,1,3,1,1,1,1,2,1,3,0,1,23,Not Credit-worthy
B00279,,1.1314,2.20673333,1.70386667,2.232,1.09766667,1.99643333,16.656,16.458,22.071,22.269,0.5988,0.86216667,0.2823,0.12173333,14684538.79,Paid,612,1,2,3,2,0,2,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00280,,,2.46163333,1.75913333,6.28326667,6.56773333,5.90676667,11.4,8.769,14.385,17.016,1.38896667,0.42953333,0.43933333,0.0932,15039334.16,Active,724,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00281,,1.8617,0.80283333,0.65746667,13.72316667,14.2566,12.67823333,13.056,17.886,24.531,19.701,0.62173333,41.51226667,0.51296667,2.6383,5322746.279,Active,719,1,2,3,3,2,3,1,1,1,1,2,2,3,0,2,27,Credit-worthy
B00282,,0.9,1.55986667,1.03646667,6.49036667,6.8686,6.0455,11.892,16.134,18.624,14.382,0.56433333,0.67043333,0.34373333,0.05723333,29342970.78,Active,668,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00283,,0.7392,3.59256667,2.43643333,7.29946667,7.81456667,6.06876667,14.328,20.304,26.682,20.706,1.0148,0.2688,0.28393333,0.05653333,1558085.381,Active,628,0,1,2,3,2,3,1,1,1,1,1,0,3,0,1,20,Not Credit-worthy
B00284,,1.5137,3.22953333,2.06216667,6.28293333,6.68943333,5.85673333,10.716,22.086,22.089,10.719,1.53836667,0.2973,0.31033333,0.0983,21440011.54,Active,746,1,1,2,3,2,3,1,1,1,1,1,0,3,0,3,23,Not Credit-worthy
B00285,,,0.40536667,0.28796667,3.72823333,3.95446667,3.39436667,16.731,17.532,21.354,20.553,0.13386667,2.1376,0.33896667,0.6574,359752976.9,Paid,769,0,2,3,3,2,3,1,1,1,1,2,2,3,0,3,27,Credit-worthy
B00286,,1.2184,0.91353333,0.591,2.64843333,2.74023333,3.71235,15.399,14.541,23.43,24.288,0.37156667,0.9908,0.59093333,0.03185,29640818.21,Paid,708,1,2,3,2,1,3,1,1,1,1,2,0,3,0,2,23,Not Credit-worthy
B00287,,,1.6106,1.21776667,7.0839,7.4502,6.4073,11.646,19.095,30.897,23.448,0.30746667,1.40946667,0.38466667,0.02223333,3731333195,Active,718,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00288,,0.4562,0.8034,0.4526,1.50973333,1.57166667,1.3829,12.393,15.438,21.843,18.798,0.44786667,2.05626667,0.48673333,0.39206667,102935832.3,Default,648,0,2,3,1,1,2,1,1,1,1,2,2,3,0,1,21,Not Credit-worthy
B00289,,0.6254,1.7493,0.8828,5.57036667,5.90916667,5.2408,12.93,16.731,25.923,22.122,0.27616667,0.70213333,0.32986667,0.09263333,18976634.55,Paid,729,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00290,,,1.66693333,1.08436667,3.56833333,3.7844,5.27535,12.282,11.502,16.386,17.166,0.66433333,0.65316667,0.32143333,0.08786667,7608994.836,,646,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00291,,,2.94206667,2.35036667,4.34853333,4.65803333,3.99683333,15.213,17.241,22.827,20.799,0.92776667,0.35203333,0.28593333,0.06663333,33957150.23,,639,0,2,2,3,2,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00292,,,1.05586667,0.83663333,2.4238,2.5737,3.31625,14.685,14.352,37.359,37.692,0.85346667,0.93635,0.32403333,0.10765,105865761.5,Paid,764,0,2,3,2,1,3,1,1,1,1,2,0,3,0,3,23,Not Credit-worthy
B00293,,0.7443,1.19366667,0.6688,3.50603333,3.6571,3.49893333,14.442,19.947,17.892,12.387,0.25876667,1.4955,0.4749,0.07786667,430047300.2,Active,701,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00294,,,1.3827,0.74033333,11.44833333,11.99356667,10.42706667,17.403,17.223,35.955,36.135,2.28113333,0.48905,0.40713333,0.103,24565856.82,,642,0,2,3,3,2,3,1,1,1,1,0,0,3,0,1,21,Not Credit-worthy
B00295,,1.4938,1.45213333,1.1382,3.6536,3.81003333,3.33023333,16.242,15.951,23.517,23.808,0.3182,0.75203333,0.46166667,0.08723333,68529618.85,Active,644,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00296,,,1.379,1.08526667,8.9443,9.33573333,9.06263333,9.168,10.917,26.337,24.588,0.75496667,0.77243333,0.45123333,0.1641,11040349.68,,707,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00297,-5.122,1.1023,1.66,1.21613333,3.2311,3.4011,2.97023333,7.443,11.685,32.985,28.743,0.76066667,0.7594,0.37913333,0.12776667,26494190.13,Active,673,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00297,-5.1613,1.1023,1.66,1.21613333,3.2311,3.4011,2.97023333,7.443,11.685,32.985,28.743,0.76066667,0.7594,0.37913333,0.12776667,26494190.13,Active,673,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00298,-4.9517,0.8043,3.0268,1.71186667,6.5117,5.00953333,5.72163333,8.949,15.69,18.387,11.646,0.73743333,0.33656667,0.27413333,0.10356667,15208309.2,Active,652,0,1,3,3,2,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00298,-4.9453,0.8043,3.0268,1.71186667,6.5117,5.00953333,5.72163333,8.949,15.69,18.387,11.646,0.73743333,0.33656667,0.27413333,0.10356667,15208309.2,Active,652,0,1,3,3,2,3,1,1,1,1,2,0,3,0,1,22,Not Credit-worthy
B00299,,,0.55923333,0.3647,15.49106667,16.02316667,15.35006667,10.62,11.235,36.225,35.61,0.75993333,2.17223333,0.58313333,0.1532,34938541.78,,815,0,2,3,3,2,3,1,1,1,1,2,2,3,0,4,28,Credit-worthy
B00300,,1.4833,1.4991,0.9497,5.19073333,5.4208,5.033,17.541,11.508,31.536,37.569,0.34763333,1.02746667,0.45913333,0.138,163613165.8,Active,629,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00301,,,0.77766667,0.5486,1.41313333,1.45736667,2.01375,14.07,12.963,38.274,39.381,0.3786,1.4527,0.60266667,0.04705,8838821.862,Active,740,0,2,3,1,0,3,1,1,1,1,2,1,3,0,3,22,Not Credit-worthy
B00302,,,1.08213333,0.6436,2.5053,2.61036667,2.4542,20.316,19.617,32.943,33.642,0.49973333,1.14076667,0.47703333,0.0183,85675823.19,Active,704,0,2,3,2,1,3,1,1,1,1,2,1,3,0,2,23,Not Credit-worthy
B00303,,2.0655,1.35653333,0.84006667,3.69463333,3.2596,3.36383333,20.892,12.306,23.787,32.373,0.84746667,0.82766667,0.4473,0.06736667,56840800.67,Past due,715,2,2,3,3,2,3,1,1,1,1,2,0,3,0,2,26,Credit-worthy
B00304,,1.0207,2.2598,1.34436667,6.53026667,6.89,6.28286667,7.155,12.108,20.949,15.996,0.87376667,0.66306667,0.36243333,0.1032,46336865.68,Active,694,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00305,,,2.00146667,1.58603333,10.85946667,11.34176667,10.31546667,10.575,21.57,24.282,13.287,0.65166667,0.46346667,0.44583333,0.09076667,2934400021,,639,0,2,3,3,2,3,1,1,1,1,2,0,3,0,1,23,Not Credit-worthy
B00306,,2.2128,1.9643,1.1868,5.07093333,5.33393333,4.47806667,9.345,17.22,25.659,17.784,0.66436667,0.55766667,0.39236667,0.11736667,1655354791,Active,668,2,2,3,3,2,3,1,1,1,1,2,0,3,0,1,25,Credit-worthy
B00307,,,2.13373333,1.25596667,4.69856667,4.98986667,4.44523333,13.497,17.556,25.761,21.702,0.56563333,0.31845,0.32073333,0.1107,67908714.7,,762,0,2,3,3,2,3,1,1,1,1,2,0,3,0,3,25,Credit-worthy
B00308,-4.7282,1.1885,1.3092,0.9328,3.28366667,3.3939,3.2767,14.82,11.811,14.25,17.259,0.43473333,1.14386667,0.5852,0.0541,6773572.945,Paid,709,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00308,-4.7396,1.1885,1.3092,0.9328,3.28366667,3.3939,3.2767,14.82,11.811,14.25,17.259,0.43473333,1.14386667,0.5852,0.0541,6773572.945,Paid,709,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00309,,,1.73506667,1.11533333,3.3217,3.4885,4.67015,15.504,19.551,23.37,19.323,0.4881,0.43105,0.3894,0.03035,23550776.67,Paid,679,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00310,,2.7296,1.16556667,0.8296,1.40103333,1.4481,1.3499,10.605,12.972,29.355,26.988,0.67196667,0.6919,0.59473333,0.13176667,79867223.89,Active,625,2,2,3,1,0,2,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00311,,1.4906,2.53806667,1.70926667,5.43073333,5.74683333,4.98276667,11.664,14.634,32.646,29.676,0.793,0.39346667,0.3394,0.03443333,8766680.229,Active,774,1,2,3,3,2,3,1,1,1,1,2,0,3,0,3,26,Credit-worthy
B00312,,0.9787,0.75146667,0.54366667,2.64713333,2.76496667,2.47256667,15.078,12.816,35.976,38.238,0.30136667,1.53223333,0.44703333,0.20683333,283188208.4,Active,723,0,2,3,2,1,3,1,1,1,1,2,1,3,0,2,23,Not Credit-worthy
B00313,,1.0184,0.81303333,0.54213333,4.09403333,4.25836667,4.11043333,17.553,21.384,31.62,27.789,0.4503,2.73823333,0.49093333,0.06733333,25302131.19,Paid,791,1,2,3,3,2,3,1,1,1,1,2,2,3,0,3,28,Credit-worthy
B00314,,1.1451,1.05463333,0.85983333,5.74876667,3.17656667,5.39063333,14.055,11.85,23.658,25.863,0.77053333,2.1441,0.40763333,0.39466667,16617990.65,Active,803,1,2,3,3,2,3,1,1,1,1,2,2,3,0,4,29,Credit-worthy
B00315,,1.7631,0.34033333,0.2844,0.4123,0.43693333,1.054,16.044,14.919,33.915,35.04,0.2045,0.8468,0.33263333,0.259,127762202.2,Paid,591,1,2,3,0,0,1,1,1,1,1,2,0,3,0,1,17,Not Credit-worthy
B00316,,,1.14553333,0.63956667,6.8849,7.16036667,6.3667,10.041,15.225,17.82,12.636,0.9685,1.2614,0.49666667,0.08096667,151790482,,697,0,2,3,3,2,3,1,1,1,1,2,1,3,0,2,25,Credit-worthy
B00317,-5.28,1.1745,2.58553333,1.5325,4.554,4.8361,4.278,10.374,14.952,27.249,22.671,1.89726667,0.42533333,0.3143,0.10473333,21237228.82,Active,696,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00317,-5.2392,1.1745,2.58553333,1.5325,4.554,4.8361,4.278,10.374,14.952,27.249,22.671,1.89726667,0.42533333,0.3143,0.10473333,21237228.82,Active,696,1,2,3,3,2,3,1,1,1,1,1,0,3,0,2,24,Not Credit-worthy
B00318,-4.7755,2.221,1.58006667,1.0522,2.59203333,2.6798,2.44836667,15.462,15.912,21.51,21.06,0.50873333,0.67986667,0.59143333,0.09403333,87774940.71,Active,720,2,2,3,2,1,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00319,,0.5277,0.94456667,0.5146,6.3625,6.74316667,6.16533333,13.239,14.514,17.82,16.545,0.1811,2.5255,0.3387,0.41926667,79733301.92,Active,716,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00320,,,2.1596,1.2431,4.06403333,4.31796667,3.91963333,14.757,14.748,26.358,26.367,0.37443333,0.61366667,0.31723333,0.01796667,28722443.44,Active,718,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00321,,1.1061,1.125,0.61136667,1.48583333,1.54636667,1.4472,17.91,16.014,29.001,30.897,0.64646667,0.76926667,0.49123333,0.0137,73478146.84,Active,844,1,2,3,1,1,2,1,1,1,1,2,0,3,0,4,23,Not Credit-worthy
B00322,,0.9252,1.62733333,0.9171,2.98096667,1.2731,2.66686667,13.131,14.895,17.94,16.176,0.60916667,0.97806667,0.4488,0.1352,90948127.05,Paid,608,0,2,3,2,0,3,1,1,1,1,2,0,3,0,1,20,Not Credit-worthy
B00323,,1.3634,1.5631,1.12456667,5.70126667,5.90273333,5.19183333,13.392,16.776,14.961,11.577,0.3965,0.78273333,0.58286667,0.0647,460288797.1,Active,728,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00324,,,1.90806667,1.30906667,5.83746667,6.21766667,5.5437,14.211,19.407,15.021,9.825,0.2975,0.559,0.29576667,0.20076667,7946963.144,,697,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00325,,0.4324,0.56833333,0.45076667,1.0112,1.05416667,1.5254,14.286,14.157,35.805,35.934,0.27176667,0.85685,0.47323333,0.1134,26067089.42,Paid,805,0,2,3,1,0,2,1,1,1,1,2,0,3,0,4,21,Not Credit-worthy
B00326,,,1.82636667,1.19183333,4.0098,4.297,3.4628,13.368,16.797,22.068,18.639,0.24403333,3.8127,0.27616667,1.08706667,45474861.33,,616,0,2,3,3,2,3,1,1,1,1,2,2,3,0,1,25,Credit-worthy
B00327,,,1.73083333,1.06673333,9.32276667,9.85766667,8.35883333,16.047,9.843,32.616,38.82,0.39913333,0.62363333,0.34476667,0.15353333,405757218.8,,710,0,2,3,3,2,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00328,,,0.3859,0.20603333,9.44053333,9.75493333,9.2268,6.591,15.948,23.778,14.421,0.70206667,2.18805,0.59986667,0.22435,26525433.69,,676,0,2,3,3,2,3,1,1,1,1,2,2,3,0,2,26,Credit-worthy
B00329,,1.4283,1.03256667,0.6583,4.41716667,4.60913333,4.03573333,16.47,11.082,27.594,32.982,0.39723333,1.05626667,0.4524,0.1314,4073948.647,Paid,640,1,2,3,3,2,3,1,1,1,1,2,1,3,0,1,25,Credit-worthy
B00330,,1.5169,0.4618,0.3384,1.78076667,1.29023333,2.529,6.618,13.29,40.659,33.987,0.1774,1.40105,0.39513333,0.1959,91930992.06,Active,651,1,2,3,1,0,3,1,1,1,1,2,1,3,0,1,21,Not Credit-worthy
B00331,,0.5489,1.62643333,0.79623333,2.37336667,0.74936667,2.0561,17.337,14.427,34.806,37.716,0.56826667,0.83213333,0.4398,0.06653333,137844211.3,Active,712,0,2,3,2,0,3,1,1,1,1,2,0,3,0,2,21,Not Credit-worthy
B00332,,0.8442,1.50743333,1.1347,1.16843333,1.2365,1.04773333,11.043,12.318,28.803,27.528,0.35206667,0.5666,0.34373333,0.05066667,39022692.08,Past due,708,0,2,3,1,0,1,1,1,1,1,2,0,3,0,2,18,Not Credit-worthy
B00333,,,1.4658,0.79303333,8.08056667,8.42086667,7.8441,12.09,8.178,32.262,36.174,1.1627,0.87826667,0.47093333,0.05546667,19825956.2,,712,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00334,,1.2362,1.12756667,0.64023333,4.82026667,5.0165,4.46063333,12.345,16.668,20.625,16.302,0.28196667,1.18676667,0.48163333,0.07783333,67422779.1,Paid,712,1,2,3,3,2,3,1,1,1,1,2,1,3,0,2,26,Credit-worthy
B00335,,1.0231,1.4971,1.159,4.81286667,2.5289,4.35073333,15.714,14.997,27.633,28.35,0.52943333,0.85443333,0.36116667,0.19606667,24636946.76,Active,715,1,2,3,3,1,3,1,1,1,1,2,0,3,0,2,24,Not Credit-worthy
B00336,,,1.4608,0.9927,7.21256667,4.7086,6.26446667,15.393,15.195,30.468,30.666,1.21946667,0.6667,0.4618,0.09726667,44978549.72,,692,0,2,3,3,2,3,1,1,1,1,1,0,3,0,2,23,Not Credit-worthy
B00337,,,1.85286667,1.30016667,5.404,5.6638,4.89096667,11.331,12.468,27.597,26.46,1.25846667,0.7659,0.42633333,0.12606667,513093608.1,Active,605,0,2,3,3,2,3,1,1,1,1,1,0,3,0,1,22,Not Credit-worthy
B00338,,0.3416,0.63236667,0.46856667,2.45733333,2.54213333,3.3987,13.968,14.037,25.026,24.957,0.5059,1.2537,0.58343333,0.05585,57674211.14,Past due,665,0,2,3,2,1,3,1,1,1,1,2,1,3,0,1,22,Not Credit-worthy
B00339,,1.1484,1.7006,1.22983333,4.3546,4.6187,4.02736667,6.264,22.071,36.108,20.301,0.526,0.72093333,0.33536667,0.04,1147133.789,Paid,683,1,2,3,3,2,3,1,1,1,1,2,0,3,0,2,25,Credit-worthy
B00340,,1.4571,1.11833333,0.65326667,3.02276667,3.18103333,4.36485,13.59,22.536,21.381,12.435,0.3486,0.82725,0.38953333,0.0569,32256562.28,Active,662,1,2,3,3,2,3,1,1,1,1,2,0,3,0,1,24,Not Credit-worthy
B00341,,2.1616,1.49406667,0.8442,1.6114,1.67346667,1.47966667,13.659,7.887,24.75,30.522,0.94623333,0.63976667,0.5192,0.04743333,279307667.3,Default,658,2,2,3,1,1,2,1,1,1,1,2,0,3,0,1,21,Not Credit-worthy
